Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,
127,W-NCP,WNCP0127,2007,WNCP01,WS0166,9.00 ,14.57 ,4.48 ,2297,811.8,165.4,1669.6,3219.52,Fluvo-aquic soils,loamy sand,19.9,31.8,120,8.6,225,120,90,7169,
128,W-NCP,WNCP0128,2008,WNCP01,WS0166,9.42 ,15.48 ,4.52 ,2389.6,892.4,156.9,1817.8,3356.64,Fluvo-aquic soils,loam,22.6,17.8,150,8.5,225,120,90,8295,
129,W-NCP,WNCP0129,2008,WNCP01,WS0166,9.25 ,15.26 ,4.36 ,2293.2,856,156.9,1770,3291.55,Fluvo-aquic soils,loam,16.3,5.8,160,8.2,225,120,90,7001,
130,W-NCP,WNCP0130,2008,WNCP01,WS0166,9.59 ,15.65 ,4.67 ,2479,931.8,156.9,1851.4,3426.26,Fluvo-aquic soils,loam,17.7,19.3,110,8.8,180,120,90,6540,
131,W-NCP,WNCP0131,2009,WNCP01,WS0166,7.68 ,12.84 ,3.42 ,2142.4,828.9,123,1579.7,3109.45,Fluvo-aquic soils,loam,11.3,13.6,110,8.3,180,120,90,4901,
132,W-NCP,WNCP0132,2009,WNCP01,WS0166,7.86 ,13.04 ,3.58 ,2201.6,868.1,127.5,1588.8,3143.29,Fluvo-aquic soils,loam,17.9,20.3,110,8.5,225,120,90,7271,
133,W-NCP,WNCP0133,2009,WNCP01,WS0166,8.08 ,13.29 ,3.78 ,2266.8,923.3,128,1607.4,3190.88,Fluvo-aquic soils,loamy sand,17.8,22.6,80,8.6,225,120,90,6804,
134,W-NCP,WNCP0134,2006,WNCP01,WS0032,9.48 ,15.68 ,4.18 ,2506.4,977.4,123,1458.1,2993.14,Cinnamon soils,loam,17.6,18,84,8,195,180,105,7515,
135,W-NCP,WNCP0135,2006,WNCP01,WS0032,9.17 ,15.33 ,3.88 ,2363.2,904.2,123,1407.3,2897.79,Cinnamon soils,loam,15.6,15,86,7.8,135,120,60,5400,
136,W-NCP,WNCP0136,2006,WNCP01,WS0032,9.48 ,15.68 ,4.18 ,2506.4,977.4,123,1458.1,2993.14,Cinnamon soils,loam,20.2,19,100,8.1,195,180,105,7950,
137,W-NCP,WNCP0137,2006,WNCP01,WS0032,9.53 ,15.73 ,4.22 ,2528.5,989.5,123,1467.5,3009.84,Cinnamon soils,sandy clay loam,16,18,82,7.9,165,135,75,6825,
138,W-NCP,WNCP0138,2006,WNCP01,WS0032,9.39 ,15.57 ,4.09 ,2464,955,123,1439.9,2960.83,Cinnamon soils,loam,20,41,120,7.8,195,180,105,7650,
139,W-NCP,WNCP0139,2006,WNCP01,WS0032,9.39 ,15.57 ,4.09 ,2464,955,123,1439.9,2960.83,Cinnamon soils,loamy sand,16.5,12,87,8.1,165,135,75,6600,
140,W-NCP,WNCP0140,2006,WNCP01,WS0032,9.17 ,15.33 ,3.88 ,2363.2,904.2,123,1407.3,2897.79,Cinnamon soils,loam,15.6,27,62,8,135,120,60,6150,
141,W-NCP,WNCP0141,2006,WNCP01,WS0032,9.59 ,15.16 ,4.83 ,2523.9,984.4,142.9,1402.7,2935.77,Cinnamon soils,loam,14.3,22,81,8,165,135,75,6855,
142,W-NCP,WNCP0142,2007,WNCP01,WS0032,8.51 ,14.43 ,3.59 ,2320.8,789.7,214.4,1555.4,3119.72,Cinnamon soils,loam,18.8,20.2,104,8,195,180,105,7200,
143,W-NCP,WNCP0143,2007,WNCP01,WS0032,8.33 ,14.34 ,3.35 ,2235.1,754,172.7,1553.1,3093.6,Cinnamon soils,loamy sand,18.4,33.3,114,7.9,165,135,75,5730,
144,W-NCP,WNCP0144,2007,WNCP01,WS0032,8.43 ,14.38 ,3.48 ,2284,772.9,200,1553.1,3107.4,Cinnamon soils,loam,12.5,12.1,68,8,165,135,75,7065,
145,W-NCP,WNCP0145,2007,WNCP01,WS0032,8.32 ,14.33 ,3.32 ,2222.5,751.4,172.7,1547.6,3082.34,Cinnamon soils,loamy sand,17.2,14.2,86,8.1,165,135,75,7011,
146,W-NCP,WNCP0146,2007,WNCP01,WS0032,8.36 ,14.35 ,3.39 ,2250.4,759.3,173.8,1553.1,3098.16,Cinnamon soils,loam,25.7,29,110,7.9,195,180,105,6779,
147,W-NCP,WNCP0147,2007,WNCP01,WS0032,8.39 ,14.36 ,3.43 ,2267.2,766.1,177.7,1553.1,3102.76,Cinnamon soils,loam,16.3,17,92,7.9,165,135,75,5649,
148,W-NCP,WNCP0148,2007,WNCP01,WS0032,8.33 ,14.34 ,3.35 ,2235.1,754,172.7,1553.1,3093.6,Cinnamon soils,loam,20.2,39,118,7.8,195,180,105,6795,
149,W-NCP,WNCP0149,2008,WNCP01,WS0032,9.15 ,15.80 ,3.52 ,2465.3,931.5,111.2,1810.1,3407.94,Cinnamon soils,sandy clay loam,15.5,21,76,7.9,165,135,75,6390,
150,W-NCP,WNCP0150,2008,WNCP01,WS0032,9.18 ,15.87 ,3.50 ,2444.2,940.4,105.4,1807,3402.74,Cinnamon soils,loam,25.1,32,118,8.1,195,135,105,8460,
151,W-NCP,WNCP0151,2008,WNCP01,WS0032,9.12 ,15.76 ,3.48 ,2447.2,923.4,111.2,1802,3393.09,Cinnamon soils,loamy sand,15.6,12,87,7.7,165,135,75,7095,
152,W-NCP,WNCP0152,2008,WNCP01,WS0032,9.09 ,15.75 ,3.44 ,2431.6,917.8,105.4,1802,3388.45,Cinnamon soils,loam,17.9,35,102,7.9,195,135,105,6780,
153,W-NCP,WNCP0153,2008,WNCP01,WS0032,9.09 ,15.75 ,3.44 ,2431.6,917.8,105.4,1802,3388.45,Cinnamon soils,loam,17.2,29,65,7.8,150,120,60,6480,
154,W-NCP,WNCP0154,2008,WNCP01,WS0157,8.86 ,15.56 ,3.28 ,2368.7,878.8,104.5,1796.8,3385.45,Fluvo-aquic soils,loamy sand,17.1,43,118,8.5,225,150,150,5601,
155,W-NCP,WNCP0155,2008,WNCP01,WS0157,8.86 ,15.56 ,3.28 ,2368.7,878.8,104.5,1796.8,3385.45,Fluvo-aquic soils,loamy sand,25.3,27.2,112,8.4,225,150,150,7601,
156,W-NCP,WNCP0156,2008,WNCP01,WS0157,8.86 ,15.56 ,3.28 ,2368.7,878.8,104.5,1796.8,3385.45,Fluvo-aquic soils,loamy sand,19.9,21.6,47,8.4,225,150,150,7001,
157,W-NCP,WNCP0157,2008,WNCP01,WS0157,8.86 ,15.56 ,3.28 ,2368.7,878.8,104.5,1796.8,3385.45,Fluvo-aquic soils,loamy sand,18.1,24.3,47,7.9,225,150,150,6798,
158,W-NCP,WNCP0158,2008,WNCP01,WS0157,8.86 ,15.56 ,3.28 ,2368.7,878.8,104.5,1796.8,3385.45,Fluvo-aquic soils,loamy sand,20,27.4,100,8.4,225,150,150,6000,
159,W-NCP,WNCP0159,2008,WNCP01,WS0157,8.86 ,15.56 ,3.28 ,2368.7,878.8,104.5,1796.8,3385.45,Fluvo-aquic soils,loam,16.7,20.3,90,8.4,180,150,120,7100,
160,W-NCP,WNCP0160,2005,WNCP01,WS0167,8.29 ,14.60 ,3.40 ,2207.8,755.6,64.5,1531.3,3012.73,Fluvo-aquic soils,loam,19,26.8,166,8.3,315,180,120,6816,
161,W-NCP,WNCP0161,2005,WNCP01,WS0167,8.26 ,14.58 ,3.36 ,2199.6,747.4,64.2,1527.8,3000.99,Fluvo-aquic soils,clay,17,22.7,52,8.2,315,180,120,6171,
162,W-NCP,WNCP0162,2005,WNCP01,WS0167,8.25 ,14.59 ,3.35 ,2206.4,744.2,64.4,1542.7,3019.2,Fluvo-aquic soils,loamy sand,12,9.4,128,8,315,180,120,7458,
163,W-NCP,WNCP0163,2005,WNCP01,WS0167,8.26 ,14.58 ,3.36 ,2199.6,747.4,64.2,1527.8,3000.99,Fluvo-aquic soils,loam,10,11.7,104,8.1,315,180,120,7065,
164,W-NCP,WNCP0164,2005,WNCP01,WS0167,8.26 ,14.58 ,3.36 ,2199.6,747.4,64.2,1527.8,3000.99,Fluvo-aquic soils,loam,15,17,216,8.3,315,180,120,5763,
165,W-NCP,WNCP0165,2005,WNCP01,WS0167,8.29 ,14.60 ,3.40 ,2207.8,755.6,64.5,1531.3,3012.73,Fluvo-aquic soils,loam,17,18.9,120,7.9,315,180,120,5981,
166,W-NCP,WNCP0166,2005,WNCP01,WS0167,7.95 ,14.28 ,3.10 ,2123.6,671.4,64.8,1520.7,2951.72,Fluvo-aquic soils,loam,15,30.1,116,8.1,315,180,120,7421,
167,W-NCP,WNCP0167,2005,WNCP01,WS0167,8.16 ,14.47 ,3.27 ,2157.9,725.7,64.2,1512.7,2968.47,Fluvo-aquic soils,loam,15,28.4,116,8.3,315,180,120,6038,
168,W-NCP,WNCP0168,2005,WNCP01,WS0167,8.70 ,14.97 ,3.89 ,2437.4,835.2,91.7,1597.5,3145.74,Fluvo-aquic soils,loam,15,21.4,84,8,315,180,120,6776,
169,W-NCP,WNCP0169,2005,WNCP01,WS0167,8.22 ,14.55 ,3.31 ,2189.6,737.4,64.2,1532.5,3001.93,Fluvo-aquic soils,loam,13,50.8,90,7.9,315,180,120,5697,
170,W-NCP,WNCP0170,2005,WNCP01,WS0167,8.16 ,14.47 ,3.27 ,2157.9,725.7,64.2,1512.7,2968.47,Fluvo-aquic soils,loam,21,58.4,200,8.2,315,180,120,7472,
171,W-NCP,WNCP0171,2005,WNCP01,WS0167,8.34 ,14.65 ,3.43 ,2218.9,766.7,64.5,1532.7,3021.43,Fluvo-aquic soils,clay,16,18.6,96,8.4,315,180,120,7040,
172,W-NCP,WNCP0172,2005,WNCP01,WS0167,8.31 ,14.67 ,3.42 ,2246,753.8,73,1559.1,3047.69,Fluvo-aquic soils,loam,13,6.5,56,7.9,315,180,120,6467,
173,W-NCP,WNCP0173,2005,WNCP01,WS0167,8.43 ,14.74 ,3.52 ,2249.4,787.2,64.5,1542.4,3044.2,Fluvo-aquic soils,loam,13,22.4,136,8,315,180,120,6968,
174,W-NCP,WNCP0174,2006,WNCP01,WS0167,9.30 ,15.43 ,4.61 ,2388.4,895.2,110.5,1571.8,3103.78,Fluvo-aquic soils,loam,12,14.6,88,8.3,315,180,120,7886,
175,W-NCP,WNCP0175,2006,WNCP01,WS0167,9.04 ,15.13 ,4.37 ,2270.3,837.1,110.5,1534.3,3029.24,Fluvo-aquic soils,sandy loam,15,27.7,72,8.2,315,180,120,7284,
176,W-NCP,WNCP0176,2006,WNCP01,WS0167,9.32 ,15.45 ,4.61 ,2375.4,902.2,110.5,1572.6,3114.32,Fluvo-aquic soils,loam,14,15.7,96,8.3,315,180,120,5879,
177,W-NCP,WNCP0177,2006,WNCP01,WS0167,8.72 ,14.83 ,4.02 ,2121.9,768.7,110.4,1488.8,2940.06,Fluvo-aquic soils,loam,12,17.3,100,8.1,315,180,75,7260,
178,W-NCP,WNCP0178,2006,WNCP01,WS0167,9.46 ,15.60 ,4.75 ,2428.7,935.5,110.5,1577.9,3137.67,Fluvo-aquic soils,loam,12,12.9,132,8.1,315,180,120,7065,
179,W-NCP,WNCP0179,2007,WNCP01,WS0167,8.44 ,14.41 ,3.83 ,2212,760.4,144.7,1523.4,3067.89,Fluvo-aquic soils,loam,16,50,132,8.4,315,180,120,7253,
180,W-NCP,WNCP0180,2007,WNCP01,WS0167,8.64 ,14.48 ,4.14 ,2330.7,799.1,175.9,1523.2,3098.49,Fluvo-aquic soils,loam,15,25.1,86,8.3,315,180,120,5703,
181,W-NCP,WNCP0181,2008,WNCP01,WS0167,8.94 ,15.33 ,3.88 ,2323.3,856.5,113.1,1684.2,3225.09,Fluvo-aquic soils,loam,19,46.7,108,8.2,315,180,120,7472,
182,W-NCP,WNCP0182,2008,WNCP01,WS0167,8.81 ,15.20 ,3.77 ,2283.7,826.9,113.1,1658.7,3173.73,Fluvo-aquic soils,loam,15,13.1,112,8.3,315,180,120,7284,
183,W-NCP,WNCP0183,2008,WNCP01,WS0167,8.72 ,15.10 ,3.67 ,2244.3,807.5,113,1646.6,3143.43,Fluvo-aquic soils,loam,15,25.9,100,8.1,315,180,75,7260,
184,W-NCP,WNCP0184,2008,WNCP01,WS0167,9.46 ,15.60 ,4.75 ,2428.7,935.5,110.5,1577.9,3137.67,Fluvo-aquic soils,loam,17,40.8,104,7.8,315,180,120,7065,
185,W-NCP,WNCP0185,2009,WNCP01,WS0167,6.84 ,12.34 ,2.46 ,1903.3,684,126.3,1315.6,2726.57,Fluvo-aquic soils,loam,12,27.1,220,8.1,315,180,120,8025,
186,W-NCP,WNCP0186,2009,WNCP01,WS0167,6.73 ,12.25 ,2.34 ,1863.8,664.5,126.3,1310.6,2708.43,Fluvo-aquic soils,loam,19,46.7,108,8.2,315,180,75,7998,
187,W-NCP,WNCP0187,2008,WNCP01,WS0169,9.43 ,15.49 ,4.48 ,2361.3,847.4,136.6,1565.4,3025.59,Fluvo-aquic soils,loam,16.2,14.8,148,7.4,225,150,150,7800,
188,W-NCP,WNCP0188,2008,WNCP01,WS0169,9.60 ,15.66 ,4.66 ,2430.9,887,141,1575.2,3063.47,Fluvo-aquic soils,loam,16.9,10.7,137,7.8,225,150,150,7763,
189,W-NCP,WNCP0189,2008,WNCP01,WS0169,9.43 ,15.49 ,4.48 ,2361.3,847.4,136.6,1565.4,3025.59,Fluvo-aquic soils,loam,13.4,12.5,123,7.7,225,150,150,6009,
190,W-NCP,WNCP0190,2008,WNCP01,WS0169,9.55 ,15.59 ,4.59 ,2352.4,878.5,141,1539.4,3029.17,Fluvo-aquic soils,loam,22.1,27.8,194,7.3,225,150,150,6846,
191,W-NCP,WNCP0191,2008,WNCP01,WS0169,9.55 ,15.59 ,4.59 ,2352.4,878.5,141,1539.4,3029.17,Fluvo-aquic soils,loam,16.9,27.6,108,7.5,225,150,150,9300,
192,W-NCP,WNCP0192,2008,WNCP01,WS0169,9.55 ,15.59 ,4.59 ,2352.4,878.5,141,1539.4,3029.17,Fluvo-aquic soils,loam,16.9,39.2,117,7.5,225,150,150,7235,
193,W-NCP,WNCP0193,2008,WNCP01,WS0169,8.82 ,14.83 ,3.92 ,2091.5,717.6,136.6,1447,2808.75,Fluvo-aquic soils,loam,15,40.2,69,7.5,180,150,120,7200,
194,W-NCP,WNCP0194,2008,WNCP01,WS0169,8.63 ,14.68 ,3.69 ,2013.1,679.2,112.4,1435.2,2771.09,Fluvo-aquic soils,loam,11.1,14,109,7.6,180,150,120,7103,
195,W-NCP,WNCP0195,2009,WNCP01,WS0169,7.58 ,12.87 ,3.16 ,2031.9,771.4,95.2,1399.1,2880.23,Fluvo-aquic soils,loam,17.6,13.7,127,8.2,225,150,150,7376,
196,W-NCP,WNCP0196,2009,WNCP01,WS0169,7.68 ,12.97 ,3.25 ,2062.6,792.1,95.2,1410.3,2905.39,Fluvo-aquic soils,loam,15.2,8.6,84,7.6,225,150,150,6417,
197,W-NCP,WNCP0197,2009,WNCP01,WS0169,7.68 ,12.97 ,3.25 ,2062.6,792.1,95.2,1410.3,2905.39,Fluvo-aquic soils,loam,18.2,11.3,94,8.5,225,150,150,8000,
198,W-NCP,WNCP0198,2009,WNCP01,WS0169,7.75 ,13.01 ,3.35 ,2071.6,811.1,95.2,1400.7,2902.63,Fluvo-aquic soils,loam,11.5,9.9,99,8.3,225,150,150,5208,
199,W-NCP,WNCP0199,2006,WNCP01,WS0168,9.24 ,15.47 ,4.34 ,2373.2,889.6,117,1611.6,3131.7,Fluvo-aquic soils,loam,18.8,36.9,117,8.1,195,180,105,5763,
200,W-NCP,WNCP0200,2006,WNCP01,WS0168,9.24 ,15.47 ,4.34 ,2373.2,889.6,117,1611.6,3131.7,Fluvo-aquic soils,loam,14.6,10.1,103,8.1,195,180,105,6324,
201,W-NCP,WNCP0201,2006,WNCP01,WS0168,9.24 ,15.47 ,4.34 ,2373.2,889.6,117,1611.6,3131.7,Fluvo-aquic soils,loamy sand,14.1,15.4,154,8.4,195,180,105,6525,
202,W-NCP,WNCP0202,2006,WNCP01,WS0168,9.24 ,15.47 ,4.34 ,2373.2,889.6,117,1611.6,3131.7,Fluvo-aquic soils,loam,9.8,5.1,73,8.4,195,180,105,6525,
203,W-NCP,WNCP0203,2006,WNCP01,WS0168,9.24 ,15.47 ,4.34 ,2373.2,889.6,117,1611.6,3131.7,Fluvo-aquic soils,loam,14.4,14,102,8.1,195,180,105,6525,
204,W-NCP,WNCP0204,2006,WNCP01,WS0168,9.24 ,15.47 ,4.34 ,2373.2,889.6,117,1611.6,3131.7,Fluvo-aquic soils,loam,14.4,14,102,8.1,195,180,105,5703,
205,W-NCP,WNCP0205,2006,WNCP01,WS0168,9.24 ,15.47 ,4.34 ,2373.2,889.6,117,1611.6,3131.7,Fluvo-aquic soils,loamy sand,10.9,10.8,123,8.2,195,180,105,6639,
206,W-NCP,WNCP0206,2006,WNCP01,WS0168,9.24 ,15.47 ,4.34 ,2373.2,889.6,117,1611.6,3131.7,Fluvo-aquic soils,loam,17.6,15.6,79,8.2,195,180,105,5553,
207,W-NCP,WNCP0207,2007,WNCP01,WS0168,8.20 ,14.13 ,3.39 ,2128.4,708.6,141.8,1697.4,3220.9,Fluvo-aquic soils,loam,19.2,26.2,119,8.2,195,180,105,5763,
208,W-NCP,WNCP0208,2007,WNCP01,WS0168,8.20 ,14.13 ,3.39 ,2128.4,708.6,141.8,1697.4,3220.9,Fluvo-aquic soils,loam,14.7,10.2,109,8.2,195,180,105,6324,
209,W-NCP,WNCP0209,2007,WNCP01,WS0168,8.20 ,14.13 ,3.39 ,2128.4,708.6,141.8,1697.4,3220.9,Fluvo-aquic soils,loamy sand,14.5,15.4,158,8.4,195,180,105,6525,
210,W-NCP,WNCP0210,2007,WNCP01,WS0168,8.20 ,14.13 ,3.39 ,2128.4,708.6,141.8,1697.4,3220.9,Fluvo-aquic soils,loam,12.8,10.8,102,8.3,195,180,105,6114,
211,W-NCP,WNCP0211,2007,WNCP01,WS0168,8.20 ,14.13 ,3.39 ,2128.4,708.6,141.8,1697.4,3220.9,Fluvo-aquic soils,loam,10.2,5.1,85,8.3,195,180,105,6525,
212,W-NCP,WNCP0212,2007,WNCP01,WS0168,8.20 ,14.13 ,3.39 ,2128.4,708.6,141.8,1697.4,3220.9,Fluvo-aquic soils,loam,14.6,14.8,127,8.3,195,180,105,7056,
213,W-NCP,WNCP0213,2007,WNCP01,WS0168,8.20 ,14.13 ,3.39 ,2128.4,708.6,141.8,1697.4,3220.9,Fluvo-aquic soils,loam,14.8,14,123,8.2,195,180,105,5703,
214,W-NCP,WNCP0214,2007,WNCP01,WS0168,8.20 ,14.13 ,3.39 ,2128.4,708.6,141.8,1697.4,3220.9,Fluvo-aquic soils,loam,17.8,15.6,94,8.2,195,180,105,5553,
215,W-NCP,WNCP0215,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,19.1,31.2,118,8.2,195,180,105,7562,
216,W-NCP,WNCP0216,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,14,15.2,106,8.3,195,180,105,7478,
217,W-NCP,WNCP0217,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,14.8,10.8,102,8,195,180,105,7265,
218,W-NCP,WNCP0218,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,13.5,12.5,103,8.3,195,180,105,7518,
219,W-NCP,WNCP0219,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,10.3,6.8,75,8.1,195,180,105,7299,
220,W-NCP,WNCP0220,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,15.6,14.8,109,8.2,195,180,105,7142,
221,W-NCP,WNCP0221,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,15.8,14.2,106,8.3,195,180,105,7083,
222,W-NCP,WNCP0222,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,14,15.1,124,8.2,195,180,105,7262,
223,W-NCP,WNCP0223,2008,WNCP01,WS0168,8.92 ,15.30 ,3.67 ,2281.8,847.1,136.5,1758.4,3273.72,Fluvo-aquic soils,loam,18.5,15.9,80,8.4,195,180,105,7256,
224,W-NCP,WNCP0224,2009,WNCP01,WS0168,7.07 ,12.56 ,2.62 ,1983.2,743.8,98.6,1491.9,2969.75,Fluvo-aquic soils,loam,12.4,19.7,145,8.2,195,180,105,7971,
225,W-NCP,WNCP0225,2009,WNCP01,WS0168,7.07 ,12.56 ,2.62 ,1983.2,743.8,98.6,1491.9,2969.75,Fluvo-aquic soils,loam,20.7,23.2,144,8.1,195,180,105,7758,
226,W-NCP,WNCP0226,2009,WNCP01,WS0168,7.07 ,12.56 ,2.62 ,1983.2,743.8,98.6,1491.9,2969.75,Fluvo-aquic soils,loamy sand,22.7,14.2,106,8.1,225,180,105,7245,
227,W-NCP,WNCP0227,2009,WNCP01,WS0168,7.07 ,12.56 ,2.62 ,1983.2,743.8,98.6,1491.9,2969.75,Fluvo-aquic soils,loam,14.9,12.8,109,8.1,195,180,105,8184,
228,W-NCP,WNCP0228,2009,WNCP01,WS0168,7.07 ,12.56 ,2.62 ,1983.2,743.8,98.6,1491.9,2969.75,Fluvo-aquic soils,loam,15.5,12.8,128,8,195,180,105,7793,
229,W-NCP,WNCP0229,2009,WNCP01,WS0168,7.07 ,12.56 ,2.62 ,1983.2,743.8,98.6,1491.9,2969.75,Fluvo-aquic soils,loam,14.5,14.1,158,8.2,195,180,105,7755,
230,W-NCP,WNCP0230,2009,WNCP01,WS0168,7.07 ,12.56 ,2.62 ,1983.2,743.8,98.6,1491.9,2969.75,Fluvo-aquic soils,loam,15.5,15.8,225,8.1,195,180,105,7749,
231,W-NCP,WNCP0231,2008,WNCP01,WS0175,9.18 ,15.57 ,3.93 ,2432.2,890.1,149.7,1627.9,3162.88,Fluvo-aquic soils,loamy sand,14,28.2,126,7.1,225,150,150,6351,
232,W-NCP,WNCP0232,2008,WNCP01,WS0175,9.18 ,15.57 ,3.93 ,2432.2,890.1,149.7,1627.9,3162.88,Fluvo-aquic soils,loam,9,18.2,117,7.3,225,150,150,6528,
233,W-NCP,WNCP0233,2008,WNCP01,WS0175,8.99 ,15.38 ,3.73 ,2319.7,847.6,152.3,1583.3,3079.1,Fluvo-aquic soils,loam,9.8,16,126,7.3,225,150,150,6218,
234,W-NCP,WNCP0234,2008,WNCP01,WS0175,9.01 ,15.39 ,3.77 ,2353.5,851.4,149.7,1603.4,3112.69,Fluvo-aquic soils,loam,15,28,144,7.3,180,150,120,6158,
235,W-NCP,WNCP0235,2008,WNCP01,WS0175,9.02 ,15.41 ,3.77 ,2337,854.9,152.3,1590.7,3092.71,Fluvo-aquic soils,loam,15,21.6,92,7.3,180,150,120,6399,
236,W-NCP,WNCP0236,2008,WNCP01,WS0175,9.26 ,15.65 ,3.97 ,2432,909.9,152.3,1637.3,3190.22,Fluvo-aquic soils,loam,8.6,14.9,113,7.2,180,150,120,6203,
237,W-NCP,WNCP0237,2008,WNCP01,WS0175,9.21 ,15.60 ,3.93 ,2419.9,897.8,152.4,1636.4,3182.48,Fluvo-aquic soils,loam,15.7,29.7,136,7.2,180,150,120,6543,
238,W-NCP,WNCP0238,2008,WNCP01,WS0175,9.14 ,15.52 ,3.91 ,2413.3,881.2,155.7,1614.3,3145.3,Fluvo-aquic soils,loamy sand,17.2,22,135,7.2,180,150,120,6273,
239,W-NCP,WNCP0239,2008,WNCP01,WS0175,9.22 ,15.61 ,3.96 ,2431.7,899.6,155.7,1636.4,3187.12,Fluvo-aquic soils,sandy loam,9.5,13,163,7.3,225,150,150,6425,
240,W-NCP,WNCP0240,2008,WNCP01,WS0175,9.09 ,15.48 ,3.81 ,2344.3,872.2,152.3,1601.7,3117.18,Fluvo-aquic soils,loam,12.8,18,129,7.3,180,150,120,6186,
241,W-NCP,WNCP0241,2005,WNCP01,WS0149,8.43 ,14.66 ,3.38 ,2277,796.4,84.4,1469,2979.42,Fluvo-aquic soils,loam,14.7,19.1,85,8.3,225,150,150,7200,
242,W-NCP,WNCP0242,2005,WNCP01,WS0149,8.28 ,14.53 ,3.21 ,2198.1,767.5,83,1438.4,2921.68,Fluvo-aquic soils,loam,14.2,4.5,43,8.3,225,150,150,7004,
243,W-NCP,WNCP0243,2005,WNCP01,WS0149,8.28 ,14.53 ,3.21 ,2198.1,767.5,83,1438.4,2921.68,Fluvo-aquic soils,loamy sand,16.7,8.3,57,8.2,180,150,120,6501,
244,W-NCP,WNCP0244,2005,WNCP01,WS0149,8.56 ,14.82 ,3.49 ,2342.8,822.2,84.9,1508.3,3045.36,Fluvo-aquic soils,loam,14.2,10.3,57,8.2,180,150,120,6600,
245,W-NCP,WNCP0245,2005,WNCP01,WS0149,8.56 ,14.82 ,3.49 ,2342.8,822.2,84.9,1508.3,3045.36,Fluvo-aquic soils,loam,10.9,7.3,71,8.3,225,150,150,8001,
246,W-NCP,WNCP0246,2005,WNCP01,WS0149,8.39 ,14.61 ,3.35 ,2266.3,785.7,84.4,1468,2971.13,Fluvo-aquic soils,loamy sand,20.2,22.8,78,8.2,225,150,150,7568,
247,W-NCP,WNCP0247,2005,WNCP01,WS0149,8.39 ,14.61 ,3.35 ,2266.3,785.7,84.4,1468,2971.13,Fluvo-aquic soils,loam,16.2,8.9,60,8.2,180,150,120,6735,
248,W-NCP,WNCP0248,2005,WNCP01,WS0149,8.56 ,14.82 ,3.49 ,2342.8,822.2,84.9,1508.3,3045.36,Fluvo-aquic soils,loam,11.2,8.3,75,8.2,225,150,150,6723,
249,W-NCP,WNCP0249,2006,WNCP01,WS0149,9.14 ,15.04 ,4.42 ,2295.6,868.2,112.3,1418.4,2889.85,Fluvo-aquic soils,loam,14.7,10.3,85,8.3,225,150,150,7104,
250,W-NCP,WNCP0250,2006,WNCP01,WS0149,9.39 ,15.30 ,4.68 ,2394.4,927,112.3,1439,2948.37,Fluvo-aquic soils,loam,14.7,19.1,86,8.3,225,150,150,7301,
251,W-NCP,WNCP0251,2006,WNCP01,WS0149,9.39 ,15.31 ,4.70 ,2423,925.6,112.3,1458,2968.71,Fluvo-aquic soils,loam,13.2,9.8,89,8.2,180,150,120,7208,
252,W-NCP,WNCP0252,2006,WNCP01,WS0149,9.14 ,15.04 ,4.42 ,2295.6,868.2,112.3,1418.4,2889.85,Fluvo-aquic soils,loam,13.2,15.3,104,8.3,180,150,120,7101,
253,W-NCP,WNCP0253,2006,WNCP01,WS0149,9.32 ,15.24 ,4.63 ,2395.2,907.8,112.3,1451.7,2951.32,Fluvo-aquic soils,loam,11.2,8.4,75,8.2,180,150,120,7211,
254,W-NCP,WNCP0254,2006,WNCP01,WS0149,9.17 ,15.09 ,4.45 ,2304.6,877.2,112.3,1418.4,2893.11,Fluvo-aquic soils,loam,11.2,8.4,75,8.2,180,150,120,6998,
255,W-NCP,WNCP0255,2006,WNCP01,WS0149,9.06 ,14.96 ,4.35 ,2267.8,850.4,112.3,1412.1,2872.46,Fluvo-aquic soils,loamy sand,16.7,8.3,57,8.2,180,150,120,7301,
