Sort,Soil quality,Crop,Year,Province,n.site,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Yck,Ynpk
1889,low,northeast maize,2007,MNEC04,1,19.2 ,24.6 ,14.3 ,3536.5 ,1765.4 ,484.6 ,1585.9 ,3516.6 ,early_maturity,Brown earths,loam,14.0 ,21.0 ,113.0 ,5.9 ,240 ,150 ,150 ,6500 ,10067 
1890,high,northeast maize,2008,MNEC04,1,20.9 ,26.2 ,16.1 ,3088.9 ,1608.9 ,615.3 ,1111.8 ,2633.1 ,medium_maturity,Meadow soils,silty clay loam,34.6 ,51.3 ,105.0 ,5.6 ,210 ,120 ,135 ,4671 ,9198 
1891,high,northeast maize,2008,MNEC04,1,20.3 ,25.6 ,15.5 ,3182.9 ,1624.2 ,644.0 ,1156.3 ,2753.0 ,medium_maturity,Brown earths,silty clay loam,36.4 ,27.9 ,66.0 ,5.7 ,240 ,120 ,120 ,7034 ,11532 
1892,low,northeast maize,2007,MNEC04,1,20.3 ,26.8 ,14.6 ,3106.2 ,1576.2 ,533.8 ,1065.8 ,2567.6 ,late_maturity,Brown earths,sandy loam,20.9 ,11.6 ,52.0 ,7.7 ,180 ,120 ,120 ,4886 ,9255 
1893,low,northeast maize,2007,MNEC04,1,20.2 ,26.8 ,14.4 ,3173.6 ,1603.6 ,533.8 ,1108.8 ,2666.6 ,late_maturity,Brown earths,sandy loam,21.2 ,4.8 ,54.0 ,6.4 ,210 ,90 ,120 ,4292 ,8385 
1894,low,northeast maize,2007,MNEC04,1,20.3 ,26.8 ,14.6 ,3090.1 ,1570.1 ,533.8 ,1054.4 ,2543.7 ,medium_maturity,Meadow soils,silty clay loam,20.4 ,17.7 ,57.0 ,5.7 ,240 ,120 ,120 ,5297 ,9198 
1895,high,northeast maize,2007,MNEC04,1,20.5 ,27.5 ,14.7 ,2600.1 ,1330.1 ,415.6 ,826.4 ,2103.3 ,medium_maturity,Brown earths,sandy loam,33.0 ,68.3 ,106.0 ,6.4 ,180 ,75 ,90 ,9572 ,11540 
1896,low,northeast maize,2007,MNEC04,1,23.3 ,28.3 ,18.7 ,3169.6 ,1809.6 ,348.3 ,988.4 ,2384.0 ,medium_maturity,Brown earths,sandy loam,19.2 ,14.2 ,130.0 ,7.4 ,210 ,120 ,120 ,7109 ,9915 
1897,high,northeast maize,2007,MNEC04,1,22.9 ,28.1 ,18.2 ,3418.7 ,1928.7 ,353.9 ,1102.9 ,2647.9 ,medium_maturity,Meadow soils,loam,27.7 ,30.0 ,96.0 ,7.2 ,240 ,120 ,120 ,8204 ,10845 
1898,low,northeast maize,2007,MNEC04,1,20.9 ,25.4 ,16.5 ,3465.1 ,1811.9 ,350.5 ,1320.8 ,3084.5 ,medium_maturity,Meadow soils,silty clay loam,11.7 ,7.0 ,84.0 ,5.9 ,210 ,120 ,120 ,5835 ,8760 
1900,low,northeast maize,2007,MNEC04,1,21.2 ,25.7 ,17.6 ,3056.4 ,1616.5 ,437.2 ,983.8 ,2429.2 ,medium_maturity,Meadow soils,loam,18.3 ,4.0 ,103.0 ,6.6 ,240 ,120 ,150 ,8745 ,10925 
1901,low,northeast maize,2007,MNEC04,1,21.3 ,25.8 ,17.7 ,3023.2 ,1603.3 ,437.2 ,961.8 ,2381.6 ,medium_maturity,Meadow soils,sandy loam,16.8 ,15.7 ,155.0 ,7.3 ,210 ,120 ,120 ,8436 ,8528 
1902,low,northeast maize,2007,MNEC04,1,21.3 ,25.8 ,17.6 ,3040.0 ,1610.1 ,437.2 ,971.6 ,2403.6 ,medium_maturity,Meadow soils,sandy loam,11.3 ,14.7 ,95.0 ,6.3 ,240 ,120 ,150 ,9263 ,10685 
1903,high,northeast maize,2007,MNEC03,1,19.1 ,24.8 ,13.8 ,3286.7 ,1621.7 ,308.2 ,1366.6 ,2998.4 ,medium_maturity,Black soils,clay,40.0 ,52.0 ,105.0 ,5.6 ,180 ,75 ,75 ,5130 ,10830 
1904,low,northeast maize,2007,MNEC03,1,18.5 ,24.3 ,12.9 ,3275.3 ,1557.6 ,432.1 ,1457.9 ,3259.1 ,medium_maturity,Black soils,loam,26.7 ,9.5 ,125.0 ,6.8 ,180 ,75 ,75 ,3465 ,9650 
1905,low,northeast maize,2007,MNEC03,1,18.5 ,24.3 ,12.9 ,3275.3 ,1557.6 ,432.1 ,1457.9 ,3259.1 ,medium_maturity,Black soils,clay loam,26.4 ,10.5 ,140.0 ,6.8 ,180 ,75 ,75 ,3465 ,9650 
1906,low,northeast maize,2007,MNEC03,1,18.5 ,24.3 ,12.9 ,3275.3 ,1557.6 ,432.1 ,1457.9 ,3259.1 ,medium_maturity,Albic soils,sandy loam,26.3 ,18.0 ,130.0 ,6.5 ,180 ,75 ,75 ,6041 ,10047 
1908,high,northeast maize,2008,MNEC03,1,17.9 ,23.7 ,12.5 ,3288.8 ,1504.9 ,680.1 ,1381.4 ,3144.3 ,medium_maturity,Black soils,loam,32.6 ,47.2 ,147.0 ,6.8 ,180 ,180 ,180 ,5553 ,11481 
1909,low,northeast maize,2008,MNEC03,1,17.9 ,23.7 ,12.5 ,3288.8 ,1504.9 ,680.1 ,1381.4 ,3144.3 ,medium_maturity,Black soils,sandy loam,23.1 ,13.1 ,98.0 ,6.8 ,180 ,75 ,75 ,4916 ,9974 
1910,high,northeast maize,2008,MNEC03,1,17.9 ,23.7 ,12.5 ,3288.8 ,1504.9 ,680.1 ,1381.4 ,3144.3 ,medium_maturity,Albic soils,sandy loam,27.9 ,35.6 ,117.0 ,6.8 ,180 ,75 ,75 ,3498 ,9617 
1911,high,northeast maize,2008,MNEC03,1,17.9 ,23.7 ,12.5 ,3288.8 ,1504.9 ,680.1 ,1381.4 ,3144.3 ,medium_maturity,Black soils,loam,28.8 ,40.2 ,130.0 ,6.8 ,180 ,75 ,75 ,8159 ,13418 
1912,low,northeast maize,2008,MNEC03,1,17.9 ,23.7 ,12.5 ,3288.8 ,1504.9 ,680.1 ,1381.4 ,3144.3 ,medium_maturity,Black soils,sandy loam,26.4 ,13.4 ,101.0 ,6.8 ,180 ,75 ,75 ,4977 ,9909 
1913,high,northeast maize,2008,MNEC03,1,17.9 ,23.7 ,12.5 ,3288.8 ,1504.9 ,680.1 ,1381.4 ,3144.3 ,medium_maturity,Black soils,loam,33.6 ,33.4 ,149.0 ,6.8 ,180 ,75 ,75 ,7217 ,11978 
1916,high,northeast maize,2006,MNEC03,1,20.2 ,25.8 ,15.2 ,2700.8 ,1362.1 ,517.7 ,1124.4 ,2528.6 ,medium_maturity,Albic soils,silty clay loam,38.5 ,33.8 ,34.0 ,6.0 ,180 ,75 ,75 ,7388 ,10173 
1917,low,northeast maize,2006,MNEC03,1,20.6 ,26.8 ,14.9 ,2967.8 ,1528.1 ,393.4 ,1167.1 ,2638.5 ,medium_maturity,Meadow soils,loam,20.3 ,17.6 ,63.0 ,6.1 ,180 ,75 ,75 ,6935 ,10466 
1918,high,northeast maize,2007,MNEC03,1,18.6 ,24.5 ,13.0 ,3238.9 ,1549.8 ,438.3 ,1570.5 ,3423.5 ,medium_maturity,Albic soils,loam,28.6 ,28.0 ,99.0 ,6.1 ,180 ,75 ,75 ,7358 ,10346 
1919,high,northeast maize,2007,MNEC03,1,18.6 ,24.5 ,13.0 ,3238.9 ,1549.8 ,438.3 ,1570.5 ,3423.5 ,medium_maturity,Black soils,loam,27.8 ,53.0 ,109.0 ,6.6 ,180 ,75 ,75 ,7497 ,10106 
1920,low,northeast maize,2007,MNEC03,1,18.6 ,24.5 ,13.0 ,3238.9 ,1549.8 ,438.3 ,1570.5 ,3423.5 ,medium_maturity,Dark brown earths,loamy sand,16.1 ,17.6 ,68.0 ,5.7 ,180 ,75 ,75 ,7140 ,9821 
1921,high,northeast maize,2008,MNEC03,1,17.6 ,23.7 ,11.9 ,3143.1 ,1393.8 ,601.3 ,1268.4 ,2898.7 ,late_maturity,Albic soils,loam,35.0 ,29.0 ,142.0 ,6.7 ,150 ,60 ,65 ,11190 ,13200 
1922,high,northeast maize,2008,MNEC03,1,19.2 ,25.1 ,13.8 ,2722.6 ,1313.9 ,530.7 ,1044.7 ,2422.2 ,medium_maturity,Albic soils,clay loam,30.0 ,63.0 ,153.0 ,6.5 ,180 ,75 ,75 ,8850 ,11715 
1923,high,northeast maize,2008,MNEC03,1,19.2 ,25.1 ,13.8 ,2709.6 ,1310.9 ,530.7 ,1034.7 ,2400.3 ,medium_maturity,Albic soils,clay loam,32.0 ,73.0 ,194.0 ,6.5 ,180 ,75 ,75 ,7125 ,9750 
1924,high,northeast maize,2008,MNEC03,1,18.8 ,24.7 ,13.3 ,2818.6 ,1329.9 ,535.5 ,1112.8 ,2578.3 ,medium_maturity,Dark brown earths,sandy loam,31.0 ,30.0 ,130.0 ,6.5 ,180 ,75 ,75 ,7740 ,11115 
1925,high,northeast maize,2007,MNEC03,1,17.6 ,24.0 ,11.7 ,3290.2 ,1532.9 ,584.2 ,1456.8 ,3170.9 ,medium_maturity,Albic soils,clay,31.0 ,31.4 ,120.0 ,5.9 ,180 ,75 ,75 ,5838 ,10269 
1926,high,northeast maize,2008,MNEC03,1,22.6 ,27.5 ,18.8 ,3613.5 ,2013.5 ,594.8 ,889.1 ,2415.2 ,medium_maturity,Black soils,clay,30.0 ,23.0 ,109.0 ,6.5 ,180 ,75 ,75 ,6060 ,12765 
1927,high,northeast maize,2008,MNEC03,1,17.0 ,23.5 ,11.9 ,2784.6 ,1182.0 ,636.8 ,1084.2 ,2632.4 ,medium_maturity,Albic soils,clay,29.0 ,27.0 ,105.0 ,6.7 ,180 ,75 ,75 ,6675 ,12630 
1928,high,northeast maize,2008,MNEC03,1,16.9 ,23.0 ,11.3 ,3194.4 ,1399.1 ,615.1 ,1308.8 ,2968.8 ,late_maturity,Albic soils,loam,35.0 ,28.0 ,132.0 ,6.7 ,150 ,60 ,65 ,9285 ,10710 
1929,high,northeast maize,2007,MNEC03,1,23.3 ,28.5 ,19.2 ,3820.0 ,2180.0 ,587.1 ,887.4 ,2463.0 ,medium_maturity,Albic soils,clay,39.0 ,26.0 ,129.0 ,6.4 ,180 ,75 ,75 ,5100 ,8400 
1931,high,northeast maize,2008,MNEC03,1,17.7 ,24.0 ,12.0 ,3176.2 ,1443.4 ,579.7 ,1336.2 ,3031.3 ,medium_maturity,Albic soils,clay,32.0 ,34.3 ,240.0 ,4.8 ,161 ,60 ,75 ,5837 ,11393 
1932,high,northeast maize,2007,MNEC03,1,18.5 ,24.9 ,12.8 ,3187.2 ,1512.2 ,565.8 ,1361.4 ,3013.5 ,medium_maturity,Albic soils,clay,30.0 ,31.0 ,120.0 ,5.9 ,180 ,75 ,75 ,5667 ,10910 
1933,high,northeast maize,2008,MNEC03,1,18.1 ,24.2 ,12.4 ,3057.9 ,1410.6 ,567.2 ,1272.0 ,2903.1 ,medium_maturity,Albic soils,clay loam,30.0 ,32.9 ,395.0 ,5.3 ,161 ,60 ,75 ,7295 ,11520 
1934,high,northeast maize,2006,MNEC03,1,17.7 ,23.8 ,12.2 ,2942.6 ,1323.6 ,555.9 ,1227.1 ,2875.9 ,medium_maturity,Albic soils,sandy clay loam,29.7 ,26.7 ,116.0 ,5.4 ,150 ,75 ,75 ,5835 ,9750 
1935,high,northeast maize,2006,MNEC03,1,16.6 ,22.6 ,11.1 ,2985.9 ,1327.7 ,567.2 ,1316.9 ,3086.6 ,medium_maturity,Dark brown earths,clay loam,32.5 ,31.6 ,134.0 ,5.4 ,150 ,75 ,75 ,6030 ,9885 
1936,high,northeast maize,2008,MNEC03,1,17.8 ,23.6 ,12.4 ,2975.7 ,1346.8 ,569.5 ,1086.4 ,2666.3 ,medium_maturity,Dark brown earths,silty clay loam,29.7 ,29.4 ,164.0 ,5.3 ,150 ,90 ,78 ,6390 ,9825 
1937,high,northeast maize,2006,MNEC03,1,17.7 ,23.8 ,12.1 ,3001.6 ,1342.6 ,555.9 ,1255.8 ,2926.2 ,medium_maturity,Albic soils,sandy clay loam,29.7 ,26.7 ,153.0 ,5.7 ,150 ,75 ,75 ,5835 ,9735 
1938,high,northeast maize,2007,MNEC03,1,18.3 ,24.5 ,12.5 ,3163.4 ,1460.0 ,504.9 ,1322.6 ,3032.0 ,medium_maturity,Albic soils,silt loam,36.7 ,29.7 ,137.0 ,5.4 ,150 ,75 ,77 ,6345 ,9765 
1939,high,northeast maize,2008,MNEC03,1,17.8 ,23.6 ,12.5 ,2937.5 ,1328.6 ,569.5 ,1066.0 ,2624.6 ,medium_maturity,Albic soils,sandy loam,32.1 ,25.4 ,156.0 ,5.2 ,150 ,84 ,75 ,6390 ,8835 
1940,high,northeast maize,2008,MNEC03,1,17.8 ,23.6 ,12.5 ,2937.5 ,1328.6 ,569.5 ,1066.0 ,2624.6 ,medium_maturity,Albic soils,sandy loam,33.4 ,34.8 ,146.0 ,5.2 ,150 ,86 ,77 ,6555 ,8835 
1941,high,northeast maize,2007,MNEC03,1,18.4 ,24.5 ,12.6 ,3157.1 ,1460.0 ,504.9 ,1312.9 ,3017.2 ,medium_maturity,Albic soils,sandy clay loam,41.7 ,34.7 ,137.0 ,5.7 ,150 ,75 ,75 ,6435 ,8640 
1942,high,northeast maize,2007,MNEC03,1,18.2 ,24.4 ,12.4 ,3168.6 ,1460.0 ,504.9 ,1323.7 ,3037.2 ,medium_maturity,Albic soils,silty clay loam,29.4 ,26.7 ,129.0 ,5.4 ,150 ,75 ,75 ,6555 ,9735 
1943,high,northeast maize,2008,MNEC03,1,17.8 ,23.6 ,12.5 ,2937.5 ,1328.6 ,569.5 ,1066.0 ,2624.6 ,medium_maturity,Meadow soils,silty clay loam,34.5 ,29.4 ,145.0 ,5.4 ,150 ,87 ,78 ,6390 ,9735 
1944,high,northeast maize,2008,MNEC03,1,17.3 ,23.2 ,11.7 ,3129.9 ,1378.3 ,572.5 ,1185.3 ,2859.4 ,medium_maturity,Albic soils,sandy clay loam,31.4 ,32.4 ,154.0 ,5.2 ,150 ,77 ,75 ,6525 ,9780 
1945,high,northeast maize,2007,MNEC03,1,18.5 ,24.7 ,12.7 ,3143.1 ,1460.0 ,494.1 ,1302.0 ,2996.8 ,medium_maturity,Dark brown earths,loamy sand,42.9 ,26.4 ,97.0 ,6.2 ,150 ,75 ,75 ,5925 ,8265 
1946,high,northeast maize,2008,MNEC03,1,17.5 ,23.4 ,12.0 ,3068.2 ,1372.8 ,569.5 ,1161.0 ,2819.9 ,late_maturity,Albic soils,loamy sand,28.7 ,24.7 ,156.0 ,5.4 ,123 ,78 ,93 ,4515 ,7590 
1947,high,northeast maize,2007,MNEC03,1,18.5 ,24.7 ,12.7 ,3143.1 ,1460.0 ,494.1 ,1302.0 ,2996.8 ,medium_maturity,Albic soils,silty clay loam,35.7 ,26.7 ,112.0 ,5.4 ,150 ,75 ,75 ,6480 ,9030 
1948,high,northeast maize,2007,MNEC03,1,18.7 ,24.7 ,12.9 ,3079.8 ,1446.7 ,490.9 ,1266.4 ,2934.3 ,medium_maturity,Albic soils,loamy sand,34.6 ,26.7 ,143.0 ,6.1 ,150 ,75 ,75 ,6795 ,9780 
1949,high,northeast maize,2007,MNEC03,1,18.5 ,24.7 ,12.7 ,3143.1 ,1460.0 ,494.1 ,1302.0 ,2996.8 ,medium_maturity,Albic soils,sandy loam,32.4 ,24.4 ,123.0 ,5.7 ,150 ,75 ,75 ,6375 ,9060 
1950,high,northeast maize,2008,MNEC03,1,17.8 ,23.6 ,12.5 ,2937.5 ,1328.6 ,569.5 ,1066.0 ,2624.6 ,medium_maturity,Albic soils,sandy clay loam,36.9 ,38.9 ,167.0 ,5.2 ,150 ,86 ,77 ,5501 ,9266 
1951,high,northeast maize,2007,MNEC03,1,18.9 ,25.1 ,13.5 ,3054.6 ,1440.8 ,483.9 ,1185.4 ,2774.1 ,medium_maturity,Albic soils,clay loam,28.3 ,31.0 ,88.0 ,5.8 ,150 ,60 ,75 ,5484 ,11679 
1952,low,northeast maize,2007,MNEC03,1,18.9 ,25.1 ,13.5 ,3054.6 ,1440.8 ,483.9 ,1185.4 ,2774.1 ,medium_maturity,Albic soils,clay loam,25.6 ,22.0 ,85.0 ,6.1 ,150 ,60 ,75 ,4226 ,10401 
1953,low,northeast maize,2007,MNEC03,1,18.9 ,25.1 ,13.5 ,3054.6 ,1440.8 ,483.9 ,1185.4 ,2774.1 ,medium_maturity,Albic soils,clay loam,25.7 ,9.0 ,76.0 ,6.2 ,150 ,60 ,75 ,3714 ,10367 
1954,low,northeast maize,2007,MNEC03,1,18.9 ,25.1 ,13.5 ,3054.6 ,1440.8 ,483.9 ,1185.4 ,2774.1 ,medium_maturity,Albic soils,sandy loam,26.4 ,21.0 ,70.0 ,5.9 ,150 ,60 ,75 ,4857 ,11912 
1955,low,northeast maize,2008,MNEC03,1,17.8 ,24.1 ,12.6 ,2950.1 ,1323.0 ,652.7 ,1093.9 ,2638.0 ,medium_maturity,Alluvial?soils,sandy loam,21.9 ,9.6 ,80.0 ,6.1 ,150 ,60 ,65 ,8195 ,11190 
1956,low,northeast maize,2008,MNEC03,1,17.8 ,24.1 ,12.6 ,2950.1 ,1323.0 ,652.7 ,1093.9 ,2638.0 ,medium_maturity,Albic soils,sandy loam,22.7 ,17.3 ,86.0 ,5.7 ,150 ,60 ,65 ,7934 ,10550 
1957,high,northeast maize,2008,MNEC03,1,19.3 ,25.2 ,14.4 ,2415.7 ,1165.9 ,519.1 ,855.5 ,2079.0 ,medium_maturity,Albic soils,sandy clay,45.5 ,40.5 ,132.0 ,6.8 ,150 ,60 ,75 ,5700 ,8247 
1958,low,northeast maize,2007,MNEC03,1,19.0 ,25.2 ,13.8 ,2563.5 ,1216.7 ,565.6 ,973.5 ,2267.4 ,medium_maturity,Alluvial?soils,sandy clay,22.3 ,21.4 ,113.0 ,5.2 ,150 ,60 ,75 ,7989 ,13262 
1959,low,northeast maize,2008,MNEC03,1,18.8 ,24.7 ,13.9 ,2475.4 ,1168.4 ,519.4 ,916.8 ,2189.1 ,medium_maturity,Alluvial?soils,sandy clay,19.9 ,3.9 ,269.0 ,6.4 ,150 ,60 ,75 ,8300 ,11459 
1960,low,northeast maize,2007,MNEC03,1,19.8 ,25.7 ,14.7 ,2430.5 ,1200.8 ,522.3 ,885.5 ,2105.2 ,medium_maturity,Albic soils,clay loam,25.9 ,11.7 ,68.0 ,5.4 ,150 ,60 ,75 ,6015 ,10230 
1961,high,northeast maize,2008,MNEC03,1,18.7 ,24.7 ,13.7 ,2465.3 ,1158.9 ,512.8 ,917.5 ,2168.9 ,medium_maturity,Albic soils,clay loam,32.2 ,26.6 ,127.0 ,6.6 ,150 ,60 ,75 ,6159 ,10425 
1962,low,northeast maize,2007,MNEC03,1,19.6 ,25.5 ,14.6 ,2486.9 ,1217.2 ,563.3 ,899.2 ,2151.6 ,medium_maturity,Alluvial?soils,sandy loam,23.8 ,19.7 ,98.0 ,6.0 ,150 ,60 ,75 ,6554 ,11523 
1963,high,northeast maize,2007,MNEC03,1,19.7 ,25.6 ,14.6 ,2495.9 ,1226.2 ,560.2 ,908.3 ,2168.5 ,medium_maturity,Alluvial?soils,sandy loam,30.9 ,29.8 ,108.0 ,6.3 ,150 ,60 ,75 ,7050 ,8900 
1964,low,northeast maize,2008,MNEC03,1,19.1 ,24.9 ,14.3 ,2445.1 ,1167.8 ,532.4 ,874.4 ,2123.2 ,medium_maturity,Dark brown earths,clay loam,25.5 ,18.9 ,161.0 ,5.9 ,150 ,60 ,75 ,6191 ,10946 
1965,high,northeast maize,2007,MNEC03,1,18.7 ,24.7 ,13.8 ,2434.4 ,1148.0 ,505.1 ,905.2 ,2135.8 ,medium_maturity,Dark brown earths,clay loam,39.5 ,49.4 ,210.0 ,5.2 ,150 ,60 ,75 ,8651 ,9789 
1966,low,northeast maize,2008,MNEC03,1,19.2 ,25.1 ,14.4 ,2403.6 ,1155.8 ,521.5 ,853.7 ,2083.9 ,medium_maturity,Alluvial?soils,loamy sand,20.7 ,13.8 ,88.0 ,6.0 ,150 ,60 ,75 ,6105 ,11195 
1967,high,northeast maize,2008,MNEC03,1,18.7 ,24.6 ,13.9 ,2487.4 ,1168.4 ,537.1 ,907.8 ,2188.8 ,medium_maturity,Albic soils,clay loam,32.5 ,34.9 ,113.0 ,5.1 ,150 ,60 ,75 ,6324 ,10221 
