Soil quality,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
low,late rice,LRSC0858,2009,LRSC08,WS0826,28.02 ,32.55 ,24.67 ,2550.1,1640.1,172.4,536.6,1424.23,Paddy soil,loam,36.6 ,19.5 ,70 ,5.6 ,152 ,70 ,108 ,7775 
high,late rice,LRSC0859,2009,LRSC08,WS0826,27.21 ,31.87 ,23.81 ,2340.1,1480.1,171.9,480,1279.64,Paddy soil,loam,48.0 ,16.0 ,190 ,5.6 ,145 ,74 ,113 ,7758 
low,late rice,LRSC0861,2010,LRSC08,WS0826,26.97 ,31.52 ,23.53 ,2373.4,1493.4,326.4,515.9,1359.33,Paddy soil,silty clay loam,38.9 ,9.5 ,44 ,5.0 ,152 ,70 ,126 ,7655 
high,late rice,LRSC0862,2010,LRSC08,WS0826,27.01 ,31.57 ,23.55 ,2404,1514,346.6,525.2,1381.67,Paddy soil,loam,33.0 ,8.8 ,92 ,5.5 ,152 ,72 ,117 ,7776 
high,late rice,LRSC0863,2009,LRSC08,WS0847,26.56 ,31.43 ,22.99 ,2496.9,1556.9,213.3,513.1,1367.25,Paddy soil,silty clay loam,28.7 ,27.0 ,145 ,5.3 ,180 ,81 ,150 ,10665 
high,late rice,LRSC0864,2009,LRSC08,WS0847,26.37 ,31.35 ,22.65 ,2399.5,1489.5,130.6,516.8,1344.35,Paddy soil,silty clay loam,38.0 ,25.9 ,164 ,4.8 ,180 ,81 ,150 ,10710 
low,late rice,LRSC0865,2007,LRSC08,WS0848,26.34 ,31.03 ,22.96 ,2107.2,1307.2,257.4,398.2,1134.43,Paddy soil,loam,21.8 ,8.5 ,60 ,4.4 ,180 ,45 ,144 ,5400 
low,late rice,LRSC0866,2007,LRSC08,WS0848,26.98 ,31.71 ,23.57 ,2940.3,1850.3,283.8,610.9,1678,Paddy soil,loam,24.4 ,11.7 ,74 ,4.5 ,180 ,45 ,144 ,5520 
high,late rice,LRSC0869,2007,LRSC08,WS0848,26.62 ,31.37 ,23.25 ,2582.3,1612.3,280.2,505.8,1423.05,Paddy soil,silty clay loam,31.2 ,24.8 ,114 ,4.8 ,180 ,45 ,144 ,6270 
high,late rice,LRSC0817,2009,LRSC08,WS0848,25.60 ,30.91 ,22.06 ,2406.5,1466.5,391.6,473.8,1301.17,Paddy soil,silty clay loam,18.7 ,24.8 ,128 ,5.0 ,188 ,54 ,128 ,7715 
high,late rice,LRSC0871,2007,LRSC08,WS0848,25.60 ,30.53 ,22.08 ,2483.2,1513.2,259.2,507.4,1392.98,Paddy soil,loam,38.5 ,41.9 ,171 ,5.2 ,180 ,45 ,144 ,6195 
high,late rice,LRSC0874,2006,LRSC08,WS0828,28.24 ,32.86 ,24.84 ,3162.9,2042.9,368.7,819.5,2051.77,Paddy soil,loam,17.5 ,6.9 ,88 ,4.6 ,150 ,75 ,135 ,8160 
low,late rice,LRSC0875,2006,LRSC08,WS0828,28.12 ,32.72 ,24.74 ,2953.1,1903.1,335.6,754.9,1894.74,Paddy soil,silty clay loam,24.5 ,31.5 ,37 ,5.2 ,165 ,75 ,135 ,9000 
low,late rice,LRSC0878,2006,LRSC08,WS0828,26.55 ,31.17 ,23.22 ,2549,1589,280.9,636,1582.34,Paddy soil,silty clay loam,15.6 ,52.0 ,45 ,5.5 ,165 ,60 ,135 ,5700 
high,late rice,LRSC0879,2006,LRSC08,WS0828,26.62 ,31.23 ,23.29 ,2582.1,1612.1,280.9,641,1597.7,Paddy soil,loam,49.1 ,25.9 ,91 ,4.8 ,150 ,75 ,150 ,7470 
high,late rice,LRSC0880,2007,LRSC08,WS0828,25.65 ,30.17 ,22.50 ,2462.5,1502.5,264,593.8,1483.97,Paddy soil,loam,16.9 ,16.8 ,132 ,5.1 ,195 ,98 ,195 ,7005 
low,late rice,LRSC0881,2007,LRSC08,WS0831,25.36 ,30.07 ,21.93 ,2510.7,1520.7,263.8,556.7,1454.73,Paddy soil,loam,23.9 ,14.3 ,75 ,5.2 ,150 ,60 ,165 ,8040 
low,late rice,LRSC0882,2008,LRSC08,WS0831,26.70 ,31.31 ,23.32 ,2589.6,1619.6,163.7,574,1479.37,Paddy soil,clay loam,36.0 ,68.0 ,72 ,5.6 ,150 ,60 ,165 ,6600 
low,late rice,LRSC0885,2008,LRSC08,WS0831,26.54 ,31.14 ,23.18 ,2494.6,1554.6,155,545.4,1411.22,Paddy soil,silty clay loam,26.6 ,80.0 ,78 ,5.2 ,150 ,60 ,165 ,6300 
low,late rice,LRSC0886,2009,LRSC08,WS0831,26.27 ,31.02 ,22.81 ,2653.3,1643.3,217.1,577.2,1501.09,Paddy soil,silty clay loam,32.0 ,14.1 ,48 ,4.6 ,165 ,75 ,150 ,7140 
low,late rice,LRSC0889,2007,LRSC08,WS0831,25.53 ,30.31 ,22.07 ,2527.9,1537.9,268.7,564.5,1470.03,Paddy soil,clay,35.0 ,40.0 ,67 ,5.0 ,150 ,60 ,165 ,7230 
low,late rice,LRSC0890,2007,LRSC08,WS0804,25.72 ,30.56 ,22.32 ,2392,1462,238,423.129,1218,Paddy soil,loam,37.1 ,23.2 ,74 ,5.1 ,174 ,60 ,153 ,6500 
low,late rice,LRSC0895,2007,LRSC08,WS0807,26.50 ,30.91 ,23.46 ,2305.5,1435.5,210.1,600.1,1483.9,Paddy soil,silty clay loam,18.3 ,2.3 ,65 ,6.4 ,170 ,60 ,137 ,6240 
high,late rice,LRSC0896,2007,LRSC08,WS0807,26.50 ,30.91 ,23.46 ,2305.5,1435.5,210.1,600.1,1483.9,Paddy soil,silty clay loam,12.8 ,6.4 ,87 ,6.2 ,170 ,60 ,137 ,6930 
low,late rice,LRSC0899,2007,LRSC08,WS0809,25.75 ,30.01 ,22.51 ,2394.7,1464.7,304,606.1,1503.64,Paddy soil,clay loam,18.8 ,16.9 ,64 ,5.3 ,173 ,54 ,135 ,7350 
high,late rice,LRSC0904,2007,LRSC08,WS0809,26.12 ,30.27 ,22.96 ,2220.1,1370.1,290,550.4,1376.28,Paddy soil,clay loam,19.5 ,18.7 ,94 ,5.1 ,173 ,54 ,135 ,7215 
high,late rice,LRSC0818,2009,LRSC08,WS0808,24.62 ,28.79 ,21.78 ,2290.1,1360.1,239,495.9,1299.49,Paddy soil,sandy clay,43.9 ,9.6 ,223 ,6.7 ,152 ,45 ,99 ,7055 
high,late rice,LRSC0906,2008,LRSC08,WS0810,24.82 ,29.52 ,21.49 ,2556.1,1526.1,471.5,552.8,1426.12,Paddy soil,clay,35.1 ,18.6 ,95 ,4.8 ,184 ,78 ,150 ,6753 
high,late rice,LRSC0907,2008,LRSC08,WS0810,25.83 ,30.79 ,22.29 ,2402.1,1472.1,362.9,558.5,1403.01,Paddy soil,silty clay loam,44.1 ,54.7 ,147 ,4.9 ,169 ,74 ,110 ,8271 
high,late rice,LRSC0909,2009,LRSC08,WS0810,25.69 ,31.12 ,21.92 ,2594.5,1584.5,212,652,1576.95,Paddy soil,silty clay loam,55.4 ,10.3 ,127 ,4.8 ,176 ,79 ,108 ,10733 
low,late rice,LRSC0912,2006,LRSC08,WS0833,26.41 ,31.88 ,22.28 ,2588,1608,129.3,628.1,1575.24,Paddy soil,sandy loam,14.0 ,40.7 ,56 ,5.6 ,144 ,138 ,126 ,6495 
low,late rice,LRSC0913,2007,LRSC08,WS0833,28.61 ,33.54 ,24.93 ,2689,1749,385.4,633.1,1662.83,Paddy soil,sandy loam,14.0 ,65.2 ,64 ,5.8 ,168 ,86 ,144 ,6465 
high,late rice,LRSC0920,2006,LRSC08,WS0810,26.20 ,31.49 ,22.36 ,2515.6,1555.6,275.7,608.6,1526.71,Paddy soil,silty clay loam,46.1 ,16.3 ,95 ,4.6 ,150 ,45 ,150 ,9057 
high,late rice,LRSC0922,2008,LRSC08,WS0810,26.52 ,31.59 ,22.87 ,2546,1586,398.2,610.6,1522.98,Paddy soil,loam,50.0 ,15.5 ,114 ,4.5 ,150 ,45 ,150 ,5495 
low,late rice,LRSC0923,2006,LRSC08,WS0810,26.40 ,31.65 ,22.57 ,2507.7,1557.7,275.7,603.7,1521.43,Paddy soil,silty clay loam,30.4 ,16.6 ,77 ,4.6 ,150 ,45 ,150 ,4829 
low,late rice,LRSC0924,2009,LRSC08,WS0841,26.62 ,32.39 ,22.65 ,2528.5,1578.5,299.2,572.3,1486.31,Paddy soil,sandy loam,30.5 ,26.3 ,34 ,4.9 ,258 ,126 ,240 ,6300 
high,late rice,LRSC0926,2010,LRSC08,WS0841,24.77 ,30.42 ,20.83 ,2229.6,1329.6,226.5,572.3,1402.88,Paddy soil,sandy loam,15.6 ,45.8 ,116 ,5.8 ,149 ,65 ,90 ,7905 
high,late rice,LRSC0819,2009,LRSC08,WS0834,27.92 ,33.53 ,23.95 ,2401,1541,290,543.985,1401.73,Paddy soil,sandy loam,32.1 ,24.3 ,128 ,5.0 ,147 ,66 ,120 ,7425 
low,late rice,LRSC0820,2009,LRSC08,WS0837,27.06 ,32.10 ,23.36 ,2652.3,1672.3,242.3,530.3,1419.55,Paddy soil,loam,21.4 ,15.7 ,43 ,5.7 ,150 ,60 ,99 ,6675 
low,late rice,LRSC0935,2009,LRSC08,WS0836,26.31 ,31.73 ,22.53 ,2657.5,1647.5,202.1,577.8,1499.21,Paddy soil,sandy loam,19.7 ,7.1 ,55 ,7.2 ,243 ,120 ,198 ,5850 
low,late rice,LRSC0936,2009,LRSC08,WS0836,26.44 ,31.85 ,22.67 ,2591.3,1611.3,202,567.5,1471.9,Paddy soil,sandy loam,34.3 ,2.1 ,52 ,6.6 ,242 ,140 ,197 ,6810 
high,late rice,LRSC0938,2008,LRSC08,WS0839,26.52 ,31.42 ,23.15 ,2916.7,1816.7,456.4,540.5,1484.33,Paddy soil,loamy sand,30.2 ,11.6 ,114 ,4.8 ,128 ,84 ,95 ,7325 
low,late rice,LRSC0941,2008,LRSC08,WS0839,27.63 ,32.78 ,24.05 ,2514,1604,332.9,491.1,1318.69,Paddy soil,sandy loam,35.6 ,17.8 ,43 ,5.0 ,146 ,98 ,117 ,7178 
low,late rice,LRSC0942,2009,LRSC08,WS0839,27.54 ,32.59 ,24.08 ,2533.3,1613.3,265,501.009,1348.84,Paddy soil,sandy loam,35.6 ,17.8 ,43 ,5.0 ,146 ,98 ,117 ,7403 
high,late rice,LRSC0821,2009,LRSC08,WS0838,26.81 ,31.95 ,23.21 ,2600.8,1630.8,273.9,537.38,1414.76,Paddy soil,loam,33.1 ,34.1 ,82 ,5.2 ,140 ,57 ,120 ,7571 
high,late rice,LRSC0823,2009,LRSC08,WS0827,26.53 ,30.97 ,23.29 ,2652.6,1652.6,210.5,603.7,1523.28,Paddy soil,sandy loam,35.5 ,14.8 ,103 ,4.7 ,149 ,63 ,99 ,7620 
low,late rice,LRSC0945,2010,LRSC08,WS0827,23.29 ,27.48 ,20.15 ,2794.9,1594.9,288.4,728.3,1741.94,Paddy soil,sandy loam,14.8 ,10.8 ,64 ,4.7 ,165 ,83 ,108 ,6036 
low,late rice,LRSC0948,2008,LRSC08,WS0829,26.10 ,31.27 ,22.39 ,2609.8,1609.8,346.8,646.4,1590.44,Paddy soil,clay loam,36.5 ,22.1 ,56 ,5.3 ,141 ,51 ,101 ,8400 
high,late rice,LRSC0949,2009,LRSC08,WS0829,24.09 ,29.93 ,20.00 ,2432.9,1427.8,242.1,645.2,1520.87,Paddy soil,clay loam,16.5 ,11.1 ,81 ,4.7 ,119 ,42 ,85 ,8865 
low,late rice,LRSC0954,2009,LRSC08,WS0829,25.95 ,31.44 ,22.09 ,2465.7,1515.7,257.7,606.5,1500.03,Paddy soil,sandy loam,38.2 ,9.0 ,57 ,6.3 ,119 ,42 ,85 ,7080 
low,late rice,LRSC0955,2006,LRSC08,WS0556,25.98 ,31.67 ,22.07 ,2416.3,1486.3,302.2,548,1456.17,Paddy soil,loam,42.0 ,7.4 ,58 ,5.4 ,104 ,45 ,113 ,7650 
high,late rice,LRSC0956,2006,LRSC08,WS0556,25.98 ,31.67 ,22.07 ,2416.3,1486.3,302.2,548,1456.17,Paddy soil,silty clay loam,15.0 ,21.9 ,124 ,4.9 ,144 ,72 ,135 ,6410 
high,late rice,LRSC0957,2006,LRSC08,WS0556,25.82 ,31.51 ,21.90 ,2452.6,1502.6,366,552.6,1467.76,Paddy soil,loam,35.0 ,17.7 ,125 ,5.0 ,138 ,63 ,90 ,6446 
high,late rice,LRSC0958,2006,LRSC08,WS0556,26.01 ,31.69 ,22.08 ,2341.2,1441.2,295,536.7,1422.8,Paddy soil,silty clay loam,38.0 ,14.5 ,105 ,5.8 ,87 ,48 ,113 ,7530 
low,late rice,LRSC0960,2010,LRSC08,WS0555,25.10 ,30.36 ,21.64 ,2133.8,1283.8,455.4,450.9,1218.91,Paddy soil,sandy loam,38.8 ,16.3 ,73 ,4.9 ,143 ,58 ,95 ,6675 
low,late rice,LRSC0961,2009,LRSC08,WS0555,26.87 ,32.05 ,23.31 ,2364.8,1484.8,270.6,442.7,1251.71,Paddy soil,loam,32.2 ,13.5 ,53 ,5.0 ,142 ,57 ,95 ,6375 
low,late rice,LRSC0964,2010,LRSC08,WS0555,24.55 ,29.68 ,21.14 ,2233.6,1323.6,455.9,462.8,1262.79,Paddy soil,sandy loam,40.5 ,10.8 ,70 ,4.8 ,143 ,58 ,95 ,6975 
low,late rice,LRSC0965,2010,LRSC08,WS0557,24.41 ,29.19 ,21.01 ,2465,1455,432.2,509.3,1373.77,Paddy soil,loamy sand,15.0 ,13.6 ,48 ,5.1 ,165 ,72 ,153 ,6462 
low,late rice,LRSC0971,2008,LRSC08,WS0557,26.71 ,31.59 ,23.35 ,2296.9,1436.9,188.6,462.1,1239.27,Paddy soil,clay,46.0 ,18.5 ,62 ,5.7 ,165 ,68 ,158 ,7680 
low,late rice,LRSC0973,2008,LRSC08,WS0557,26.71 ,31.59 ,23.35 ,2296.9,1436.9,188.6,462.1,1239.27,Paddy soil,clay,29.0 ,18.7 ,68 ,5.3 ,174 ,72 ,158 ,7733 
low,late rice,LRSC0975,2009,LRSC08,WS0557,26.65 ,31.80 ,23.08 ,2265.2,1415.2,164.3,414.2,1163.07,Paddy soil,clay,28.0 ,18.2 ,71 ,5.6 ,162 ,60 ,147 ,7781 
high,late rice,LRSC0976,2009,LRSC08,WS0592,25.61 ,30.84 ,21.88 ,2253.3,1373.3,70.4,493.502,1269.21,Paddy soil,silty clay loam,70.6 ,13.7 ,96 ,7.1 ,138 ,54 ,135 ,6900 
high,late rice,LRSC0980,2009,LRSC08,WS0591,27.94 ,33.08 ,24.07 ,2710.4,1740.4,434.9,636.3,1643.37,Paddy soil,loam,49.7 ,8.8 ,115 ,6.9 ,180 ,72 ,144 ,8703 
high,late rice,LRSC0983,2006,LRSC08,WS0593,26.34 ,30.45 ,22.99 ,2265.3,1405.3,355.1,556.4,1410.91,Paddy soil,silty clay loam,36.2 ,9.2 ,100 ,4.7 ,159 ,54 ,144 ,7140 
high,late rice,LRSC0988,2010,LRSC08,WS0593,26.15 ,30.05 ,23.09 ,2772.2,1712.2,387.3,571.1,1549.82,Paddy soil,loam,52.5 ,6.0 ,120 ,4.4 ,138 ,63 ,135 ,7629 
high,late rice,LRSC0989,2010,LRSC08,WS0593,26.79 ,30.66 ,23.74 ,2732.4,1712.4,387.3,548.6,1506.59,Paddy soil,sandy loam,52.4 ,37.2 ,85 ,4.3 ,138 ,36 ,135 ,8004 
low,late rice,LRSC0990,2006,LRSC08,WS0593,26.71 ,30.79 ,23.41 ,2617.3,1637.3,382.3,640.1,1628.61,Paddy soil,silty clay loam,42.6 ,9.7 ,60 ,5.6 ,159 ,54 ,144 ,6570 
low,late rice,LRSC0992,2007,LRSC08,WS0593,27.34 ,31.71 ,24.16 ,2597.7,1647.7,288,551.1,1475.64,Paddy soil,sandy loam,40.5 ,10.8 ,72 ,5.3 ,131 ,57 ,99 ,6225 
low,late rice,LRSC0994,2007,LRSC08,WS0662,26.62 ,31.60 ,22.98 ,2901.9,1811.9,285.3,673.2,1733.45,Paddy soil,sandy loam,35.9 ,29.7 ,41 ,4.4 ,150 ,90 ,120 ,5714 
low,late rice,LRSC0996,2007,LRSC08,WS0662,28.22 ,32.99 ,24.70 ,3019.9,1949.9,302.8,697.5,1826.94,Paddy soil,sandy loam,43.1 ,18.3 ,39 ,4.6 ,150 ,90 ,120 ,4572 
high,late rice,LRSC0997,2007,LRSC08,WS0662,27.20 ,32.13 ,23.55 ,2937.1,1857.1,285.3,691,1778.57,Paddy soil,sandy loam,42.2 ,36.1 ,82 ,5.0 ,150 ,90 ,120 ,6383 
low,late rice,LRSC0998,2007,LRSC08,WS0661,25.74 ,31.31 ,22.20 ,2188.1,1338.1,259.2,432.6,1201.74,Paddy soil,clay loam,19.5 ,5.6 ,25 ,5.2 ,173 ,60 ,113 ,6375 
low,late rice,LRSC1001,2007,LRSC08,WS0661,25.23 ,30.87 ,21.63 ,2170.2,1310.2,248.3,437,1194.04,Paddy soil,clay loam,25.0 ,17.0 ,28 ,5.0 ,173 ,60 ,113 ,6270 
low,late rice,LRSC1004,2007,LRSC08,WS0661,25.61 ,31.20 ,22.06 ,2177.1,1327.1,259.2,431.2,1195.16,Paddy soil,loam,23.5 ,9.0 ,25 ,5.5 ,173 ,60 ,113 ,6795 
low,late rice,LRSC1007,2007,LRSC08,WS0661,25.31 ,30.97 ,21.68 ,2201.7,1331.7,248.3,447.2,1217.83,Paddy soil,silty clay loam,34.3 ,15.7 ,60 ,5.0 ,173 ,60 ,113 ,7560 
low,late rice,LRSC1011,2010,LRSC08,WS0664,26.03 ,31.01 ,22.57 ,2550.6,1570.6,139.2,511.4,1408.85,Paddy soil,silty clay loam,17.6 ,20.8 ,66 ,5.2 ,141 ,83 ,102 ,7170 
low,late rice,LRSC1022,2008,LRSC08,WS0895,26.23 ,31.87 ,22.53 ,2412.7,1492.7,311.9,514.656,1381.48,Paddy soil,sandy loam,42.2 ,10.9 ,35 ,5.5 ,150 ,48 ,108 ,6837 
high,late rice,LRSC1025,2008,LRSC08,WS0895,26.16 ,31.75 ,22.45 ,2118.7,1308.7,234.8,455.956,1211.08,Paddy soil,sandy loam,39.2 ,22.7 ,85 ,4.9 ,150 ,48 ,108 ,7170 
high,late rice,LRSC1032,2008,LRSC08,WS0896,26.11 ,31.46 ,22.63 ,2480.9,1530.9,322.8,508.8,1406.11,Paddy soil,loamy sand,57.0 ,19.4 ,115 ,4.9 ,158 ,90 ,135 ,6800 
low,late rice,LRSC1033,2008,LRSC08,WS0896,26.03 ,31.34 ,22.58 ,2525,1555,322.8,508.8,1416.27,Paddy soil,loamy sand,35.6 ,28.5 ,77 ,5.0 ,158 ,90 ,135 ,6248 
high,late rice,LRSC1035,2008,LRSC08,WS0896,25.95 ,31.28 ,22.47 ,2543.5,1563.5,322.4,518.5,1431.01,Paddy soil,loamy sand,37.6 ,17.2 ,90 ,4.7 ,158 ,90 ,135 ,6818 
low,late rice,LRSC1038,2010,LRSC08,WS0896,25.93 ,31.09 ,22.72 ,2618.9,1608.9,408.8,536.6,1496.8,Paddy soil,loamy sand,49.5 ,17.9 ,39 ,4.6 ,158 ,90 ,135 ,6774 
low,late rice,LRSC1042,2008,LRSC08,WS0872,28.29 ,33.35 ,24.56 ,2574.3,1664.3,360.4,618.1,1557.46,Paddy soil,sandy loam,29.1 ,7.5 ,78 ,4.7 ,135 ,60 ,135 ,7560 
low,late rice,LRSC1044,2008,LRSC08,WS0872,28.25 ,33.28 ,24.51 ,2570.7,1660.7,350.5,615.1,1549.91,Paddy soil,loam,22.6 ,12.7 ,75 ,5.0 ,135 ,60 ,135 ,6870 
high,late rice,LRSC1046,2006,LRSC08,WS0872,27.14 ,32.33 ,23.30 ,2388.2,1508.2,256.6,574.1,1472.83,Paddy soil,silty clay loam,26.5 ,16.6 ,90 ,4.6 ,135 ,60 ,135 ,6495 
high,late rice,LRSC1047,2006,LRSC08,WS0872,27.25 ,32.45 ,23.41 ,2371,1501,256.2,578.6,1481.4,Paddy soil,loam,26.5 ,16.6 ,90 ,4.6 ,135 ,60 ,135 ,6495 
low,late rice,LRSC1048,2006,LRSC08,WS0872,27.25 ,32.45 ,23.41 ,2371,1501,256.2,578.6,1481.4,Paddy soil,silty clay loam,26.2 ,12.7 ,62 ,4.6 ,135 ,60 ,135 ,7080 
low,late rice,LRSC1049,2008,LRSC08,WS0872,28.49 ,33.54 ,24.77 ,2478.8,1608.8,360.4,590.8,1497.81,Paddy soil,loam,26.8 ,20.2 ,66 ,4.9 ,137 ,90 ,203 ,6405 
low,late rice,LRSC1051,2006,LRSC08,WS0858,26.27 ,31.95 ,22.35 ,2364.3,1464.3,257.9,619.7,1542.05,Paddy soil,sandy loam,11.9 ,16.3 ,64 ,5.7 ,135 ,60 ,135 ,6353 
low,late rice,LRSC1052,2008,LRSC08,WS0858,26.62 ,31.98 ,22.80 ,2449.2,1529.2,347.4,616.4,1528.85,Paddy soil,sandy loam,11.2 ,15.9 ,76 ,5.7 ,150 ,48 ,108 ,7001 
low,late rice,LRSC1053,2006,LRSC08,WS0858,26.58 ,32.16 ,22.67 ,2578.3,1608.3,402.3,655,1657.08,Paddy soil,loam,10.9 ,9.1 ,59 ,5.7 ,165 ,75 ,165 ,6645 
high,late rice,LRSC1054,2007,LRSC08,WS0858,26.35 ,31.45 ,22.74 ,2450.8,1520.8,485.6,540.8,1436.46,Paddy soil,sandy loam,35.7 ,8.8 ,184 ,5.7 ,135 ,60 ,135 ,7571 
low,late rice,LRSC1059,2006,LRSC08,WS0871,25.90 ,31.85 ,21.77 ,2538.3,1558.3,327.3,587.6,1540.48,Paddy soil,silty clay loam,9.8 ,7.4 ,43 ,5.4 ,132 ,38 ,89 ,5720 
low,late rice,LRSC1060,2006,LRSC08,WS0871,25.90 ,31.85 ,21.77 ,2538.3,1558.3,327.3,587.6,1540.48,Paddy soil,silty clay loam,33.8 ,16.1 ,67 ,4.7 ,165 ,48 ,111 ,6155 
low,late rice,LRSC1061,2006,LRSC08,WS0871,26.04 ,31.98 ,21.88 ,2551.5,1571.5,327.3,595.1,1560.24,Paddy soil,silty clay loam,20.1 ,9.0 ,40 ,5.8 ,165 ,48 ,111 ,6267 
low,late rice,LRSC1062,2006,LRSC08,WS0871,26.01 ,31.94 ,21.87 ,2574.8,1584.8,327.3,598.2,1569.49,Paddy soil,clay loam,19.0 ,22.1 ,53 ,6.3 ,149 ,39 ,99 ,6099 
low,late rice,LRSC1063,2007,LRSC08,WS0871,25.86 ,31.43 ,21.97 ,2560,1570,374.5,554.6,1481.22,Paddy soil,silty clay loam,40.2 ,24.7 ,76 ,4.8 ,165 ,48 ,111 ,6312 
low,late rice,LRSC1064,2007,LRSC08,WS0871,25.80 ,31.40 ,21.89 ,2580.2,1580.2,374.5,564,1498.85,Paddy soil,silty clay loam,20.9 ,12.5 ,28 ,4.8 ,165 ,48 ,111 ,6579 
low,late rice,LRSC1065,2006,LRSC08,WS0871,26.01 ,31.94 ,21.87 ,2574.8,1584.8,327.3,598.2,1569.49,Paddy soil,silty clay loam,28.2 ,3.2 ,60 ,5.2 ,158 ,59 ,126 ,7698 
low,late rice,LRSC1067,2007,LRSC08,WS0595,26.67 ,31.87 ,23.05 ,2400.1,1500.1,374.2,504.3,1362.86,Paddy soil,silty clay loam,15.2 ,32.7 ,45 ,4.6 ,180 ,45 ,144 ,6668 
low,late rice,LRSC1068,2007,LRSC08,WS0595,26.51 ,31.73 ,22.87 ,2438.8,1518.8,374.2,519.8,1394.25,Paddy soil,silty clay loam,43.3 ,19.4 ,75 ,5.1 ,180 ,45 ,144 ,5706 
low,late rice,LRSC1069,2009,LRSC08,WS0595,27.88 ,33.05 ,24.21 ,2146.9,1376.9,214.6,493.4,1268.7,Paddy soil,sandy loam,30.6 ,8.5 ,58 ,5.4 ,149 ,54 ,114 ,5174 
low,late rice,LRSC1070,2007,LRSC08,WS0595,26.51 ,31.73 ,22.87 ,2438.8,1518.8,374.2,519.8,1394.25,Paddy soil,loam,39.0 ,17.6 ,55 ,5.0 ,180 ,45 ,144 ,7785 
low,late rice,LRSC1072,2007,LRSC08,WS0595,26.51 ,31.73 ,22.87 ,2438.8,1518.8,374.2,519.8,1394.25,Paddy soil,loam,15.2 ,32.7 ,45 ,4.6 ,180 ,45 ,144 ,6477 
low,late rice,LRSC1073,2007,LRSC08,WS0595,26.51 ,31.73 ,22.87 ,2438.8,1518.8,374.2,519.8,1394.25,Paddy soil,loam,16.5 ,29.0 ,42 ,4.9 ,180 ,45 ,144 ,6623 
low,late rice,LRSC1074,2007,LRSC08,WS0595,26.51 ,31.73 ,22.87 ,2438.8,1518.8,374.2,519.8,1394.25,Paddy soil,loam,48.7 ,14.2 ,50 ,4.9 ,180 ,45 ,144 ,6525 
low,late rice,LRSC1075,2008,LRSC08,WS0595,26.48 ,31.34 ,23.01 ,2436,1516,334.1,507.6,1339.01,Paddy soil,sandy loam,33.6 ,12.6 ,49 ,4.7 ,141 ,81 ,109 ,6284 
low,late rice,LRSC1077,2008,LRSC08,WS0595,26.69 ,31.60 ,23.16 ,2562.3,1602.3,334.4,550,1436.84,Paddy soil,sandy loam,30.2 ,5.9 ,75 ,4.8 ,152 ,45 ,126 ,6105 
low,late rice,LRSC1084,2009,LRSC08,WS0595,27.79 ,32.90 ,24.15 ,2334.4,1494.4,214.6,537.5,1379.69,Paddy soil,sandy loam,20.0 ,9.6 ,32 ,5.0 ,165 ,54 ,162 ,7620 
low,late rice,LRSC1086,2007,LRSC08,WS0594,25.61 ,30.91 ,22.02 ,2432.6,1482.6,296.4,504.7,1384.58,Paddy soil,loam,40.5 ,5.0 ,60 ,5.3 ,152 ,54 ,135 ,4800 
low,late rice,LRSC1090,2009,LRSC08,WS0594,26.57 ,32.33 ,22.64 ,2816.8,1756.8,157.1,610.4,1620.38,Paddy soil,clay,42.2 ,31.1 ,48 ,5.1 ,152 ,54 ,135 ,6060 
low,late rice,LRSC1091,2010,LRSC08,WS0594,25.00 ,29.94 ,21.69 ,2199.9,1319.9,296.5,443.1,1228.78,Paddy soil,clay,16.2 ,66.1 ,62 ,5.3 ,152 ,54 ,83 ,6090 
low,late rice,LRSC1093,2008,LRSC08,WS0594,26.48 ,32.09 ,22.74 ,2462.8,1532.8,383.1,522.9,1405.65,Paddy soil,sandy loam,34.8 ,32.7 ,57 ,5.7 ,138 ,54 ,108 ,7215 
high,late rice,LRSC1097,2010,LRSC08,WS0632,24.33 ,30.11 ,20.53 ,2335.7,1375.7,289.5,511.8,1377.65,Paddy soil,silty clay loam,24.3 ,10.6 ,140 ,5.8 ,149 ,64 ,105 ,7080 
low,late rice,LRSC1098,2008,LRSC08,WS0632,26.00 ,31.59 ,22.01 ,1950.3,1200.3,167.7,440.8,1154.88,Paddy soil,silty clay loam,26.2 ,11.3 ,55 ,5.3 ,173 ,60 ,162 ,6797 
low,late rice,LRSC0827,2009,LRSC08,WS0635,27.25 ,32.48 ,23.49 ,2561.3,1621.3,216,578.3,1486.12,Paddy soil,loam,26.2 ,13.0 ,57 ,4.8 ,138 ,54 ,135 ,7236 
low,late rice,LRSC1101,2008,LRSC08,WS0633,26.13 ,31.05 ,22.60 ,2220.8,1370.8,162.5,511.8,1309.99,Paddy soil,sandy loam,29.2 ,17.3 ,51 ,4.8 ,180 ,45 ,144 ,7436 
high,late rice,LRSC0829,2009,LRSC08,WS0633,26.62 ,32.24 ,22.88 ,2156.3,1346.3,84.6,468.4,1245.15,Paddy soil,sandy loam,36.2 ,10.3 ,103 ,5.3 ,180 ,45 ,144 ,7730 
