Sort,Crop,NO,Year,Province,Cultivar,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
511,M-NCP,MNCP0511,2007,MNCP01,medium_maturity,24.8,29.9,20.6,2774.2,1654.2,286.2,721.7,1811.1,Fluvo-aquic soils,loam,13.7,13.8,126,8.1,180,60,120,8505
512,M-NCP,MNCP0512,2007,MNCP01,medium_maturity,24.7,29.8,20.6,2791,1661,303.5,721.7,1815.7,Fluvo-aquic soils,loam,10.6,12.9,135,8.2,135,60,90,6884
513,M-NCP,MNCP0513,2007,MNCP01,medium_maturity,24.7,29.8,20.6,2791,1661,303.5,721.7,1815.7,Fluvo-aquic soils,loam,12.3,13,109,8.1,180,60,120,6753
514,M-NCP,MNCP0514,2007,MNCP01,medium_maturity,24.7,29.8,20.6,2791,1661,303.5,721.7,1815.7,Fluvo-aquic soils,loam,12.6,13.8,123,8,135,60,90,6533
515,M-NCP,MNCP0515,2007,MNCP01,medium_maturity,24.7,29.8,20.6,2791,1661,303.5,721.7,1815.7,Fluvo-aquic soils,loam,10.5,18.9,121,8.1,180,60,120,6894
516,M-NCP,MNCP0516,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loam,15.1,21,124,7.9,225,150,150,8336
517,M-NCP,MNCP0517,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loam,13.9,16.9,110,7.8,180,150,120,6573
518,M-NCP,MNCP0518,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loam,13.3,12.1,99,8,225,150,150,8682
519,M-NCP,MNCP0519,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loamy sand,15.7,24.8,130,7.9,225,150,150,8835
520,M-NCP,MNCP0520,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loam,15.4,23.2,127,8.1,180,150,120,8003
521,M-NCP,MNCP0521,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loam,13.5,13.2,101,7.6,180,150,120,8183
522,M-NCP,MNCP0522,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loam,16.9,32,141,8,180,150,120,8298
523,M-NCP,MNCP0523,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loam,14.7,20,120,8.1,180,150,120,6729
524,M-NCP,MNCP0524,2008,MNCP01,medium_maturity,24.1,29,20.3,2727.7,1597.7,594.4,708.4,1786,Fluvo-aquic soils,loam,16.3,27.6,135,8.1,180,150,120,6884
525,M-NCP,MNCP0525,2009,MNCP01,medium_maturity,25.4,30.5,20.8,2688.3,1628.3,363.7,870.5,2035.4,Fluvo-aquic soils,loam,11.9,8,83,8,180,60,120,9324
526,M-NCP,MNCP0526,2009,MNCP01,late_maturity,24.2,29.4,19.7,3024.2,1774.2,364,976.2,2234.8,Fluvo-aquic soils,loam,14.1,25,85,8,225,60,150,9249
527,M-NCP,MNCP0527,2009,MNCP01,medium_maturity,24,29.2,19.5,2927.2,1707.2,330.7,953.4,2155,Fluvo-aquic soils,loam,13.7,15.5,71,8.1,180,60,120,8148
528,M-NCP,MNCP0528,2009,MNCP01,medium_maturity,25,30.1,20.5,2895.6,1735.6,363,932.4,2157.8,Fluvo-aquic soils,loam,14,79.5,110,8.2,225,60,150,9294
529,M-NCP,MNCP0529,2009,MNCP01,medium_maturity,25.3,30.3,20.9,2553.8,1543.8,362.2,805,1890.6,Fluvo-aquic soils,loam,13.7,35.5,115,8.1,225,60,150,9084
530,M-NCP,MNCP0530,2009,MNCP01,medium_maturity,25.2,30.3,20.9,2548.8,1538.8,329.7,809.2,1888.4,Fluvo-aquic soils,loam,11.8,17.5,120,7.9,180,60,120,7260
531,M-NCP,MNCP0531,2009,MNCP01,medium_maturity,25.1,30.1,20.7,2558.8,1538.8,316.5,814.9,1889.9,Fluvo-aquic soils,loam,13.1,25,230,8,180,60,120,8882
532,M-NCP,MNCP0532,2009,MNCP01,medium_maturity,24.8,30,20.4,2827.8,1687.8,363,901.6,2082,Fluvo-aquic soils,loam,16.5,26,85,8.1,225,60,150,9866
533,M-NCP,MNCP0533,2010,MNCP01,late_maturity,25.1,29.9,20.9,2706.3,1626.3,283.5,825.3,1901.4,Fluvo-aquic soils,loam,17.5,25,105,8,225,60,150,8213
534,M-NCP,MNCP0534,2010,MNCP01,medium_maturity,25.4,30.1,21.4,2517,1527,279.2,745.9,1743.6,Fluvo-aquic soils,loam,15.1,12.5,210,8,180,60,120,7701
535,M-NCP,MNCP0535,2006,MNCP01,medium_maturity,24.1,29.3,19.9,2480.5,1450.5,329.2,598.9,1517.9,Fluvo-aquic soils,loamy sand,18.1,11.4,36,7.4,225,60,150,9150
536,M-NCP,MNCP0536,2006,MNCP01,medium_maturity,24.4,29.5,20.3,2413.8,1423.8,329.2,564.7,1473.2,Fluvo-aquic soils,loam,16.3,11.7,38,7.5,225,60,150,8577
537,M-NCP,MNCP0537,2006,MNCP01,medium_maturity,24.5,29.7,20.5,2527.7,1497.7,329.2,588.8,1546.1,Fluvo-aquic soils,loam,21.5,10.4,48,7.5,225,60,150,9429
538,M-NCP,MNCP0538,2006,MNCP01,medium_maturity,24.3,29.5,20.3,2504.7,1474.7,329.2,592.5,1536,Fluvo-aquic soils,loamy sand,18.3,9.6,39,7.4,225,60,150,8016
539,M-NCP,MNCP0539,2006,MNCP01,medium_maturity,24.3,29.5,20.2,2525.9,1485.9,329.2,602.1,1552.7,Fluvo-aquic soils,loam,15.3,12.3,38,7.3,225,60,150,7752
540,M-NCP,MNCP0540,2006,MNCP01,medium_maturity,24.5,29.6,20.5,2423.4,1433.4,329.2,557.6,1472.6,Fluvo-aquic soils,loamy sand,25,16.2,68,7.6,225,60,150,9041
541,M-NCP,MNCP0541,2006,MNCP01,medium_maturity,24.3,29.5,20.3,2504.7,1474.7,329.2,592.5,1536,Fluvo-aquic soils,loam,25,13.5,115,7.5,225,60,150,7626
542,M-NCP,MNCP0542,2006,MNCP01,medium_maturity,24.3,29.4,20.1,2497.9,1467.9,329.2,600.3,1536.6,Fluvo-aquic soils,loam,29,6.8,36,7.5,225,60,150,9672
543,M-NCP,MNCP0543,2006,MNCP01,medium_maturity,24.3,29.5,20.2,2525.9,1485.9,329.2,602.1,1552.7,Fluvo-aquic soils,loam,18.6,14.1,41,7.3,225,60,150,7764
544,M-NCP,MNCP0544,2007,MNCP01,medium_maturity,24.4,29.5,20.4,2588.5,1528.5,387.7,678.1,1671.3,Fluvo-aquic soils,loamy sand,18,14,39,7.5,225,60,150,6762
545,M-NCP,MNCP0545,2007,MNCP01,medium_maturity,24.5,29.6,20.5,2595.9,1535.9,363.5,686.8,1687.9,Fluvo-aquic soils,loam,21.6,12.3,62,7.4,225,60,150,6152
546,M-NCP,MNCP0546,2007,MNCP01,medium_maturity,24.4,29.4,20.4,2510.3,1480.3,387.7,663.1,1625.4,Fluvo-aquic soils,loam,16.1,12.5,38,7.5,225,60,150,6656
547,M-NCP,MNCP0547,2007,MNCP01,medium_maturity,25.1,30.2,21,2507.5,1507.5,306.4,652.8,1627.1,Fluvo-aquic soils,loam,21.1,12.7,65,7.5,225,60,150,7500
548,M-NCP,MNCP0548,2007,MNCP01,medium_maturity,24.5,29.6,20.5,2525.7,1495.7,362.7,667.7,1641.1,Fluvo-aquic soils,loamy sand,9.4,11.9,45,7.5,225,60,150,7101
549,M-NCP,MNCP0549,2007,MNCP01,medium_maturity,24.4,29.4,20.4,2535.7,1495.7,387.7,669.5,1642.9,Fluvo-aquic soils,loam,15,13.5,44,7.4,225,60,150,6983
550,M-NCP,MNCP0550,2007,MNCP01,medium_maturity,24.8,29.8,20.7,2500,1490,333.2,661,1627.2,Fluvo-aquic soils,loamy sand,24.9,14.6,85,7.6,225,60,150,9357
551,M-NCP,MNCP0551,2007,MNCP01,medium_maturity,24.5,29.6,20.5,2598.4,1538.4,364.6,678.9,1681.2,Fluvo-aquic soils,loam,28.6,7.9,50,7.4,225,60,150,8222
552,M-NCP,MNCP0552,2007,MNCP01,medium_maturity,24.5,29.6,20.5,2546.1,1506.1,362.7,675.6,1655.4,Fluvo-aquic soils,loam,9.9,18.5,112,7.3,225,60,150,8531
553,M-NCP,MNCP0553,2007,MNCP01,medium_maturity,24.4,29.4,20.4,2535.7,1495.7,387.7,669.5,1642.9,Fluvo-aquic soils,loam,18.2,16.5,44,7.4,225,60,150,7232
554,M-NCP,MNCP0554,2008,MNCP01,medium_maturity,24,28.9,20.2,2539.2,1479.2,433.7,564.1,1491.8,Fluvo-aquic soils,loamy sand,18.2,14.6,96,7.7,225,60,150,8300
555,M-NCP,MNCP0555,2008,MNCP01,medium_maturity,24.1,29,20.3,2551.9,1491.9,417.9,564.1,1494.8,Fluvo-aquic soils,loam,21.6,12.5,96,7.5,225,60,150,8694
556,M-NCP,MNCP0556,2008,MNCP01,medium_maturity,24,28.8,20.2,2466.9,1436.9,417.6,549.8,1446.9,Fluvo-aquic soils,loam,16.2,12.7,89,7.4,225,60,150,7925
557,M-NCP,MNCP0557,2008,MNCP01,medium_maturity,24.8,29.6,21.1,2478.5,1478.5,417.9,519.7,1426,Fluvo-aquic soils,loam,21.3,12.8,105,7.6,225,60,150,8861
558,M-NCP,MNCP0558,2008,MNCP01,medium_maturity,24.1,29,20.4,2486.3,1456.3,417.9,553.9,1460.1,Fluvo-aquic soils,loamy sand,10,12.1,95,7.4,225,60,150,7629
559,M-NCP,MNCP0559,2008,MNCP01,medium_maturity,23.9,28.8,20.2,2489.4,1449.4,432.9,554.4,1461.6,Fluvo-aquic soils,loam,15.3,14,92,7.6,225,60,150,7760
560,M-NCP,MNCP0560,2008,MNCP01,medium_maturity,24.3,29.2,20.6,2455.8,1445.8,417.9,539.4,1438.5,Fluvo-aquic soils,loamy sand,25.1,14.9,111,7.5,225,60,150,9101
561,M-NCP,MNCP0561,2008,MNCP01,medium_maturity,24.2,29.1,20.4,2564,1504,417.9,568.2,1505,Fluvo-aquic soils,loam,29,8.3,117,7.6,225,60,150,9125
562,M-NCP,MNCP0562,2008,MNCP01,medium_maturity,24.1,28.9,20.3,2501.7,1461.7,417.9,556.2,1467.5,Fluvo-aquic soils,loam,10.1,21.1,118,7.5,225,60,150,8201
563,M-NCP,MNCP0563,2008,MNCP01,medium_maturity,23.9,28.8,20.2,2489.4,1449.4,432.9,554.4,1461.6,Fluvo-aquic soils,loam,18.6,16.7,105,7.6,225,60,150,7803
564,M-NCP,MNCP0564,2009,MNCP01,medium_maturity,24.2,29,20,2565.5,1505.5,370.6,650.6,1641.6,Fluvo-aquic soils,loam,21,12.1,111,7.2,225,60,150,9287
565,M-NCP,MNCP0565,2009,MNCP01,medium_maturity,24.2,29,20,2565.5,1505.5,370.6,650.6,1641.6,Fluvo-aquic soils,loam,21.6,12.5,98,7.2,225,60,150,9216
566,M-NCP,MNCP0566,2009,MNCP01,medium_maturity,24.1,28.9,19.9,2555.6,1495.6,370.6,648.5,1631.8,Fluvo-aquic soils,loam,16.2,12.3,93,7.4,225,60,150,8826
567,M-NCP,MNCP0567,2009,MNCP01,medium_maturity,24.6,29.3,20.4,2457.9,1457.9,398.5,608.5,1566,Fluvo-aquic soils,loam,21.2,12.8,111,7.2,225,60,150,9441
568,M-NCP,MNCP0568,2009,MNCP01,medium_maturity,24.2,29,20.1,2495,1465,370.6,621.8,1580.6,Fluvo-aquic soils,loamy sand,10.1,12.2,97,7.3,225,60,150,8514
569,M-NCP,MNCP0569,2009,MNCP01,medium_maturity,24.3,29.1,20.2,2530.9,1490.9,370.4,630,1606.8,Fluvo-aquic soils,loam,24,14.6,114,7.3,225,60,150,9461
570,M-NCP,MNCP0570,2009,MNCP01,medium_maturity,24.4,29.2,20.2,2468.3,1458.3,370.2,615.2,1574,Fluvo-aquic soils,loamy sand,25,14.9,116,7.3,225,60,150,9356
571,M-NCP,MNCP0571,2009,MNCP01,medium_maturity,24.2,29,20,2565.5,1505.5,370.6,650.6,1641.6,Fluvo-aquic soils,loam,28.6,8.5,118,7.3,225,60,150,9654
572,M-NCP,MNCP0572,2009,MNCP01,medium_maturity,24.2,29,20,2511.8,1471.8,370.6,632.6,1598.5,Fluvo-aquic soils,loam,18.6,16.5,106,7.2,225,60,150,8562
573,M-NCP,MNCP0573,2008,MNCP01,medium_maturity,22.4,27.6,18.7,2423.1,1343.1,454.2,698.5,1673.7,Fluvo-aquic soils,loam,13.1,35.4,72,7.5,225,60,150,7815
574,M-NCP,MNCP0574,2007,MNCP01,medium_maturity,23.5,28.8,19.4,2419.2,1389.2,359.5,751.3,1760.4,Fluvo-aquic soils,loam,15.2,18.8,99,7.6,180,60,120,9471
575,M-NCP,MNCP0575,2008,MNCP01,medium_maturity,21.8,27.3,17.9,2534.3,1374.3,420.6,770,1775.5,Fluvo-aquic soils,loam,14.7,27,88,6.8,225,60,150,10035
576,M-NCP,MNCP0576,2008,MNCP01,medium_maturity,22,27.3,18,2460.9,1340.9,405.8,742,1716.8,Fluvo-aquic soils,loam,21.2,39.3,117,7.5,225,60,150,7830
577,M-NCP,MNCP0577,2008,MNCP01,medium_maturity,22.1,27.4,18.2,2519.4,1379.4,467.5,753.8,1768.8,Fluvo-aquic soils,loamy sand,14.2,30.1,87,6.8,225,60,150,9648
578,M-NCP,MNCP0578,2008,MNCP01,medium_maturity,22,27.3,18.1,2548.7,1388.7,454.3,764.5,1781.9,Fluvo-aquic soils,loamy sand,14.2,39.3,91,7.2,225,60,150,8550
579,M-NCP,MNCP0579,2008,MNCP01,medium_maturity,21.8,27.1,17.8,2589.8,1399.8,463.5,780.2,1804.8,Fluvo-aquic soils,loam,15.1,31.5,156,7.1,225,60,150,9810
580,M-NCP,MNCP0580,2008,MNCP01,medium_maturity,21.6,26.9,17.6,2609.3,1401.2,470.2,799.9,1833.3,Fluvo-aquic soils,loamy sand,11.6,32.5,87,6.5,225,60,150,10140
581,M-NCP,MNCP0581,2008,MNCP01,medium_maturity,23.1,28.4,19.1,2425.2,1375.2,581.7,596.4,1524.1,Cinnamon soils,sandy clay loam,16,75.5,70,7.1,225,60,150,8277
582,M-NCP,MNCP0582,2008,MNCP01,medium_maturity,23.1,28.4,19.1,2536.5,1436.5,584.7,622.2,1595.3,Cinnamon soils,loamy sand,16.6,19.4,41,7.3,225,60,150,10764
583,M-NCP,MNCP0583,2008,MNCP01,medium_maturity,23.1,28.4,19.1,2536.5,1436.5,584.7,622.2,1595.3,Cinnamon soils,loamy sand,17.1,17.7,46,7.2,225,60,150,9054
584,M-NCP,MNCP0584,2008,MNCP01,medium_maturity,23.2,28.5,19.2,2525.3,1435.3,584.7,613,1580,Cinnamon soils,loam,18.6,13.8,20,7.1,225,60,150,7671
585,M-NCP,MNCP0585,2008,MNCP01,medium_maturity,23.1,28.4,19.1,2425.2,1375.2,581.7,596.4,1524.1,Cinnamon soils,sandy clay loam,22.1,17.1,23,6.9,225,60,150,7686
586,M-NCP,MNCP0586,2008,MNCP01,medium_maturity,23.2,28.5,19.2,2525.3,1435.3,584.7,613,1580,Cinnamon soils,loamy sand,19.7,32.2,55,7.2,225,60,150,11712
587,M-NCP,MNCP0587,2009,MNCP01,medium_maturity,24,29.6,19.4,2569.4,1499.4,299.5,707.5,1754.3,Cinnamon soils,loamy sand,19.8,80.5,45,7.1,135,60,90,6386
588,M-NCP,MNCP0588,2009,MNCP01,medium_maturity,24,29.6,19.4,2545.2,1485.2,299.5,699.3,1734,Cinnamon soils,loam,18,30.7,42,7.2,135,60,90,10275
589,M-NCP,MNCP0589,2009,MNCP01,medium_maturity,23.2,29,18.6,2555.7,1455.7,276.9,747.4,1776.3,Cinnamon soils,loamy sand,23.1,73.5,80,7.2,225,60,150,7977
590,M-NCP,MNCP0590,2009,MNCP01,medium_maturity,23.2,29,18.6,2555.7,1455.7,276.9,747.4,1776.3,Cinnamon soils,loamy sand,19.1,45.4,80,7.2,225,60,150,8828
591,M-NCP,MNCP0591,2007,MNCP01,medium_maturity,23.7,29.2,19.1,2720.7,1570.7,447.6,782.8,1846,Cinnamon soils,loam,15.9,29.5,66,7.1,225,60,120,11565
592,M-NCP,MNCP0592,2007,MNCP01,medium_maturity,23.9,29.4,19.4,2671.9,1551.9,447.2,768.6,1813.7,Cinnamon soils,loam,21.8,63.2,81,6.8,225,60,120,10845
593,M-NCP,MNCP0593,2007,MNCP01,medium_maturity,23.3,28.9,18.7,2767.4,1577.4,447.6,816.7,1900.5,Cinnamon soils,loamy sand,13.6,35,61,6.9,225,60,150,6041
594,M-NCP,MNCP0594,2007,MNCP01,medium_maturity,23.6,29.1,19,2731.8,1571.8,447.6,785.8,1853.5,Cinnamon soils,loamy sand,14.7,27.1,51,6.9,225,60,150,11025
595,M-NCP,MNCP0595,2008,MNCP01,medium_maturity,23.6,28.7,19.6,2480.1,1430.1,729.5,624.5,1564,Cinnamon soils,loamy sand,15,29.2,50,6.8,225,60,150,9194
596,M-NCP,MNCP0596,2008,MNCP01,medium_maturity,23.5,28.6,19.5,2491.7,1431.7,729.5,635.2,1581.1,Cinnamon soils,loamy sand,13.2,35.7,55,6.8,225,60,150,7964
597,M-NCP,MNCP0597,2007,MNCP01,medium_maturity,23.7,29.2,19.1,2697.2,1557.2,447.2,782.8,1838.4,Cinnamon soils,loam,16,11.8,60,7.1,225,60,150,9465
598,M-NCP,MNCP0598,2007,MNCP01,medium_maturity,23.7,29.2,19.1,2697.2,1557.2,447.2,782.8,1838.4,Cinnamon soils,loam,17.3,65.5,51,6.9,225,60,150,10185
599,M-NCP,MNCP0599,2006,MNCP01,medium_maturity,23.8,29.3,19.7,2428.7,1408.7,384.4,481.7,1368.8,Cinnamon soils,loam,15.1,13.1,125,8.4,180,60,120,8043
600,M-NCP,MNCP0600,2006,MNCP01,medium_maturity,23.7,29.3,19.6,2418.6,1398.6,384.4,491,1377.7,Fluvo-aquic soils,loam,13.1,65.2,140,8,180,60,120,8037
601,M-NCP,MNCP0601,2007,MNCP01,medium_maturity,24.3,30.1,20,2549.9,1499.9,423.8,645.2,1639.9,Cinnamon soils,sandy loam,12.7,11.5,143,7,180,60,120,10634
602,M-NCP,MNCP0602,2008,MNCP01,medium_maturity,23.5,28.8,19.5,2558.1,1468.1,367.4,601.1,1587.4,Cinnamon soils,loam,13.7,14.1,104,6.6,180,60,120,6420
603,M-NCP,MNCP0603,2008,MNCP01,medium_maturity,23.2,28.5,19.3,2618.3,1488.3,379.2,612,1618.7,Cinnamon soils,loam,14.6,20.8,110,7,180,60,120,7424
604,M-NCP,MNCP0604,2008,MNCP01,medium_maturity,23.2,28.5,19.3,2454.6,1394.6,368.3,580.2,1516.6,Cinnamon soils,loam,21.6,83.6,148,7.1,180,60,120,7454
605,M-NCP,MNCP0605,2008,MNCP01,medium_maturity,23.5,28.9,19.5,2489.7,1429.7,356.5,589.4,1541.7,Cinnamon soils,loam,10.3,81.7,144,7.1,180,105,105,6810
606,M-NCP,MNCP0606,2008,MNCP01,medium_maturity,23.8,29.1,19.9,2428,1408,356.5,572,1501.7,Fluvo-aquic soils,loam,14.4,48.4,129,6.9,180,60,120,7106
607,M-NCP,MNCP0607,2008,MNCP01,medium_maturity,23.8,29.1,19.9,2428,1408,356.5,572,1501.7,Fluvo-aquic soils,loam,16.4,7.5,154,7,180,83,75,5856
608,M-NCP,MNCP0608,2009,MNCP01,medium_maturity,23.7,29.2,19.4,2507.4,1447.4,423.3,683.2,1704.5,Cinnamon soils,loam,15.1,37.3,91,7.7,180,60,120,7230
609,M-NCP,MNCP0609,2007,MNCP01,medium_maturity,23.2,29,19.1,2691.3,1531.3,472.7,693.2,1732.3,Cinnamon soils,loamy sand,16.5,4,172,6.8,180,60,120,8768
610,M-NCP,MNCP0610,2008,MNCP01,medium_maturity,23.5,28.9,19.5,2489.7,1429.7,356.5,589.4,1541.7,Cinnamon soils,loam,13,10.8,141,6.8,180,60,120,8949
611,M-NCP,MNCP0611,2009,MNCP01,medium_maturity,23.6,29.2,19.2,2711.3,1561.3,488.7,770.5,1907.7,Cinnamon soils,loam,15.1,9.4,91,7.7,180,60,150,8540
612,M-NCP,MNCP0612,2006,MNCP01,medium_maturity,23.7,29.3,19.6,2393.6,1383.6,384.4,491,1370.2,Cinnamon soils,clay,13.6,17.5,130,7.6,180,60,120,7622
613,M-NCP,MNCP0613,2007,MNCP01,medium_maturity,24.4,30.3,20.1,2639.6,1559.6,418.4,669.4,1706.8,Cinnamon soils,loam,14.5,16.3,142,7.1,180,60,120,7697
614,M-NCP,MNCP0614,2009,MNCP01,medium_maturity,23.7,29.3,19.3,2461.9,1421.9,417.6,679.4,1683.6,Cinnamon soils,loam,10.7,3.8,91,7.5,180,60,120,9141
615,M-NCP,MNCP0615,2006,MNCP01,medium_maturity,25.5,30.7,21.2,2652.1,1612.1,178.5,679.3,1718.6,Fluvo-aquic soils,loam,12.5,27.5,70,8.8,180,60,120,8010
616,M-NCP,MNCP0616,2006,MNCP01,medium_maturity,25,30.5,20.6,2928.6,1758.6,179.8,771.4,1898.1,Fluvo-aquic soils,loam,15.2,28.3,128,8.8,180,60,120,6036
617,M-NCP,MNCP0617,2006,MNCP01,medium_maturity,25,30.4,20.6,2899.9,1739.9,179.8,761.1,1874.6,Fluvo-aquic soils,loam,12.5,32.5,50,8.6,180,60,120,7257
618,M-NCP,MNCP0618,2006,MNCP01,medium_maturity,25,30.4,20.7,2804.5,1684.5,177.4,736.6,1810.6,Fluvo-aquic soils,loam,19.8,28.3,58,8.9,180,60,120,6878
619,M-NCP,MNCP0619,2007,MNCP01,medium_maturity,25.8,31,21.4,2811.9,1721.9,501.8,683.9,1756.3,Fluvo-aquic soils,loam,13.2,21.6,98,8.7,180,60,120,9174
620,M-NCP,MNCP0620,2007,MNCP01,medium_maturity,25.8,31,21.4,2811.9,1721.9,501.8,683.9,1756.3,Fluvo-aquic soils,loam,13.2,21.6,98,8.7,225,60,150,7035
621,M-NCP,MNCP0621,2007,MNCP01,medium_maturity,25.2,30.2,21,2794.8,1684.8,531.2,654.6,1704.3,Fluvo-aquic soils,loam,12,16.2,251,8.9,225,60,150,6735
622,M-NCP,MNCP0622,2008,MNCP01,medium_maturity,24.5,29.4,20.5,2817.2,1667.2,586.1,644.1,1698.5,Fluvo-aquic soils,loam,16.4,33.5,104,8.2,180,60,120,8078
623,M-NCP,MNCP0623,2008,MNCP01,medium_maturity,25.3,30.2,21.4,2659.5,1609.5,585.9,597.2,1591.5,Fluvo-aquic soils,loam,14.6,32.4,97,9,225,60,150,7497
624,M-NCP,MNCP0624,2008,MNCP01,medium_maturity,25,29.7,21,2623.1,1573.1,582.8,607.1,1589.9,Fluvo-aquic soils,loam,15.8,25.5,200,8.3,225,60,150,8573
625,M-NCP,MNCP0625,2008,MNCP01,medium_maturity,25,29.8,21.1,2599.9,1559.9,582.8,604.2,1577.9,Fluvo-aquic soils,loam,12.6,34.1,105,8.7,225,60,150,6855
626,M-NCP,MNCP0626,2008,MNCP01,medium_maturity,25,29.7,21,2569.9,1539.9,581.9,597.9,1556.8,Fluvo-aquic soils,loam,13.4,17.6,145,8.4,225,60,150,10785
627,M-NCP,MNCP0627,2009,MNCP01,medium_maturity,25,30.1,20.7,2821.2,1691.2,313.9,743.6,1866.3,Fluvo-aquic soils,loam,12.5,32.5,50,8.6,225,60,150,8741
628,M-NCP,MNCP0628,2009,MNCP01,medium_maturity,25,30,20.8,2649.5,1589.5,313.9,682.2,1723.4,Fluvo-aquic soils,loam,15.4,25,42,8.9,225,60,150,10620
629,M-NCP,MNCP0629,2007,MNCP01,medium_maturity,25.2,30.2,20.7,2671.6,1611.6,342.6,798.9,1887.5,Fluvo-aquic soils,loam,15,20.8,101,8.5,225,60,150,8385
630,M-NCP,MNCP0630,2007,MNCP01,medium_maturity,25.2,30.3,20.7,2698.2,1628.2,342.6,810.2,1912.7,Fluvo-aquic soils,loam,12.4,28.6,107,8.2,225,60,150,9825
631,M-NCP,MNCP0631,2007,MNCP01,medium_maturity,25.1,30.1,20.6,2686,1616,368.4,798.9,1892.3,Fluvo-aquic soils,loam,7.5,3.4,75,8,180,60,120,7785
632,M-NCP,MNCP0632,2008,MNCP01,medium_maturity,24.9,29.8,20.8,2562.2,1532.2,434.3,774.6,1829.3,Fluvo-aquic soils,loam,13.3,13.1,81,8.1,225,90,60,7710
633,M-NCP,MNCP0633,2007,MNCP01,medium_maturity,25.2,30.2,20.7,2671.6,1611.6,342.6,798.9,1887.5,Fluvo-aquic soils,loam,6.8,21.2,120,8.1,225,60,150,8220
634,M-NCP,MNCP0634,2007,MNCP01,medium_maturity,25.1,30.1,20.6,2686,1616,368.4,798.9,1892.3,Fluvo-aquic soils,loam,16.1,20.4,111,8.3,225,60,150,8370
635,M-NCP,MNCP0635,2007,MNCP01,medium_maturity,25.2,30.2,20.7,2671.6,1611.6,342.6,798.9,1887.5,Fluvo-aquic soils,loam,12.1,8.7,88,8.4,225,60,150,8055
636,M-NCP,MNCP0636,2008,MNCP01,medium_maturity,24.9,29.8,20.8,2562.2,1532.2,434.3,774.6,1829.3,Fluvo-aquic soils,clay,22.7,13.1,231,8.1,225,90,60,8640
637,M-NCP,MNCP0637,2008,MNCP01,medium_maturity,24.9,29.8,20.8,2562.2,1532.2,434.3,774.6,1829.3,Fluvo-aquic soils,loam,10.1,7.1,64,8.3,225,90,60,9030
638,M-NCP,MNCP0638,2008,MNCP01,medium_maturity,24.9,29.8,20.8,2562.2,1532.2,434.3,774.6,1829.3,Fluvo-aquic soils,loam,8.7,16.1,84,8.4,225,90,60,8985
639,M-NCP,MNCP0639,2007,MNCP01,late_maturity,23.6,29.3,19.1,3206.2,1846.2,425.6,1200.3,2710.7,Cinnamon soils,loam,16,23.2,110,5.9,240,105,120,7926
640,M-NCP,MNCP0640,2007,MNCP01,late_maturity,23.7,29.4,19.2,3152.3,1822.3,415.9,1184.7,2676.4,Cinnamon soils,loamy sand,16,23.2,110,5.9,300,105,150,9848
641,M-NCP,MNCP0641,2007,MNCP01,late_maturity,23.7,29.4,19.2,3152.3,1822.3,415.9,1184.7,2676.4,Cinnamon soils,loamy sand,16,23.2,110,5.9,240,105,120,9797
642,M-NCP,MNCP0642,2007,MNCP01,medium_maturity,23.8,29.3,19.6,2547.3,1477.3,388.7,906.2,2026.9,Cinnamon soils,loamy sand,15,16.4,148,7.8,225,60,150,7331
643,M-NCP,MNCP0643,2007,MNCP01,medium_maturity,23.9,29.5,19.7,2532.1,1472.1,368.3,906.2,2022.3,Cinnamon soils,loamy sand,6.3,16.7,84,8,225,60,150,8711
644,M-NCP,MNCP0644,2007,MNCP01,medium_maturity,23.7,29.2,19.5,2582.5,1492.5,388.7,917,2049.4,Cinnamon soils,loamy sand,11.3,21.3,173,8.4,135,60,90,8733
645,M-NCP,MNCP0645,2009,MNCP01,medium_maturity,25.1,30.2,20.9,2708.2,1628.2,331.9,699.2,1749.6,Cinnamon soils,loamy sand,11.5,14.2,135,8.3,180,60,120,8159
646,M-NCP,MNCP0646,2009,MNCP01,medium_maturity,25.1,30.2,20.9,2708.2,1628.2,331.9,699.2,1749.6,Cinnamon soils,loamy sand,12.6,41.2,138,8.4,135,60,90,9870
