Sort,Crop,N0,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
127,M-NCP,MNCP0127,2007,MNCP01,WS0032,25.23 ,30.41 ,20.60 ,2674.9,1614.9,281.6,577,1559.55,Cinnamon soils,loam,17.6,18,84,8,225,105,105,8340
128,M-NCP,MNCP0128,2007,MNCP01,WS0032,25.24 ,30.41 ,20.60 ,2726,1646,281.6,587.6,1591.22,Cinnamon soils,loam,20.2,18,98,8.1,225,105,105,9600
129,M-NCP,MNCP0129,2007,MNCP01,WS0032,24.62 ,29.61 ,20.17 ,2855.5,1695.5,359.9,599.1,1643.81,Cinnamon soils,sandy clay loam,15.8,19,73,7.9,195,83,75,9000
130,M-NCP,MNCP0130,2007,MNCP01,WS0032,25.23 ,30.41 ,20.60 ,2674.9,1614.9,281.6,577,1559.55,Cinnamon soils,loamy sand,12.1,10,44,7.9,195,83,75,7920
131,M-NCP,MNCP0131,2007,MNCP01,WS0032,24.67 ,29.69 ,20.21 ,2787.6,1657.6,356,588.5,1607.54,Cinnamon soils,loam,26.9,30,108,7.9,225,105,105,8550
132,M-NCP,MNCP0132,2007,MNCP01,WS0032,24.60 ,29.59 ,20.17 ,2804.4,1664.4,359.9,588.5,1612.14,Cinnamon soils,loam,19.8,42,122,7.8,225,105,105,8460
133,M-NCP,MNCP0133,2007,MNCP01,WS0032,24.82 ,29.92 ,20.26 ,2779.3,1659.3,321.5,599.1,1622.37,Cinnamon soils,loamy sand,15.8,10,88,8.1,195,83,75,9015
134,M-NCP,MNCP0134,2007,MNCP01,WS0032,25.13 ,30.29 ,20.51 ,2714.3,1634.3,299.6,587.6,1588.62,Cinnamon soils,loam,16.1,32,94,8,195,83,75,8850
135,M-NCP,MNCP0135,2007,MNCP01,WS0032,25.32 ,30.52 ,20.64 ,2683.9,1623.9,281.3,587.6,1578.76,Cinnamon soils,loam,16.9,27,54,8,165,83,60,7650
136,M-NCP,MNCP0136,2007,MNCP01,WS0032,24.67 ,29.69 ,20.21 ,2787.6,1657.6,356,588.5,1607.54,Cinnamon soils,loam,15.8,15,88,7.8,165,83,60,7800
137,M-NCP,MNCP0137,2008,MNCP01,WS0032,24.56 ,29.62 ,20.31 ,2701.1,1601.1,474,638.3,1682.32,Cinnamon soils,loam,16.9,19,85,7.8,225,105,105,8790
138,M-NCP,MNCP0138,2008,MNCP01,WS0032,25.03 ,30.08 ,20.75 ,2603.2,1563.2,456.2,617.7,1624.23,Cinnamon soils,sandy clay loam,15.5,21,76,7.9,195,83,75,7845
139,M-NCP,MNCP0139,2008,MNCP01,WS0032,24.61 ,29.65 ,20.40 ,2682.9,1592.9,474,630.4,1667.53,Cinnamon soils,loamy sand,13.2,14,55,8.1,195,83,75,8655
140,M-NCP,MNCP0140,2008,MNCP01,WS0032,24.89 ,29.90 ,20.66 ,2637.9,1577.9,473.9,617.7,1636.7,Cinnamon soils,loam,19.3,21,101,8.1,225,105,105,8400
141,M-NCP,MNCP0141,2008,MNCP01,WS0032,24.55 ,29.66 ,20.25 ,2700.2,1600.2,458,647.9,1691.64,Cinnamon soils,loam,25.1,32,118,7.9,225,105,105,9210
142,M-NCP,MNCP0142,2008,MNCP01,WS0032,24.81 ,29.82 ,20.58 ,2630.2,1570.2,458,617.7,1634.09,Cinnamon soils,loamy sand,15.6,12,87,8.1,195,83,75,7845
143,M-NCP,MNCP0143,2008,MNCP01,WS0032,24.59 ,29.73 ,20.26 ,2656.2,1576.2,440.8,648.7,1672.47,Cinnamon soils,loam,17.9,35,102,8.2,225,105,105,8130
144,M-NCP,MNCP0144,2008,MNCP01,WS0032,24.75 ,29.77 ,20.51 ,2623.2,1563.2,458,619.3,1632.04,Cinnamon soils,loam,15.8,30,90,7.8,195,83,75,8055
145,M-NCP,MNCP0145,2008,MNCP01,WS0032,24.55 ,29.66 ,20.25 ,2700.2,1600.2,458,647.9,1691.64,Cinnamon soils,loam,16.1,17,82,8.3,165,83,60,7950
146,M-NCP,MNCP0146,2009,MNCP01,WS0157,24.71 ,30.28 ,19.97 ,2520.5,1500.5,381,772.2,1839.31,Cinnamon soils,loamy sand,19.7,24.4,77,8,225,60,150,7769
147,M-NCP,MNCP0147,2009,MNCP01,WS0157,24.71 ,30.28 ,19.97 ,2520.5,1500.5,381,772.2,1839.31,Fluvo-aquic soils,loam,19.4,22.7,65,8.6,225,60,150,8678
148,M-NCP,MNCP0148,2006,MNCP01,WS0167,25.13 ,30.65 ,20.76 ,2638.6,1588.6,346.9,657.4,1697.49,Fluvo-aquic soils,loam,14,24.3,92,7.8,315,180,120,7617
149,M-NCP,MNCP0149,2006,MNCP01,WS0167,25.05 ,30.50 ,20.70 ,2630.7,1580.7,335,655.4,1687.55,Fluvo-aquic soils,loam,15,21,100,7.9,225,105,105,8867
150,M-NCP,MNCP0150,2009,MNCP01,WS0167,24.83 ,30.03 ,20.49 ,2607.2,1557.2,684,788,1895.72,Fluvo-aquic soils,loam,9,17.2,119,8.2,135,60,90,6458
151,M-NCP,MNCP0151,2009,MNCP01,WS0167,24.65 ,29.84 ,20.37 ,2711.3,1611.3,684,810.4,1949.37,Fluvo-aquic soils,loam,15,15,76,8.2,195,83,75,8780
152,M-NCP,MNCP0152,2010,MNCP01,WS0167,25.70 ,30.61 ,21.67 ,2699,1649,415.7,553.9,1543.15,Fluvo-aquic soils,loam,15,13.1,112,8.3,135,60,90,7116
153,M-NCP,MNCP0153,2009,MNCP01,WS0172,25.15 ,30.38 ,20.74 ,2389.1,1439.1,532.2,710.2,1739.81,Fluvo-aquic soils,loam,10.5,20.9,164,8.4,225,150,150,8790
154,M-NCP,MNCP0154,2009,MNCP01,WS0172,25.12 ,30.34 ,20.74 ,2361.3,1421.3,532.2,700.9,1717.64,Fluvo-aquic soils,loamy sand,14.7,12.1,173,8.1,225,150,150,8670
155,M-NCP,MNCP0155,2009,MNCP01,WS0169,25.16 ,30.33 ,20.85 ,2717.8,1637.8,637.3,729.5,1843.21,Fluvo-aquic soils,loam,15,40.2,69,7.5,225,60,120,10023
156,M-NCP,MNCP0156,2009,MNCP01,WS0169,25.16 ,30.33 ,20.85 ,2717.8,1637.8,637.3,729.5,1843.21,Fluvo-aquic soils,loam,14.5,16.3,85,7.4,225,60,150,10793
157,M-NCP,MNCP0157,2009,MNCP01,WS0169,25.16 ,30.33 ,20.85 ,2717.8,1637.8,637.3,729.5,1843.21,Fluvo-aquic soils,loam,11.1,14,109,7.6,225,60,150,9194
158,M-NCP,MNCP0158,2009,MNCP01,WS0169,25.10 ,30.20 ,20.86 ,2635.2,1585.2,637.3,692,1761.63,Fluvo-aquic soils,loam,16.2,14.8,148,7.4,225,60,90,9623
159,M-NCP,MNCP0159,2009,MNCP01,WS0169,25.10 ,30.20 ,20.86 ,2635.2,1585.2,637.3,692,1761.63,Fluvo-aquic soils,loam,16.9,10.7,137,7.8,225,60,150,9750
160,M-NCP,MNCP0160,2009,MNCP01,WS0169,25.10 ,30.20 ,20.86 ,2635.2,1585.2,637.3,692,1761.63,Fluvo-aquic soils,loam,15.9,17,128,7.7,225,60,150,10301
161,M-NCP,MNCP0161,2009,MNCP01,WS0169,25.10 ,30.20 ,20.86 ,2635.2,1585.2,637.3,692,1761.63,Fluvo-aquic soils,loam,13.4,12.5,123,7.7,225,60,150,10301
162,M-NCP,MNCP0162,2009,MNCP01,WS0169,25.05 ,30.12 ,20.88 ,2580.1,1550.1,637,671.1,1713.69,Fluvo-aquic soils,loam,22.1,27.8,194,7.3,225,60,120,10473
163,M-NCP,MNCP0163,2009,MNCP01,WS0169,25.05 ,30.12 ,20.88 ,2580.1,1550.1,637,671.1,1713.69,Fluvo-aquic soils,loam,16.9,27.6,108,7.5,225,60,150,9896
164,M-NCP,MNCP0164,2009,MNCP01,WS0169,25.05 ,30.12 ,20.88 ,2580.1,1550.1,637,671.1,1713.69,Fluvo-aquic soils,loam,16.9,39.2,117,7.5,225,60,150,9300
165,M-NCP,MNCP0165,2007,MNCP01,WS0168,24.88 ,30.00 ,20.65 ,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,15.2,23,143,8.1,180,60,120,6402
166,M-NCP,MNCP0166,2007,MNCP01,WS0168,24.88 ,30.00 ,20.65 ,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,15,10.4,142,8.3,180,60,120,6648
167,M-NCP,MNCP0167,2007,MNCP01,WS0168,24.88 ,30.00 ,20.65 ,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,9.9,20,103,8.4,180,60,120,6489
168,M-NCP,MNCP0168,2007,MNCP01,WS0168,24.88 ,30.00 ,20.65 ,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,12.7,21,96,8.4,135,60,90,5838
169,M-NCP,MNCP0169,2007,MNCP01,WS0168,24.88 ,30.00 ,20.65 ,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,12.4,28,167,8.1,225,60,150,6659
170,M-NCP,MNCP0170,2007,MNCP01,WS0168,24.88 ,30.00 ,20.65 ,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loam,14.6,34.3,126,8.1,225,60,180,6594
171,M-NCP,MNCP0171,2007,MNCP01,WS0168,24.88 ,30.00 ,20.65 ,2761.3,1651.3,358.9,663.9,1731.8,Fluvo-aquic soils,loamy sand,11.3,11.4,169,8.2,135,60,90,5891
172,M-NCP,MNCP0172,2008,MNCP01,WS0168,24.53 ,29.51 ,20.28 ,2698.8,1598.8,346.9,762.2,1871.16,Fluvo-aquic soils,loam,16,14.5,145,8.3,180,60,120,6648
173,M-NCP,MNCP0173,2008,MNCP01,WS0168,24.53 ,29.51 ,20.28 ,2698.8,1598.8,346.9,762.2,1871.16,Fluvo-aquic soils,loamy sand,13.6,34.6,159,8.4,135,60,90,6858
174,M-NCP,MNCP0174,2008,MNCP01,WS0168,24.53 ,29.51 ,20.28 ,2698.8,1598.8,346.9,762.2,1871.16,Fluvo-aquic soils,loam,11.2,19.8,108,8.2,180,60,120,6489
175,M-NCP,MNCP0175,2008,MNCP01,WS0168,24.53 ,29.51 ,20.28 ,2698.8,1598.8,346.9,762.2,1871.16,Fluvo-aquic soils,loam,8.9,19.2,113,8.2,135,60,90,5838
176,M-NCP,MNCP0176,2008,MNCP01,WS0168,24.53 ,29.51 ,20.28 ,2698.8,1598.8,346.9,762.2,1871.16,Fluvo-aquic soils,loam,13.1,29.5,157,8.1,225,60,180,6659
177,M-NCP,MNCP0177,2008,MNCP01,WS0168,24.53 ,29.51 ,20.28 ,2698.8,1598.8,346.9,762.2,1871.16,Fluvo-aquic soils,loam,12.1,12.3,148,8.2,180,60,120,5891
178,M-NCP,MNCP0178,2009,MNCP01,WS0168,24.81 ,29.91 ,20.63 ,2753.5,1643.5,602.8,744.652,1857.94,Fluvo-aquic soils,loam,11.4,15.4,144,8.1,180,60,120,6896
179,M-NCP,MNCP0179,2009,MNCP01,WS0168,24.81 ,29.91 ,20.63 ,2753.5,1643.5,602.8,744.652,1857.94,Fluvo-aquic soils,loamy sand,16.6,23,129,8.1,180,60,120,7352
180,M-NCP,MNCP0180,2010,MNCP01,WS0168,25.33 ,30.32 ,21.23 ,2812.1,1702.1,399.3,546.9,1561.95,Fluvo-aquic soils,loam,11.4,16.8,132,8,135,60,90,6983
181,M-NCP,MNCP0181,2009,MNCP01,WS0168,24.81 ,29.91 ,20.63 ,2753.5,1643.5,602.8,744.652,1857.94,Fluvo-aquic soils,loam,13.5,10.2,179,8.1,225,60,180,6332
182,M-NCP,MNCP0182,2009,MNCP01,WS0168,24.81 ,29.91 ,20.63 ,2753.5,1643.5,602.8,744.652,1857.94,Fluvo-aquic soils,loam,13.5,18.4,209,8.2,135,60,90,7152
183,M-NCP,MNCP0183,2009,MNCP01,WS0168,24.81 ,29.91 ,20.63 ,2753.5,1643.5,602.8,744.652,1857.94,Fluvo-aquic soils,loam,20.7,13.9,122,8,225,60,150,6384
184,M-NCP,MNCP0184,2009,MNCP01,WS0168,24.81 ,29.91 ,20.63 ,2753.5,1643.5,602.8,744.652,1857.94,Fluvo-aquic soils,loam,17.6,25.4,148,8.1,195,180,105,7088
185,M-NCP,MNCP0185,2006,MNCP01,WS0149,24.84 ,30.28 ,20.24 ,2732.4,1632.4,227.2,665.8,1702.51,Fluvo-aquic soils,loam,14.7,19.1,85,8.3,225,60,150,9267
186,M-NCP,MNCP0186,2006,MNCP01,WS0149,24.22 ,29.73 ,19.69 ,2930.2,1720.2,227.2,711.6,1800.51,Fluvo-aquic soils,loam,14.2,4.5,43,8.3,225,60,150,9071
187,M-NCP,MNCP0187,2006,MNCP01,WS0149,24.93 ,30.26 ,20.43 ,2593.1,1553.1,227.2,609.8,1590.64,Fluvo-aquic soils,loam,16.7,8.3,57,8.3,135,60,90,8468
188,M-NCP,MNCP0188,2006,MNCP01,WS0149,25.06 ,30.42 ,20.46 ,2656.1,1596.1,227.2,634.1,1648.85,Fluvo-aquic soils,loam,14.2,10.3,57,8.2,135,60,90,7226
189,M-NCP,MNCP0189,2006,MNCP01,WS0149,24.98 ,30.34 ,20.42 ,2648.4,1588.4,227.2,631.6,1639.89,Fluvo-aquic soils,loam,10.9,7.3,71,8.3,180,60,120,8034
190,M-NCP,MNCP0190,2006,MNCP01,WS0149,24.98 ,30.34 ,20.42 ,2648.4,1588.4,227.2,631.6,1639.89,Fluvo-aquic soils,loamy sand,20.2,22.8,78,8.2,180,60,120,8939
191,M-NCP,MNCP0191,2006,MNCP01,WS0149,25.06 ,30.42 ,20.46 ,2656.1,1596.1,227.2,634.1,1648.85,Fluvo-aquic soils,loam,16.2,8.9,60,8.2,135,60,90,7976
192,M-NCP,MNCP0192,2006,MNCP01,WS0149,25.06 ,30.42 ,20.46 ,2656.1,1596.1,227.2,634.1,1648.85,Fluvo-aquic soils,loam,11.2,8.3,75,8.2,180,60,120,8981
193,M-NCP,MNCP0193,2007,MNCP01,WS0149,23.84 ,28.80 ,19.92 ,2884.5,1674.5,342.6,666.9,1758.18,Fluvo-aquic soils,loam,14.7,19.1,86,8.3,225,60,150,10260
194,M-NCP,MNCP0194,2007,MNCP01,WS0149,25.46 ,30.70 ,21.21 ,2672.8,1622.8,234.4,663.6,1694.29,Fluvo-aquic soils,loam,13.2,9.8,89,8.2,180,60,120,9810
195,M-NCP,MNCP0195,2007,MNCP01,WS0149,25.44 ,30.66 ,21.25 ,2620,1590,234.4,640.1,1642.38,Fluvo-aquic soils,loam,13.2,15.3,104,8.3,180,60,120,9600
196,M-NCP,MNCP0196,2007,MNCP01,WS0149,25.45 ,30.69 ,21.23 ,2647.1,1607.1,234.4,651.7,1668.1,Fluvo-aquic soils,loam,11.2,8.4,75,8.2,180,60,120,9701
197,M-NCP,MNCP0197,2007,MNCP01,WS0149,23.96 ,28.91 ,20.02 ,2898.9,1688.9,342.6,668,1767.25,Fluvo-aquic soils,loam,11.2,8.4,75,8.2,135,60,90,8934
198,M-NCP,MNCP0198,2007,MNCP01,WS0149,24.86 ,30.02 ,20.75 ,2809.5,1679.5,287,678.5,1756.8,Fluvo-aquic soils,loamy sand,16.7,8.3,57,8.2,135,60,90,9120
199,M-NCP,MNCP0199,2007,MNCP01,WS0149,24.86 ,30.02 ,20.75 ,2809.5,1679.5,287,678.5,1756.8,Fluvo-aquic soils,loam,16.2,8.9,60,8.2,135,60,90,8643
200,M-NCP,MNCP0200,2007,MNCP01,WS0149,24.63 ,29.66 ,20.67 ,2709.4,1609.4,333.7,630.9,1653.83,Fluvo-aquic soils,loamy sand,13.2,16.9,102,8.2,180,60,120,8067
201,M-NCP,MNCP0201,2008,MNCP01,WS0149,23.68 ,28.56 ,19.51 ,2747,1587,499.6,765.751,1861.41,Fluvo-aquic soils,loamy sand,17.4,12.4,131,8.3,225,60,150,9462
202,M-NCP,MNCP0202,2008,MNCP01,WS0149,23.60 ,28.50 ,19.41 ,2760.9,1590.9,499.6,774.551,1876.27,Fluvo-aquic soils,loamy sand,22.4,16.1,103,8.3,225,60,150,9303
203,M-NCP,MNCP0203,2008,MNCP01,WS0149,23.50 ,28.45 ,19.34 ,2867.3,1647.3,520,793.451,1936.64,Fluvo-aquic soils,loamy sand,7.9,12.4,266,8.3,225,60,150,9506
204,M-NCP,MNCP0204,2008,MNCP01,WS0149,24.39 ,29.23 ,20.28 ,2584.9,1524.9,493.1,704.351,1735.78,Fluvo-aquic soils,loamy sand,16.7,8.3,57,8.2,135,60,90,8400
205,M-NCP,MNCP0205,2008,MNCP01,WS0149,24.21 ,29.07 ,20.11 ,2639.4,1549.4,494.3,721.151,1770.96,Fluvo-aquic soils,loam,16.2,8.9,60,8.2,135,60,90,9534
206,M-NCP,MNCP0206,2008,MNCP01,WS0149,24.32 ,29.18 ,20.19 ,2626.2,1546.2,493.3,719.051,1768.01,Fluvo-aquic soils,loam,13.2,12.5,72,8.2,135,60,90,9567
207,M-NCP,MNCP0207,2008,MNCP01,WS0149,24.39 ,29.23 ,20.28 ,2584.9,1524.9,493.1,704.351,1735.78,Fluvo-aquic soils,loam,13.5,15,145,8.2,180,60,120,8130
208,M-NCP,MNCP0208,2008,MNCP01,WS0149,24.41 ,29.22 ,20.34 ,2587.6,1527.6,493.3,700.851,1735.52,Fluvo-aquic soils,loam,11.2,8.4,75,8.2,180,60,120,8235
209,M-NCP,MNCP0209,2009,MNCP01,WS0174,24.90 ,30.73 ,20.03 ,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loamy sand,16.9,25.4,176,8.1,225,150,150,8933
210,M-NCP,MNCP0210,2009,MNCP01,WS0174,24.92 ,30.75 ,20.06 ,2915.6,1745.6,657,849,2069.92,Fluvo-aquic soils,loam,16.1,27.3,162,8.2,225,150,150,9123
211,M-NCP,MNCP0211,2009,MNCP01,WS0174,24.90 ,30.73 ,20.03 ,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loam,17.2,22.8,156,8.1,225,150,150,8828
212,M-NCP,MNCP0212,2009,MNCP01,WS0174,24.88 ,30.71 ,20.03 ,2910.9,1740.9,657,844.5,2058.11,Fluvo-aquic soils,sandy loam,14.1,21.1,135,8.1,225,150,150,8858
213,M-NCP,MNCP0213,2009,MNCP01,WS0174,24.90 ,30.73 ,20.03 ,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loam,13.6,20.5,132,8.1,225,150,150,8738
214,M-NCP,MNCP0214,2009,MNCP01,WS0174,24.90 ,30.73 ,20.03 ,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loam,13.3,19.5,130,8.2,225,150,150,8753
215,M-NCP,MNCP0215,2009,MNCP01,WS0174,24.90 ,30.73 ,20.03 ,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loamy sand,14.8,19.2,154,8.2,225,150,150,8412
216,M-NCP,MNCP0216,2009,MNCP01,WS0174,24.90 ,30.73 ,20.03 ,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loamy sand,12.4,20.1,136,8.1,225,150,150,8556
217,M-NCP,MNCP0217,2009,MNCP01,WS0174,24.90 ,30.73 ,20.03 ,2937.9,1757.9,657,856.6,2084.6,Fluvo-aquic soils,loam,11.9,18.3,121,8.2,225,150,150,8517
218,M-NCP,MNCP0218,2010,MNCP01,WS0174,25.13 ,30.46 ,20.55 ,2864.4,1724.4,411.7,748.4,1864.69,Fluvo-aquic soils,loamy sand,17,28.2,168,8.1,225,60,150,9162
219,M-NCP,MNCP0219,2010,MNCP01,WS0174,25.11 ,30.43 ,20.54 ,2837.2,1707.2,411.7,740.8,1845.22,Fluvo-aquic soils,loam,16.2,24.5,156,8.1,225,60,150,9128
220,M-NCP,MNCP0220,2010,MNCP01,WS0174,25.18 ,30.49 ,20.64 ,2845.8,1715.8,411.7,738.8,1847.98,Fluvo-aquic soils,loam,15.8,26.6,162,8.2,225,60,150,9002
221,M-NCP,MNCP0221,2010,MNCP01,WS0174,25.27 ,30.58 ,20.70 ,2880.8,1740.8,411.7,746.5,1873.74,Fluvo-aquic soils,loam,16.5,23.4,176,8.1,225,60,150,8892
222,M-NCP,MNCP0222,2010,MNCP01,WS0174,25.35 ,30.64 ,20.78 ,2864,1734,411.7,735.8,1855.42,Fluvo-aquic soils,sandy loam,13.6,22.5,135,8.2,225,60,150,8843
223,M-NCP,MNCP0223,2010,MNCP01,WS0174,25.35 ,30.63 ,20.81 ,2839.2,1719.2,411.7,725.6,1831.87,Fluvo-aquic soils,loam,14.1,20.8,132,8.2,225,60,150,8768
224,M-NCP,MNCP0224,2010,MNCP01,WS0174,25.31 ,30.61 ,20.73 ,2885.7,1745.7,411.7,743.4,1874.87,Fluvo-aquic soils,loam,14.3,19.6,147,8.1,225,60,150,8855
225,M-NCP,MNCP0225,2010,MNCP01,WS0174,25.36 ,30.66 ,20.77 ,2866.1,1736.1,409.9,735.1,1859.49,Fluvo-aquic soils,loam,13,19.1,131,8.2,225,60,150,8582
226,M-NCP,MNCP0226,2010,MNCP01,WS0174,25.35 ,30.64 ,20.78 ,2864,1734,411.7,735.8,1855.42,Fluvo-aquic soils,loam,12.8,21.2,122,8.2,225,60,150,8534
227,M-NCP,MNCP0227,2010,MNCP01,WS0174,25.36 ,30.66 ,20.77 ,2866.1,1736.1,409.9,735.1,1859.49,Fluvo-aquic soils,loamy sand,12.5,18.6,130,8.1,225,60,150,8664
228,M-NCP,MNCP0228,2006,MNCP01,WS0039,24.85 ,30.52 ,20.11 ,2485.3,1485.3,358.3,592.4,1581.3,Cinnamon soils,loam,8.2,16.2,108,8.1,210,210,120,7650
229,M-NCP,MNCP0229,2007,MNCP01,WS0039,24.66 ,30.29 ,19.64 ,2490.9,1480.9,179.5,622.4,1603.78,Cinnamon soils,silt loam,18.3,12.2,85,7.4,240,180,150,6390
230,M-NCP,MNCP0230,2007,MNCP01,WS0039,25.13 ,30.77 ,19.96 ,2613.7,1573.7,163.3,651.8,1699.07,Cinnamon soils,loam,14.3,16.8,98,8.2,210,210,120,6420
231,M-NCP,MNCP0231,2006,MNCP01,WS0039,24.85 ,30.52 ,20.11 ,2485.3,1485.3,358.3,592.4,1581.3,Cinnamon soils,loamy sand,16.5,24.7,92,8.1,240,180,150,7545
232,M-NCP,MNCP0232,2008,MNCP01,WS0039,24.13 ,29.74 ,19.51 ,2799.5,1639.5,260.2,735.5,1879.62,Cinnamon soils,loam,17.8,16.6,162,8.2,135,60,90,7305
233,M-NCP,MNCP0233,2008,MNCP01,WS0039,24.13 ,29.74 ,19.51 ,2799.5,1639.5,260.2,735.5,1879.62,Cinnamon soils,loam,23.7,7.4,56,7.9,135,60,90,7305
234,M-NCP,MNCP0234,2008,MNCP01,WS0036,25.07 ,30.27 ,20.34 ,2581.9,1551.9,365.4,545.2,1528.65,Cinnamon soils,loam,22.3,29.3,109,8.4,135,60,90,8000
235,M-NCP,MNCP0235,2008,MNCP01,WS0036,25.19 ,30.38 ,20.46 ,2468.9,1488.9,365.3,522,1469.94,Cinnamon soils,loamy sand,21,21.9,58,8.4,135,60,90,7589
236,M-NCP,MNCP0236,2008,MNCP01,WS0036,25.19 ,30.38 ,20.46 ,2468.9,1488.9,365.3,522,1469.94,Cinnamon soils,sandy loam,20.8,41.6,92,7.7,135,60,90,8858
237,M-NCP,MNCP0237,2008,MNCP01,WS0036,25.07 ,30.27 ,20.34 ,2581.9,1551.9,365.4,545.2,1528.65,Cinnamon soils,sandy loam,24.3,11,89,8.1,180,60,120,9030
238,M-NCP,MNCP0238,2008,MNCP01,WS0036,25.07 ,30.27 ,20.34 ,2581.9,1551.9,365.4,545.2,1528.65,Cinnamon soils,sandy loam,19,27.7,110,7.9,180,60,120,8501
239,M-NCP,MNCP0239,2008,MNCP01,WS0036,25.03 ,30.21 ,20.31 ,2552.7,1532.7,365.4,535.5,1503.62,Cinnamon soils,sand,18.1,12,107,7.9,180,60,120,9570
240,M-NCP,MNCP0240,2008,MNCP01,WS0036,24.36 ,29.57 ,19.73 ,2509.3,1479.3,345.9,547.5,1499.69,Cinnamon soils,loam,17.8,32.4,123,7.7,225,60,120,8630
241,M-NCP,MNCP0241,2008,MNCP01,WS0036,24.67 ,29.85 ,20.03 ,2541.4,1511.4,334.9,542.1,1506.21,Cinnamon soils,loam,16.8,19.8,85,8.4,225,60,150,6780
242,M-NCP,MNCP0242,2009,MNCP01,WS0036,25.40 ,30.90 ,20.14 ,2489.2,1509.2,349.3,668.142,1694.13,Cinnamon soils,sand,19.7,5.4,55,7.9,180,60,120,8148
243,M-NCP,MNCP0243,2009,MNCP01,WS0036,25.40 ,30.90 ,20.14 ,2489.2,1509.2,349.3,668.142,1694.13,Cinnamon soils,sandy loam,20.8,2.6,91,8.1,135,60,120,7638
244,M-NCP,MNCP0244,2009,MNCP01,WS0036,25.13 ,30.60 ,19.95 ,2562.8,1542.8,365.3,687.542,1737.78,Cinnamon soils,loam,21.3,29.3,109,8.4,135,60,90,7838
245,M-NCP,MNCP0245,2009,MNCP01,WS0036,25.35 ,30.89 ,20.07 ,2610.6,1580.6,356.7,706.842,1792.52,Cinnamon soils,sandy loam,24.3,11,89,8.1,180,60,120,6752
246,M-NCP,MNCP0246,2009,MNCP01,WS0036,24.72 ,30.23 ,19.59 ,2521.7,1501.7,365.3,676.442,1699.14,Fluvo-aquic soils,loamy sand,21,21.9,58,8.4,135,60,90,6248
247,M-NCP,MNCP0247,2010,MNCP01,WS0036,24.40 ,29.58 ,19.74 ,2635.1,1555.1,368.3,585.172,1543.71,Cinnamon soils,sandy loam,22.3,4.5,91,8.2,225,60,90,9134
248,M-NCP,MNCP0248,2010,MNCP01,WS0036,26.47 ,31.64 ,21.47 ,2540.7,1580.7,348.8,571.993,1528.45,Cinnamon soils,sand,18.1,12,107,7.9,180,60,120,9018
249,M-NCP,MNCP0249,2010,MNCP01,WS0036,24.33 ,29.52 ,19.68 ,2628.1,1548.1,367.5,575.772,1525.93,Cinnamon soils,sand,19.7,5.4,55,8,180,60,120,7538
250,M-NCP,MNCP0250,2010,MNCP01,WS0036,24.35 ,29.50 ,19.74 ,2556.5,1506.5,367.5,563.272,1486.68,Cinnamon soils,sandy loam,24.3,11,89,8.1,180,60,90,9701
251,M-NCP,MNCP0251,2010,MNCP01,WS0036,24.33 ,29.52 ,19.68 ,2628.1,1548.1,367.5,575.772,1525.93,Cinnamon soils,loam,19,27.7,110,7.9,180,60,120,7206
252,M-NCP,MNCP0252,2010,MNCP01,WS0036,24.76 ,29.94 ,20.01 ,2723.9,1623.9,370.5,616.772,1623.37,Cinnamon soils,sandy loam,21.3,29.3,109,8.4,135,60,120,7410
253,M-NCP,MNCP0253,2010,MNCP01,WS0036,24.44 ,29.63 ,19.75 ,2663.7,1573.7,370.5,590.172,1559.1,Fluvo-aquic soils,loamy sand,20.8,2.6,91,8,135,60,90,5880
254,M-NCP,MNCP0254,2010,MNCP01,WS0036,23.86 ,29.08 ,19.22 ,2696.7,1566.7,367.7,605.672,1576.21,Cinnamon soils,loam,21,21.9,58,8.4,135,60,120,7065
255,M-NCP,MNCP0255,2006,MNCP01,WS0044,25.22 ,30.73 ,20.42 ,2597.9,1567.9,213.5,541.8,1513.62,Fluvo-aquic soils,loamy sand,10.8,10.6,55,7.1,225,60,150,6140
256,M-NCP,MNCP0256,2006,MNCP01,WS0044,25.24 ,30.63 ,20.59 ,2473.5,1493.5,213.5,510.6,1435.78,Fluvo-aquic soils,loamy sand,22.2,3.8,129,7.5,225,60,150,6470
