Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
548,M-SWC,MSWC0548,2008,MSWC02,WS0502,21.21 ,26.63 ,17.79 ,3499.5,1849.5,878.2,532.1,2013.99,Paddy soils,,26,67,41,4.6,180,60,135,7764
549,M-SWC,MSWC0549,2008,MSWC02,WS0506,22.80 ,28.01 ,19.31 ,3603.1,2023.1,860.8,596.5,2077.49,Red earths,,24.5,12.4,58,4.6,180,60,150,8033
550,M-SWC,MSWC0550,2008,MSWC02,WS0506,22.80 ,28.01 ,19.31 ,3603.1,2023.1,860.8,596.5,2077.49,Red earths,,20.6,14.9,46,4.1,210,75,150,8235
551,M-SWC,MSWC0551,2008,MSWC02,WS0506,22.80 ,28.01 ,19.31 ,3603.1,2023.1,860.8,596.5,2077.49,Red earths,,27.9,18.4,35,4.1,255,90,225,10005
552,M-SWC,MSWC0552,2009,MSWC02,WS0506,23.03 ,28.06 ,19.61 ,3708.1,2100.6,587.6,606.9,2108.06,Red earths,,46.5,16,46,4.2,218,38,53,6195
553,M-SWC,MSWC0553,2008,MSWC02,WS0506,22.80 ,28.01 ,19.31 ,3603.1,2023.1,860.8,596.5,2077.49,Yellow earths,,30.2,23.2,38,5,225,75,180,6881
554,M-SWC,MSWC0554,2007,MSWC02,WS0504,22.72 ,28.87 ,19.27 ,3090.4,1730.4,1441.2,482.8,1750.6,Limestone soils,,21,20.7,202,6,195,60,180,6498
555,M-SWC,MSWC0555,2009,MSWC03,WS0615,23.47 ,27.92 ,20.22 ,3309.9,1901.5,743,732.8,2196.96,Red earths,,35.8,64.3,205,5.3,180,75,90,7758
556,M-SWC,MSWC0556,2005,MSWC03,WS0545,25.33 ,29.87 ,21.41 ,2558.1,1548.1,495,507.5,1556.97,Paddy soils,,40.8,15.5,73,5,240,90,150,8369
557,M-SWC,MSWC0557,2005,MSWC03,WS0545,24.05 ,28.74 ,20.04 ,2885.7,1688.4,648.1,585.6,1802.54,Paddy soils,,35.2,22.9,79,5.1,240,90,150,7970
558,M-SWC,MSWC0558,2005,MSWC03,WS0545,24.14 ,28.84 ,20.13 ,2872.1,1684.8,648.1,582.8,1792.02,Paddy soils,,37.8,51.2,59,5.2,240,90,150,8703
559,M-SWC,MSWC0559,2006,MSWC03,WS0545,24.76 ,29.36 ,20.92 ,3094.5,1847.2,686.1,609.2,1884.97,Paddy soils,,28,11.5,66,6.2,180,60,90,8102
560,M-SWC,MSWC0560,2007,MSWC03,WS0545,25.55 ,30.72 ,21.85 ,3091.1,1881.1,539.5,558.6,1778.15,Paddy soils,,17.1,12.3,55,5.5,180,75,180,6339
561,M-SWC,MSWC0561,2007,MSWC03,WS0545,25.59 ,30.76 ,21.90 ,3326.2,2026.2,561.4,598.7,1904.09,Paddy soils,,24.9,26,120,5.5,135,75,120,7662
562,M-SWC,MSWC0562,2007,MSWC03,WS0545,25.84 ,30.92 ,22.23 ,2868,1758,512.6,501.1,1617.76,Paddy soils,,27.1,27.9,52,5.7,180,75,150,6234
563,M-SWC,MSWC0563,2007,MSWC03,WS0545,25.56 ,30.78 ,21.84 ,3246.4,1976.4,548.5,594.9,1877.59,Paddy soils,,19.7,19.3,43,4.7,135,75,120,7121
564,M-SWC,MSWC0564,2007,MSWC03,WS0545,24.78 ,29.97 ,21.03 ,3518.9,2099.2,570.3,640.9,2048.71,Paddy soils,,8.2,10.9,94,6.1,180,60,120,5498
565,M-SWC,MSWC0565,2008,MSWC03,WS0545,25.08 ,30.27 ,21.41 ,3210.2,1930.2,523.7,576.5,1855.58,Paddy soils,,45.1,11.5,86,5.9,135,60,90,8684
566,M-SWC,MSWC0566,2008,MSWC03,WS0545,25.58 ,30.91 ,21.82 ,3171.6,1931.6,460.4,575.2,1827.31,Paddy soils,,15.5,8.1,50,5.6,120,45,75,6399
567,M-SWC,MSWC0567,2008,MSWC03,WS0545,24.99 ,30.19 ,21.31 ,3199.1,1919.1,526,584.1,1867.01,Paddy soils,,20.8,14.6,35,5.5,150,75,120,7602
568,M-SWC,MSWC0568,2007,MSWC03,WS0551,24.30 ,29.38 ,20.54 ,3037.9,1788.1,416.5,778.4,2141.22,Red earths,,24.5,21.7,97,5.3,180,75,90,8867
569,M-SWC,MSWC0569,2008,MSWC03,WS0551,24.14 ,28.93 ,20.46 ,3089.6,1809.6,532.3,855.5,2294.6,Paddy soils,,17.1,28.1,120,5.8,180,75,90,8397
570,M-SWC,MSWC0570,2009,MSWC03,WS0551,23.45 ,28.35 ,19.82 ,3142.1,1802.9,558.3,810.2,2244.23,Paddy soils,,34.6,28.8,127,5.5,180,75,90,8013
571,M-SWC,MSWC0571,2009,MSWC03,WS0551,24.03 ,28.72 ,20.55 ,3220,1880.8,587.9,801.1,2246.75,Red earths,,21.5,29.6,136,5.3,180,75,90,8133
572,M-SWC,MSWC0572,2010,MSWC03,WS0551,22.59 ,27.02 ,19.25 ,3027,1695.6,1044.9,657.8,2009.01,Red earths,,31.4,32.2,152,5.2,180,75,90,7742
573,M-SWC,MSWC0573,2010,MSWC03,WS0517,21.13 ,24.41 ,18.71 ,1986.1,1051.7,598,457.8,1407.42,Fluvo-aquic soils,,31.2,17.5,70,5.2,180,75,90,7521
574,M-SWC,MSWC0574,2007,MSWC03,WS0552,25.91 ,31.65 ,21.64 ,2461,1511,302.3,516.1,1530.97,Paddy soils,,32.5,37.3,179,5.3,180,75,90,5253
575,M-SWC,MSWC0575,2009,MSWC03,WS0552,24.89 ,30.51 ,20.66 ,2787.2,1667.2,606.1,674.9,1906.58,Red earths,,37.6,41.3,162,5.2,180,75,90,5982
576,M-SWC,MSWC0576,2008,MSWC03,WS0508,24.64 ,29.53 ,20.83 ,3301.4,1961.4,646.1,634.2,1983.9,Fluvo-aquic soils,,15.6,21.6,104,5.8,180,120,53,8028
577,M-SWC,MSWC0577,2008,MSWC03,WS0508,24.64 ,29.53 ,20.83 ,3301.4,1961.4,646.1,634.2,1983.9,Red earths,,16.5,29.5,102,5.5,180,120,53,7800
578,M-SWC,MSWC0578,2008,MSWC03,WS0508,24.63 ,29.52 ,20.82 ,3349.8,1989.8,665.2,646.7,2017.38,Red earths,,16.1,22.3,106,5.8,180,120,53,7674
579,M-SWC,MSWC0579,2007,MSWC03,WS0508,24.47 ,29.48 ,20.70 ,3352.1,1982.1,680.8,686.3,2084.45,Red earths,,25.9,12.2,119,6.3,200,108,108,7505
580,M-SWC,MSWC0580,2009,MSWC03,WS0540,24.55 ,29.54 ,21.20 ,3215.8,1905.8,613.8,558.7,1845.61,Paddy soils,,29,12.4,84,6.5,180,75,90,9398
581,M-SWC,MSWC0581,2009,MSWC03,WS0570,23.82 ,28.58 ,20.62 ,3048.9,1768.9,584.8,566.5,1839.53,Paddy soils,,20.8,10.9,132,5.6,180,75,90,7691
582,M-SWC,MSWC0582,2007,MSWC03,WS0535,23.40 ,28.40 ,19.62 ,3346.2,1921.4,1084.7,618.4,2018.17,Limestone soils,,22,4.7,48,6.2,180,75,90,5018
583,M-SWC,MSWC0583,2006,MSWC03,WS0535,23.24 ,28.44 ,19.26 ,3579.5,2041,780.9,825.6,2418.83,Limestone soils,,30,4.4,50,7.2,180,75,90,8426
584,M-SWC,MSWC0584,2008,MSWC03,WS0535,22.70 ,27.91 ,19.00 ,3496.2,1956.2,837.7,632.4,2105.88,Limestone soils,,31.1,11.5,105,7.8,165,90,120,6063
585,M-SWC,MSWC0585,2009,MSWC03,WS0535,23.88 ,29.25 ,20.19 ,3629.1,2109.1,729.8,702.9,2211.66,Yellow earths,,39.2,9.4,98,6.9,165,90,120,6843
586,M-SWC,MSWC0586,2006,MSWC03,WS0535,24.41 ,29.49 ,20.41 ,3246,1917.5,702.9,745.3,2162.03,Limestone soils,,25,61.1,40,4.5,165,83,90,5303
587,M-SWC,MSWC0587,2009,MSWC03,WS0535,23.54 ,28.88 ,19.88 ,3696.4,2130.3,741.6,717.5,2266.39,Red earths,,29.9,5.1,100,6.9,165,90,120,7149
588,M-SWC,MSWC0588,2010,MSWC03,WS0535,23.45 ,28.42 ,20.00 ,3236.2,1861.7,813.2,610.8,1975.15,Red earths,,35.6,29.8,112,7,180,75,90,7653
589,M-SWC,MSWC0589,2008,MSWC03,WS0535,23.93 ,29.08 ,20.30 ,3973.2,2313.2,924.8,689,2268.63,Limestone soils,,60.5,3.3,171,6.4,165,90,120,6470
590,M-SWC,MSWC0590,2010,MSWC03,WS0535,22.63 ,27.58 ,19.23 ,3530.8,1976.3,886.2,670.2,2184.96,Limestone soils,,23.4,12.8,69,6.7,165,75,90,6648
591,M-SWC,MSWC0591,2010,MSWC03,WS0535,24.26 ,29.39 ,20.74 ,3638.9,2138.9,840.6,701.7,2189.59,Limestone soils,,28.6,13.6,102,7.9,165,75,90,6059
592,M-SWC,MSWC0592,2010,MSWC03,WS0535,24.62 ,29.82 ,21.02 ,3545.2,2105.2,806.5,692.1,2132.99,Limestone soils,,23.5,20.7,98,6.3,165,75,90,5981
593,M-SWC,MSWC0593,2008,MSWC03,WS0536,23.51 ,28.82 ,19.55 ,3173.8,1823.8,730.2,514.4,1800.02,Limestone soils,,12.2,19,73,5.6,180,75,90,5592
594,M-SWC,MSWC0594,2008,MSWC03,WS0537,23.75 ,30.21 ,19.86 ,3182.5,1842.5,783.9,568,1880.11,Paddy soils,,28.2,29.6,142,4.6,180,75,90,9240
595,M-SWC,MSWC0595,2006,MSWC03,WS0537,20.36 ,26.68 ,16.30 ,2829.7,1458.3,549.6,630.7,1958.28,Limestone soils,,47.1,40.5,83,7.5,180,75,150,7134
596,M-SWC,MSWC0596,2007,MSWC03,WS0537,20.90 ,26.84 ,17.27 ,2926.1,1541.6,866.4,485.3,1756.38,Limestone soils,,16.2,50.9,84,7.6,180,75,90,6903
597,M-SWC,MSWC0597,2008,MSWC03,WS0537,24.38 ,30.86 ,20.49 ,3266.4,1926.4,831,583.5,1902.83,Paddy soils,,41,16.7,179,6.9,180,75,90,7740
598,M-SWC,MSWC0598,2010,MSWC03,WS0537,23.20 ,28.88 ,19.82 ,3131.6,1786.2,1123.3,577.9,1900.31,Paddy soils,,45.6,21.4,283,5,180,75,90,8234
599,M-SWC,MSWC0599,2007,MSWC03,WS0537,20.03 ,26.03 ,16.32 ,2783.5,1428.6,635.2,474.3,1717.4,Paddy soils,,22.9,7.2,58,5.5,180,75,90,5781
600,M-SWC,MSWC0600,2007,MSWC03,WS0505,16.49 ,22.08 ,12.44 ,1961.8,847.2,385.8,411.6,1409.31,Yellow earths,,31,12,191,5,180,75,90,7412
601,M-SWC,MSWC0601,2007,MSWC03,WS0505,16.57 ,22.17 ,12.53 ,1972.1,857.5,384,411.6,1412.04,Yellow earths,,29,7,109,5,180,75,90,6903
602,M-SWC,MSWC0602,2006,MSWC03,WS0579,23.74 ,28.67 ,19.79 ,2777,1610.1,846.3,646,1881.51,Red earths,,37.5,14.5,75,5,276,72,135,7653
603,M-SWC,MSWC0603,2006,MSWC03,WS0579,23.99 ,28.90 ,20.06 ,2806.8,1639.9,846.3,647.6,1886.63,Red earths,,29.4,13.6,37,5.3,276,72,135,7563
604,M-SWC,MSWC0604,2006,MSWC03,WS0579,23.86 ,28.78 ,19.93 ,2792.1,1625.2,846.3,646.1,1883.25,Red earths,,35.5,45,178,5.3,225,75,105,6609
605,M-SWC,MSWC0605,2006,MSWC03,WS0579,23.99 ,28.90 ,20.06 ,2806.8,1639.9,846.3,647.6,1886.63,Red earths,,20.5,9.2,66,7.4,225,75,105,6413
606,M-SWC,MSWC0606,2006,MSWC03,WS0579,23.86 ,28.78 ,19.93 ,2792.1,1625.2,846.3,646.1,1883.25,Red earths,,13.5,7.2,69,6.2,276,72,135,7284
607,M-SWC,MSWC0607,2010,MSWC03,WS0577,27.29 ,32.46 ,23.60 ,2592.7,1642.7,558.4,520.2,1516.5,Red earths,,34.5,12.6,95,6.1,150,75,75,8543
608,M-SWC,MSWC0608,2010,MSWC03,WS0577,27.33 ,32.48 ,23.68 ,2705.7,1715.7,426.8,545.2,1575.06,Red earths,,36.2,8.7,68,5.7,165,69,72,8174
609,M-SWC,MSWC0609,2008,MSWC03,WS0578,22.29 ,27.43 ,18.54 ,2028.5,1118.5,317.8,360.3,1234.76,Paddy soils,,28.8,7.5,118,5.5,210,90,105,8100
610,M-SWC,MSWC0610,2008,MSWC03,WS0578,22.72 ,27.96 ,18.93 ,1749.2,979.2,292.8,321,1077.33,Paddy soils,,33.6,14.6,93,5.1,210,90,105,8250
611,M-SWC,MSWC0611,2008,MSWC03,WS0578,22.29 ,27.52 ,18.54 ,1761.2,971.2,315.7,317.4,1081.08,Paddy soils,,15.9,4.7,80,5.2,210,90,105,8145
612,M-SWC,MSWC0612,2008,MSWC03,WS0578,22.39 ,27.53 ,18.72 ,1768.9,978.9,312.8,311.1,1073.69,Red earths,,20.5,12.7,176,5.3,210,90,105,5880
613,M-SWC,MSWC0613,2009,MSWC03,WS0578,24.79 ,29.57 ,21.41 ,3148.4,1878.4,789.5,624.3,1928.17,Paddy soils,,25.2,8.5,80,4.6,240,90,105,5355
614,M-SWC,MSWC0614,2009,MSWC03,WS0578,24.47 ,29.23 ,21.14 ,3230.3,1910.3,869.3,629.8,1969.89,Red earths,,24.3,36.8,160,4.8,240,90,105,6060
615,M-SWC,MSWC0615,2008,MSWC03,WS0578,22.66 ,27.88 ,18.89 ,1721.8,961.8,292.8,311.1,1053.82,Limestone soils,,21.2,10.4,113,5.7,210,90,105,7110
616,M-SWC,MSWC0616,2008,MSWC03,WS0578,22.51 ,27.66 ,18.79 ,1846.1,1026.1,316,331.4,1128.06,Paddy soils,,45.8,12.4,86,5.5,210,90,105,7905
617,M-SWC,MSWC0617,2006,MSWC03,WS0587,24.28 ,29.28 ,20.60 ,2816.9,1661.6,843.8,632.6,1857.42,Paddy soils,,20.5,23.5,95,5.3,225,75,105,6413
618,M-SWC,MSWC0618,2007,MSWC03,WS0587,23.84 ,29.19 ,19.87 ,2765.8,1607.9,453,695.1,1960.99,Paddy soils,,28.7,26.2,119,5.4,225,75,105,7094
619,M-SWC,MSWC0619,2007,MSWC03,WS0587,24.03 ,29.41 ,20.00 ,2835.1,1657.2,452.9,723.5,2022.45,Red earths,,26.5,20.3,99,5.4,225,75,105,7166
620,M-SWC,MSWC0620,2007,MSWC03,WS0587,24.12 ,29.54 ,20.06 ,2918,1710.1,453,747.1,2081.52,Paddy soils,,25.8,32,215,5.4,225,75,105,7691
621,M-SWC,MSWC0621,2008,MSWC03,WS0573,23.91 ,29.32 ,20.28 ,2917.5,1697.5,581.6,484.9,1666.85,Paddy soils,,19.2,9,80,4.9,180,75,90,7335
622,M-SWC,MSWC0622,2010,MSWC03,WS0573,21.79 ,26.66 ,18.36 ,3530.2,1921.7,729.6,655,2187.93,Paddy soils,,20.4,8.6,88,4.5,180,75,90,5757
623,M-SWC,MSWC0623,2007,MSWC03,WS0573,23.57 ,28.95 ,19.92 ,2899.7,1669.7,783.8,578.23,1813.52,Paddy soils,,15.1,3.4,48,4.6,222,83,125,8100
624,M-SWC,MSWC0624,2010,MSWC03,WS0573,23.44 ,28.07 ,20.16 ,2672.2,1532.2,599.6,442.7,1543.06,Paddy soils,,26.8,26.3,46,5.2,180,75,90,7104
625,M-SWC,MSWC0625,2008,MSWC03,WS0573,24.56 ,30.07 ,20.89 ,3168.1,1878.1,633.3,529,1786.5,Paddy soils,,29.1,33.3,92,4.8,180,75,90,6570
626,M-SWC,MSWC0626,2009,MSWC03,WS0572,24.43 ,30.06 ,20.78 ,3151.5,1861.5,563.1,611.7,1915.56,Yellow earths,,20,3.3,306,6,180,75,75,7956
627,M-SWC,MSWC0627,2009,MSWC03,WS0572,24.53 ,30.16 ,20.88 ,3151.6,1861.6,563.2,611.8,1916.56,Yellow earths,,22.2,3.1,300,5.2,180,75,75,7956
628,M-SWC,MSWC0628,2009,MSWC03,WS0572,24.63 ,30.26 ,20.98 ,3151.7,1861.7,563.3,611.9,1917.56,Yellow earths,,22.2,3.1,300,5.2,180,75,75,7832
629,M-SWC,MSWC0629,2010,MSWC03,WS0541,26.08 ,31.36 ,22.76 ,3259.5,2009.5,1156.9,684.8,1973.55,Red earths,,25.9,29.8,114,5.6,180,75,90,8039
630,M-SWC,MSWC0630,2010,MSWC03,WS0541,26.73 ,32.03 ,23.37 ,2940.6,1840.6,1013.4,632.8,1777.3,Paddy soils,,24.9,15.6,218,7.9,180,75,90,7539
631,M-SWC,MSWC0631,2010,MSWC03,WS0541,26.06 ,31.33 ,22.74 ,3231.3,1991.3,1072.8,684.8,1969.05,Paddy soils,,22,5.9,71,5.9,180,75,90,8375
632,M-SWC,MSWC0632,2009,MSWC03,WS0625,25.78 ,30.64 ,22.35 ,3402.4,2082.4,671.2,652.4,2008.79,Paddy soils,,23.5,3.7,77,5.8,150,36,75,5771
633,M-SWC,MSWC0633,2007,MSWC03,WS0617,23.76 ,29.06 ,19.58 ,2969.7,1722.4,571.3,814.2,2218.67,Paddy soils,,20.5,9.7,52,4.7,180,75,90,6995
634,M-SWC,MSWC0634,2008,MSWC03,WS0617,23.62 ,28.83 ,19.68 ,3331.1,1922.1,720,815.8,2332.24,Red earths,,32.3,15.3,147,4.8,180,75,90,8571
635,M-SWC,MSWC0635,2010,MSWC03,WS0617,23.97 ,28.76 ,20.40 ,3020.7,1767.8,548.6,627.2,1926.57,Paddy soils,,44.5,8.9,59,4.7,150,75,75,8436
636,M-SWC,MSWC0636,2007,MSWC03,WS0617,23.61 ,28.95 ,19.41 ,2951.7,1704.4,571.3,808.9,2207.28,Red earths,,22.1,6.2,54,5.6,180,75,90,7350
637,M-SWC,MSWC0637,2008,MSWC03,WS0617,23.27 ,28.45 ,19.31 ,2583.3,1473.3,623.9,622.6,1810.68,Paddy soils,,29.7,11.9,66,7.3,180,75,90,7701
638,M-SWC,MSWC0638,2007,MSWC03,WS0581,25.93 ,30.92 ,22.26 ,2982.3,1832.3,578.1,709.9,1989.01,Paddy soils,,43.5,26.7,47,5.8,180,75,90,6435
639,M-SWC,MSWC0639,2007,MSWC03,WS0581,25.89 ,30.92 ,22.18 ,3029.6,1859.6,578.1,725.9,2028.73,Paddy soils,,25,27.9,73,7.5,180,75,90,6219
640,M-SWC,MSWC0640,2008,MSWC03,WS0615,24.50 ,29.40 ,21.04 ,3332.2,1972.2,539.7,778.1,2241.88,Red earths,,24.3,12,159,4.7,180,75,90,7470
641,M-SWC,MSWC0641,2008,MSWC03,WS0615,24.51 ,29.33 ,21.13 ,3798.9,2248.9,627.6,849.1,2476.67,Paddy soils,,22.3,31.9,112,4.9,180,75,90,7959
642,M-SWC,MSWC0642,2008,MSWC03,WS0615,23.88 ,28.77 ,20.42 ,3199.9,1859.9,531.3,745.1,2172.27,Paddy soils,,22.5,13.2,55,5.2,180,75,90,8037
643,M-SWC,MSWC0643,2008,MSWC03,WS0615,25.17 ,30.10 ,21.69 ,3323,2003,493.2,774.5,2206.61,Red earths,,22.9,15.7,87,5.4,180,75,90,8037
644,M-SWC,MSWC0644,2009,MSWC03,WS0615,25.04 ,29.87 ,21.51 ,3680.3,2210.3,660.2,883.7,2479,Paddy soils,,26.7,43.2,39,4.8,180,75,90,7985
645,M-SWC,MSWC0645,2009,MSWC03,WS0615,23.08 ,27.47 ,19.87 ,3277.8,1859.4,745.2,708.7,2161.95,Paddy soils,,26.3,15.8,47,5,180,75,90,8711
646,M-SWC,MSWC0646,2009,MSWC03,WS0615,24.69 ,29.44 ,21.24 ,3604.8,2144.8,726.1,848.6,2419.21,Paddy soils,,33.6,21.7,109,5.7,180,75,90,8124
647,M-SWC,MSWC0647,2007,MSWC03,WS0615,21.75 ,26.70 ,18.17 ,2783.6,1518.2,487.9,637.1,1925.5,Paddy soils,,39.8,25.7,94,6,180,75,90,6953
648,M-SWC,MSWC0648,2007,MSWC03,WS0615,21.50 ,26.47 ,17.87 ,2644.1,1428.7,475.4,609.4,1843.89,Paddy soils,,27,17.7,75,5.6,180,75,90,7004
649,M-SWC,MSWC0649,2007,MSWC03,WS0615,22.14 ,27.18 ,18.49 ,2723.6,1508.2,487.9,634.7,1893.04,Paddy soils,,30.4,16.9,83,5.4,180,75,90,7524
650,M-SWC,MSWC0650,2007,MSWC03,WS0615,21.73 ,26.75 ,18.08 ,2651.4,1446,477.2,618.6,1854.77,Paddy soils,,28.6,18.1,81,5.8,180,75,90,7020
651,M-SWC,MSWC0651,2010,MSWC03,WS0582,21.94 ,26.53 ,18.69 ,2655.2,1451.7,727,484.7,1651.73,Paddy soils,,28.4,12.3,121,6.5,150,75,75,8417
652,M-SWC,MSWC0652,2007,MSWC03,WS0582,24.15 ,29.27 ,19.70 ,2849.5,1669.5,473.7,609.9,1840.25,Paddy soils,,30,16,79,6.2,180,75,90,6930
653,M-SWC,MSWC0653,2007,MSWC03,WS0582,24.22 ,29.35 ,19.80 ,2737.1,1607.1,472.8,578.3,1754.43,Paddy soils,,32,17.2,80,6.5,180,75,90,6630
654,M-SWC,MSWC0654,2007,MSWC03,WS0582,24.71 ,29.96 ,20.23 ,2915.4,1735.4,471.4,639,1890.06,Paddy soils,,28.9,14.8,59,6.4,180,75,90,6632
655,M-SWC,MSWC0655,2007,MSWC03,WS0582,26.60 ,32.25 ,22.63 ,3244.8,2024.8,470.9,702.825,2006.78,Paddy soils,,23.3,15.8,68,6.5,225,75,105,7170
656,M-SWC,MSWC0656,2009,MSWC03,WS0582,23.65 ,28.69 ,20.07 ,2767,1597,904.6,613.9,1841.06,Paddy soils,,31,7,43,5,180,75,90,6042
657,M-SWC,MSWC0657,2009,MSWC03,WS0582,24.19 ,29.14 ,20.66 ,2830.3,1660.3,832.6,627.9,1867.03,Red earths,,23.2,7.1,124,5.2,180,75,90,6632
658,M-SWC,MSWC0658,2008,MSWC03,WS0655,23.68 ,28.48 ,20.43 ,2936.5,1696.5,831.7,428.1,1576.93,Red earths,,22,16.4,110,5.1,180,75,90,7425
659,M-SWC,MSWC0659,2009,MSWC03,WS0656,24.22 ,29.09 ,20.68 ,2421.6,1421.6,645.4,614.2,1724.67,Paddy soils,,30.9,8.4,60,5.6,180,75,75,7254
660,M-SWC,MSWC0660,2010,MSWC03,WS0656,21.97 ,26.05 ,19.00 ,2218.9,1213.9,783.5,391.8,1359.91,Paddy soils,,35.4,22.3,120,5.7,180,75,90,7008
661,M-SWC,MSWC0661,2009,MSWC03,WS0656,23.75 ,28.63 ,20.27 ,2399.2,1389.2,664.7,594.9,1697.33,Paddy soils,,38.7,13.4,120,5.7,180,75,90,7833
662,M-SWC,MSWC0662,2010,MSWC03,WS0656,22.11 ,26.20 ,19.14 ,2188.4,1203.4,774.6,391.2,1346.06,Paddy soils,,38.5,16.2,90,5.9,180,75,90,5925
663,M-SWC,MSWC0663,2009,MSWC03,WS0656,24.16 ,29.01 ,20.66 ,2391.6,1401.6,645.4,601.7,1696.95,Paddy soils,,54.4,22.3,180,6.8,180,75,90,7451
664,M-SWC,MSWC0664,2005,MSWC03,WS0652,23.58 ,27.75 ,20.32 ,2712.1,1562.7,880.8,597.6,1789.72,Red earths,,31.6,18.5,196,6.6,180,90,90,9200
665,M-SWC,MSWC0665,2006,MSWC03,WS0652,23.06 ,26.85 ,19.69 ,2559.2,1456.8,688,458.9,1533.69,Red earths,,27.6,7.6,166,6.8,180,90,90,9291
666,M-SWC,MSWC0666,2009,MSWC03,WS0652,22.63 ,27.00 ,19.60 ,2512.3,1404.9,778.8,527.9,1649.04,Red earths,,21.4,57.6,112,5.5,180,90,90,9477
667,M-SWC,MSWC0667,2009,MSWC03,WS0652,22.57 ,26.93 ,19.56 ,2595.8,1448.4,780.9,543.4,1701.02,Red earths,,19.9,15.2,157,6.3,180,90,90,9384
668,M-SWC,MSWC0668,2009,MSWC03,WS0653,23.98 ,28.71 ,20.51 ,3236.7,1886.7,815.8,714.3,2120.29,Limestone soils,,23.7,14,194,5.5,180,75,90,7860
669,M-SWC,MSWC0669,2009,MSWC03,WS0653,23.76 ,28.58 ,20.20 ,3397.3,1968.1,820.5,767.3,2251.72,Limestone soils,,36.3,14,145,6.8,180,75,90,8760
670,M-SWC,MSWC0670,2005,MSWC03,WS0618,24.26 ,28.55 ,21.09 ,2814.1,1657.6,589.1,519,1666.64,Paddy soils,,45.1,4.5,106,6.9,135,68,72,7380
671,M-SWC,MSWC0671,2005,MSWC03,WS0618,26.74 ,31.27 ,23.33 ,2246,1406,285.8,479.4,1307.45,Paddy soils,,48.4,8.9,136,6.3,150,36,75,4920
672,M-SWC,MSWC0672,2009,MSWC03,WS0619,23.84 ,27.95 ,20.82 ,3432.7,1993.6,736.1,670.4,2109.82,Red earths,,18.2,34.1,48,4.9,180,75,90,7644
673,M-SWC,MSWC0673,2009,MSWC03,WS0619,23.94 ,28.05 ,20.92 ,3432.8,1993.7,736.2,670.5,2110.82,Red earths,,31.1,11.3,45,4.9,180,75,90,7650
674,M-SWC,MSWC0674,2010,MSWC03,WS0619,23.77 ,28.00 ,20.76 ,3423.3,1989,1097.1,675.6,2120.46,Red earths,,18,15.4,64,5.4,180,75,90,7925
675,M-SWC,MSWC0675,2010,MSWC03,WS0619,23.77 ,28.00 ,20.76 ,3423.3,1989,1097.1,675.6,2120.46,Red earths,,18.4,16.1,101,5.6,180,75,90,7364
676,M-SWC,MSWC0676,2007,MSWC03,WS0620,24.98 ,30.26 ,20.95 ,3072.6,1844.3,329.1,670.2,1973.12,Limestone soils,,20.9,7.9,66,5.2,180,72,105,6383
677,M-SWC,MSWC0677,2007,MSWC03,WS0620,26.24 ,31.39 ,22.32 ,2598,1608,289.7,558.3,1629.7,Red earths,,19.4,11.6,220,5.9,180,72,105,8271
678,M-SWC,MSWC0678,2006,MSWC03,WS0620,24.51 ,29.18 ,20.81 ,2818.9,1672.6,633.9,554.2,1726.13,Paddy soils,,15.6,9.1,182,6.1,180,72,105,6006
679,M-SWC,MSWC0679,2008,MSWC03,WS0620,24.75 ,29.59 ,21.19 ,3241.9,1931.9,555.5,607.3,1926.05,Limestone soils,,18.7,13,83,5.7,180,72,105,6521
680,M-SWC,MSWC0680,2006,MSWC03,WS0620,24.62 ,29.30 ,20.93 ,2929.5,1743.2,648.4,574.5,1789.87,Red earths,,11.8,4.7,100,6.3,180,72,105,8040
681,M-SWC,MSWC0681,2008,MSWC03,WS0620,24.76 ,29.65 ,21.18 ,3070.3,1830.3,543.6,577.2,1829.1,Red earths,,17.8,13.7,79,5.7,180,72,105,8304
682,M-SWC,MSWC0682,2008,MSWC03,WS0507,25.55 ,31.23 ,21.94 ,2375.9,1445.9,863.5,325.6,1198.82,Paddy soils,,23.7,10.6,78,6.5,180,75,90,6579
683,M-SWC,MSWC0683,2009,MSWC03,WS0507,23.46 ,28.77 ,19.81 ,2885.3,1655.3,742.9,469.4,1643.92,Limestone soils,,15.8,9.7,71,4.9,180,75,90,6795
684,M-SWC,MSWC0684,2007,MSWC03,WS0507,22.83 ,28.22 ,18.50 ,2784.7,1564.7,923.7,434.2,1575.67,Paddy soils,,21.5,10.5,89,5.7,206,74,108,5003
685,M-SWC,MSWC0685,2007,MSWC03,WS0507,23.15 ,28.66 ,18.72 ,3148.5,1788.5,986.5,520.6,1810.34,Fluvo-aquic soils,,17.8,8.4,70,5.5,180,75,90,6854
686,M-SWC,MSWC0686,2008,MSWC03,WS0507,23.52 ,29.25 ,19.66 ,3198.5,1838.5,985.7,466,1725.87,Fluvo-aquic soils,,17.5,8.2,75,5.5,180,75,90,6864
