Crop,NO,Year,Province,Province1,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil type1,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk,,
LR-SC,LRSC0409,2009,湖南省,Hunan,8657678,26.105825,30.491262,22.902913,2688.9,1658.9,175.9,655.3,1669.49,水稻土,Paddy soil,sandy loam,48.2,14.5,79,5.9,165,60,120,7954.5,,
LR-SC,LRSC0410,2007,湖南省,Hunan,8657678,25.792308,31.489423,21.8,2682.4,1642.4,312.6,703.9,1758.78,水稻土,Paddy soil,sandy loam,41.3,13.8,99,6.2,165,60,120,7600.5,,
LR-SC,LRSC0411,2007,湖南省,Hunan,8657678,25.490654,31.292523,21.430841,2727.5,1657.5,312.7,725.7,1799.18,水稻土,Paddy soil,sandy loam,40.5,4.7,50,6.3,165,60,120,6621,,
LR-SC,LRSC0412,2006,湖南省,Hunan,8657773,26.17234043,30.87234043,22.58510638,2460.2,1520.2,323.6,647.2,1623.74,水稻土,Paddy soil,sandy loam,48.1,35,51,6.5,180,54,90,6336,,
LR-SC,LRSC0413,2006,湖南省,Hunan,8657773,25.85054945,30.58901099,22.25494505,2352.4,1442.4,234.2,610,1534.31,水稻土,Paddy soil,clay,36.5,3.5,90,5.1,180,54,90,7603.5,,
LR-SC,LRSC0414,2006,湖南省,Hunan,8657773,25.95795455,30.72272727,22.32954545,2284.3,1404.3,210,608.4,1516.93,水稻土,Paddy soil,clay,60.6,35,71,7.4,180,54,90,7927.5,,
LR-SC,LRSC0415,2007,湖南省,Hunan,8657773,26.415663,31.080723,23.066265,2192.5,1362.5,351.7,486.5,1300.7,水稻土,Paddy soil,clay,36,3.5,76,6.5,180,54,90,7603.5,,
LR-SC,LRSC0416,2009,湖南省,Hunan,8657773,26.244037,30.96055,22.637615,2860.6,1770.6,228.8,656.7,1715,水稻土,Paddy soil,clay,43.4,23.5,183,6.4,180,54,90,6198,,
LR-SC,LRSC0417,2006,湖南省,Hunan,8657773,25.66136364,30.42613636,22.07045455,2258.2,1378.2,234.2,575.1,1455.74,水稻土,Paddy soil,clay,55.4,22,110,7.5,180,54,90,7290,,
LR-SC,LRSC0418,2008,湖南省,Hunan,8657773,25.863889,30.387037,22.409259,2793.3,1713.3,284.6,599.6,1613.31,水稻土,Paddy soil,sandy loam,34.5,15.7,83,7.6,180,54,90,6667.5,,
LR-SC,LRSC0419,2009,湖南省,Hunan,8657773,26.297222,31.001852,22.712037,2840.1,1760.1,228.8,654.6,1707.46,水稻土,Paddy soil,sandy loam,50.9,50.6,47,6.1,180,54,90,6855,,
LR-SC,LRSC0420,2006,湖南省,Hunan,8657773,25.64563107,30.22621359,22.22038835,2641.5,1611.5,351.9,643.2,1657.44,水稻土,Paddy soil,clay,31.3,17,150,6.2,180,54,90,7755,,
LR-SC,LRSC0421,2007,湖南省,Hunan,8657773,26.660674,31.310112,23.294382,2372.8,1482.8,361.1,531.6,1417.79,水稻土,Paddy soil,silty clay loam,35.5,3.9,76,5.2,180,54,90,8308.5,,
LR-SC,LRSC0422,2006,湖南省,Hunan,8657773,26.11827957,30.82688172,22.54086022,2429,1499,323.6,636.2,1598.52,水稻土,Paddy soil,clay,34.8,6.4,200,5.6,180,54,90,7230,,
LR-SC,LRSC0423,2007,湖南省,Hunan,8657773,24.992708,29.628125,21.646875,2399.3,1439.3,352,511.5,1389.47,水稻土,Paddy soil,clay,24.2,6.9,145,5.8,180,54,90,6630,,
LR-SC,LRSC0424,2007,湖南省,Hunan,8657773,25.132609,29.68913,21.838043,2312.2,1392.2,352,480.1,1323.16,水稻土,Paddy soil,clay,36.4,7.1,120,5.4,180,54,90,6585,,
LR-SC,LRSC0425,2006,湖南省,Hunan,8657773,25.85054945,30.58901099,22.25494505,2352.4,1442.4,234.2,610,1534.31,水稻土,Paddy soil,clay,44.3,9,80,5,180,54,90,6675,,
LR-SC,LRSC0426,2007,湖南省,Hunan,8657773,25.926531,30.489796,22.627551,2540.8,1560.8,365.8,550.5,1493.76,水稻土,Paddy soil,clay,44.7,6.3,135,5.7,180,54,90,6180,,
LR-SC,LRSC0427,2008,湖南省,Hunan,8657773,26.096471,30.622353,22.631765,2218.2,1368.2,247,465.1,1266.84,水稻土,Paddy soil,clay,47.1,5,181,5.3,180,54,90,7413,,
LR-SC,LRSC0428,2008,湖南省,Hunan,8657773,25.40614,29.846491,22.012281,2896.3,1756.3,306.3,613.4,1659.26,水稻土,Paddy soil,silty clay loam,43.3,15.8,132,5.2,180,54,90,6855,,
LR-SC,LRSC0429,2008,湖南省,Hunan,8657771,25.413636,30.480682,22.084091,2236.4,1356.4,255.6,485.3,1321.8,水稻土,Paddy soil,loam,35.8,18,60,5.4,180,54,90,7609.5,,
LR-SC,LRSC0430,2008,湖南省,Hunan,8657771,26.192941,31.312941,22.804706,2226.4,1376.4,282.8,488.1,1323.09,水稻土,Paddy soil,loam,42.9,20.5,75,5.7,180,54,90,8584.5,,
LR-SC,LRSC0431,2008,湖南省,Hunan,8657771,25.624138,30.66092,22.303448,2229.3,1359.3,283.5,477.2,1308.95,水稻土,Paddy soil,loam,28.1,20,75,6.9,180,54,90,8005.5,,
LR-SC,LRSC0432,2008,湖南省,Hunan,8657771,25.77381,30.864286,22.411905,2165,1325,254.9,471.5,1282.01,水稻土,Paddy soil,loam,18.4,9.6,75,5.8,180,54,90,6922.5,,
LR-SC,LRSC0433,2008,湖南省,Hunan,8657771,25.624138,30.66092,22.303448,2229.3,1359.3,283.5,477.2,1308.95,水稻土,Paddy soil,loam,34.2,9.9,125,5,180,54,90,6861,,
LR-SC,LRSC0434,2009,湖南省,Hunan,8657771,26.165591,31.076344,22.750538,2433.4,1503.4,253.2,531.3,1431.2,水稻土,Paddy soil,loam,38.3,13,57,5.2,150,36,75,6187.5,,
LR-SC,LRSC0435,2009,湖南省,Hunan,8657771,26.165591,31.076344,22.750538,2433.4,1503.4,253.2,531.3,1431.2,水稻土,Paddy soil,loam,27.9,9.2,92,4.9,150,36,75,6430.5,,
LR-SC,LRSC0436,2009,湖南省,Hunan,8657771,26.232609,31.109783,22.819565,2413.4,1493.4,253.2,522.6,1414.05,水稻土,Paddy soil,loam,56.8,45.5,57,5,150,36,75,6690,,
LR-SC,LRSC0437,2009,湖南省,Hunan,8657771,26.314286,31.196703,22.881319,2394.6,1484.6,252,522.6,1408.9,水稻土,Paddy soil,loam,38,20.6,54,6.2,150,36,75,6345,,
LR-SC,LRSC0438,2007,湖南省,Hunan,8657772,26.171111,30.943333,22.865556,2355.4,1455.4,375.1,511.5,1390.42,水稻土,Paddy soil,sandy loam,43.2,8,55,5.7,150,36,75,7350,,
LR-SC,LRSC0439,2007,湖南省,Hunan,8657772,25.836559,30.503226,22.6,2402.8,1472.8,375.1,511.5,1405.92,水稻土,Paddy soil,sandy loam,38.7,28,69,5.7,150,36,75,6114,,
LR-SC,LRSC0440,2008,湖南省,Hunan,8657772,26.667059,31.337647,23.262353,2266.7,1416.7,251,477.7,1307.96,水稻土,Paddy soil,sandy loam,38,24,110,5.7,165,36,67.5,7512,,
LR-SC,LRSC0441,2008,湖南省,Hunan,8657772,26.06413,30.701087,22.709783,2397.9,1477.9,252.3,492.3,1365.03,水稻土,Paddy soil,sandy loam,44,16,36,5.7,165,36,67.5,7546.5,,
LR-SC,LRSC0442,2007,湖南省,Hunan,8657772,26.196774,30.944086,22.936559,2436.3,1506.3,390.8,514.2,1416.65,水稻土,Paddy soil,loam,34,20.4,94,5.7,150,36,75,7456.5,,
LR-SC,LRSC0443,2008,湖南省,Hunan,8657772,25.816854,30.469663,22.433708,2297.7,1407.7,252.3,476.3,1312.74,水稻土,Paddy soil,sandy loam,40,30,40,5.8,165,36,67.5,7753.5,,
LR-SC,LRSC0444,2008,湖南省,Hunan,8657772,25.915385,30.595604,22.526374,2358.3,1448.3,252.3,488.4,1346.96,水稻土,Paddy soil,sandy loam,49.9,22.5,112,5.6,165,36,67.5,7327.5,,
LR-SC,LRSC0445,2007,湖南省,Hunan,8657772,26.273626,31.061538,22.971429,2390.9,1480.9,389.8,513.9,1403.71,水稻土,Paddy soil,sandy loam,40.8,3.8,43,5.7,150,36,75,6178.5,,
LR-SC,LRSC0446,2007,湖南省,Hunan,8657780,25.998958,30.613542,22.742708,2495.9,1535.9,288.9,569.7,1496.02,水稻土,Paddy soil,clay loam,32,12.4,115,4.9,150,30,73.95,5952,,
LR-SC,LRSC0447,2007,湖南省,Hunan,8657780,25.998958,30.613542,22.742708,2495.9,1535.9,288.9,569.7,1496.02,水稻土,Paddy soil,sandy loam,31,48.9,83,5.5,150,36,73.95,5736,,
LR-SC,LRSC0448,2008,湖南省,Hunan,8657780,26.573118,31.235484,23.067742,2471.3,1541.3,173,557.4,1447.49,水稻土,Paddy soil,sandy loam,37.3,11.8,57,4.6,156.9,30,42,7669.5,,
LR-SC,LRSC0449,2008,湖南省,Hunan,8657780,26.553191,31.232979,23.058511,2496,1556,173,560.8,1456.95,水稻土,Paddy soil,sandy loam,37.9,14.1,49,5,221.7,47.4,189,8170.5,,
LR-SC,LRSC0450,2008,湖南省,Hunan,8657780,26.647368,31.316842,23.155789,2531.5,1581.5,173,572.8,1487.06,水稻土,Paddy soil,sandy loam,37.5,10.7,91,5.3,203.7,39.9,186,7365,,
LR-SC,LRSC0451,2008,湖南省,Hunan,8657780,26.573118,31.235484,23.067742,2471.3,1541.3,173,557.4,1447.49,水稻土,Paddy soil,sandy loam,39.3,14.3,99,5.7,203.7,39.9,163.5,8086.5,,
LR-SC,LRSC0452,2009,湖南省,Hunan,8657780,26.926804,31.523711,23.443299,2611.9,1641.9,286.3,625.2,1593.19,水稻土,Paddy soil,clay loam,36.2,17.6,29,5.2,135,36,75,7137,,
LR-SC,LRSC0453,2009,湖南省,Hunan,8657780,27.696552,32.298851,24.166667,2409.6,1539.6,251.4,596.4,1502.52,水稻土,Paddy soil,clay loam,36.6,18.4,55,4.9,135,36,75,7404,,
LR-SC,LRSC0454,2009,湖南省,Hunan,8657780,27.285882,31.864706,23.841176,2319.3,1469.3,251.4,547,1403.43,水稻土,Paddy soil,clay loam,42.4,9.4,36,4.9,135,36,75,7870.5,,
LR-SC,LRSC0455,2007,湖南省,Hunan,8657882,25.851111,30.694444,22.27,2326.6,1426.6,449.4,544.9,1428.62,水稻土,Paddy soil,sandy loam,28.6,21.1,115,6,150,36,75,7717.5,,
LR-SC,LRSC0456,2007,湖南省,Hunan,8657882,25.851111,30.694444,22.27,2326.6,1426.6,449.4,544.9,1428.62,水稻土,Paddy soil,sandy loam,26.7,17.5,89,5.9,150,36,75,7680,,
LR-SC,LRSC0457,2010,湖南省,Hunan,8657882,26.848421,31.917895,23.281053,2550.6,1600.6,167.8,606.5,1576.11,水稻土,Paddy soil,clay loam,21.2,18.9,119,5.6,135,72,67.5,6030,,
LR-SC,LRSC0458,2007,湖南省,Hunan,8657882,25.350526,30.194737,21.676842,2408.3,1458.3,449.4,578,1488.35,水稻土,Paddy soil,sandy loam,24.4,16.4,134,6,150,36,75,7710,,
LR-SC,LRSC0459,2007,湖南省,Hunan,8657882,25.284043,30.109574,21.629787,2376.7,1436.7,449.4,566.1,1461.7,水稻土,Paddy soil,loam,23.5,11.5,110,6.1,150,36,75,7290,,
LR-SC,LRSC0460,2007,湖南省,Hunan,8657882,25.266304,30.061957,21.636957,2324.5,1404.5,449.4,546.2,1419.53,水稻土,Paddy soil,loam,21.2,12.9,115,5.9,150,36,75,7407,,
LR-SC,LRSC0461,2007,湖南省,Hunan,8657882,25.252632,30.087368,21.587368,2399,1449,449.4,576.2,1480.12,水稻土,Paddy soil,sandy loam,19.1,10.2,109,5.8,150,36,75,6927,,
LR-SC,LRSC0462,2007,湖南省,Hunan,8657882,25.998889,30.841111,22.407778,2339.9,1439.9,449.4,552.9,1445.02,水稻土,Paddy soil,silty clay loam,23.7,15.5,90,6.2,150,36,75,7567.5,,
LR-SC,LRSC0463,2009,湖南省,Hunan,8657886,26.206098,32.917073,21.990244,2148.9,1328.9,148.1,527.4,1363.36,水稻土,Paddy soil,silty clay loam,30.7,7.2,43,5.3,150,75,90,7342.5,,
LR-SC,LRSC0464,2009,湖南省,Hunan,8657886,26.3275,33.01125,22.1625,2106.2,1306.2,148.1,512.9,1331.52,水稻土,Paddy soil,silty clay loam,48.3,10.9,46,5.2,142.5,67.5,82.5,7333.5,,
LR-SC,LRSC0465,2009,湖南省,Hunan,8657886,26.161446,32.842169,21.954217,2171.4,1341.4,148.1,529,1371.05,水稻土,Paddy soil,silty clay loam,36.6,9.3,62,5.8,135,60,75,7375.5,,
LR-SC,LRSC0466,2008,湖南省,Hunan,8657674,25.851163,29.925581,22.946512,2223.2,1363.2,201.4,407.3,1183.02,水稻土,Paddy soil,sandy loam,40.6,28.6,102,5.1,150,36,75,6540,,
LR-SC,LRSC0467,2007,湖南省,Hunan,8657674,25.519388,29.322449,22.663265,2500.9,1520.9,385.4,435,1305.6,水稻土,Paddy soil,clay loam,44.5,35.3,113,5,180,54,90,7020,,
LR-SC,LRSC0468,2007,湖南省,Hunan,8657674,25.353846,29.172527,22.514286,2307.2,1397.2,365.6,401.8,1202.94,水稻土,Paddy soil,clay loam,44.3,30.9,123,5.2,180,54,90,7680,,
LR-SC,LRSC0469,2008,湖南省,Hunan,8657674,25.674725,29.841758,22.682418,2336.4,1426.4,201.4,448.6,1267.59,水稻土,Paddy soil,clay loam,39.7,29,105,5,180,54,90,6720,,
LR-SC,LRSC0470,2008,湖南省,Hunan,8657674,25.674725,29.841758,22.682418,2336.4,1426.4,201.4,448.6,1267.59,水稻土,Paddy soil,clay loam,41.9,26.1,93,4.9,165,54,90,7200,,
LR-SC,LRSC0471,2008,湖南省,Hunan,8657674,25.851163,29.925581,22.946512,2223.2,1363.2,201.4,407.3,1183.02,水稻土,Paddy soil,silty clay loam,40.1,23.3,107,5.4,150,36,75,6840,,
LR-SC,LRSC0472,2008,湖南省,Hunan,8657674,25.674725,29.841758,22.682418,2336.4,1426.4,201.4,448.6,1267.59,水稻土,Paddy soil,clay loam,39.7,26.7,94,5,180,54,90,6495,,
LR-SC,LRSC0473,2009,湖南省,Hunan,8657674,25.185556,29.301111,22.233333,2266.7,1366.7,95.1,449.9,1231.59,水稻土,Paddy soil,sandy loam,32.6,27,97,5,180,54,90,7650,,
LR-SC,LRSC0474,2009,湖南省,Hunan,8657674,26.302174,30.384783,23.345652,2419.8,1499.8,232.4,478.3,1324.3,水稻土,Paddy soil,sandy loam,41.6,27,102,5.1,180,54,90,6825,,
LR-SC,LRSC0475,2009,湖南省,Hunan,8657766,26.346988,30.339759,23.481928,2186.8,1356.8,225,407.5,1161.73,水稻土,Paddy soil,clay,28.5,9.3,78,5,150,36,75,7570.5,,
LR-SC,LRSC0476,2008,湖南省,Hunan,8657674,25.366667,29.507292,22.4,2435.2,1475.2,205.6,473.6,1321.72,水稻土,Paddy soil,sandy loam,38.2,24.4,110,5.1,150,36,75,7680,,
LR-SC,LRSC0477,2007,湖南省,Hunan,8656298,25.463636,29.259091,22.640909,2240.8,1360.8,364.9,382.2,1156.18,水稻土,Paddy soil,clay loam,33,16.6,155,5,150,36,75,6930,,
LR-SC,LRSC0478,2009,湖南省,Hunan,8657766,25.535849,29.628302,22.587736,2706.8,1646.8,258.2,533.1,1469.45,水稻土,Paddy soil,loam,17.4,47.1,38,5.2,150,36,75,6534,,
LR-SC,LRSC0479,2006,湖南省,Hunan,8656298,25.78510638,29.68617021,22.68617021,2423.8,1483.8,247.1,488.9,1349.99,水稻土,Paddy soil,sandy loam,33.1,19.8,115,4.7,150,36,75,6795,,
LR-SC,LRSC0480,2006,湖南省,Hunan,8656298,27.43333333,31.36344086,24.27741935,2551.3,1621.3,259.4,556.4,1507.05,水稻土,Paddy soil,sandy loam,29.8,10.3,154,5.2,150,36,75,6975,,
LR-SC,LRSC0481,2007,湖南省,Hunan,8656298,24.584158,28.478218,21.69604,2483,1473,366.3,407.8,1253.26,水稻土,Paddy soil,loam,24.4,11.2,101,5.2,150,36,75,6900,,
LR-SC,LRSC0482,2007,湖南省,Hunan,8656298,24.935354,28.763636,22.059596,2468.6,1478.6,365.8,418.9,1269.52,水稻土,Paddy soil,clay loam,49.1,11.6,152,5,150,36,75,7275,,
LR-SC,LRSC0483,2008,湖南省,Hunan,8656298,26.143373,30.237349,23.2,2169.9,1339.9,197.3,400.2,1157.83,水稻土,Paddy soil,clay,34.9,6.9,83,5.7,150,36,75,5569.5,,
LR-SC,LRSC0484,2008,湖南省,Hunan,8656298,26.059259,30.138272,23.12963,2110.8,1300.8,195.5,387,1121.91,水稻土,Paddy soil,clay,33.6,13.5,105,5.2,150,36,75,6933,,
LR-SC,LRSC0485,2006,湖南省,Hunan,8656298,26.20860215,30.1655914,23.04731183,2437.4,1507.4,211.5,513,1395.82,水稻土,Paddy soil,clay,33.8,17.4,122,5.2,150,36,75,6979.5,,
LR-SC,LRSC0486,2006,湖南省,Hunan,8656298,27.00084746,30.92033898,23.84915254,3186.1,2006.1,342.1,695,1876.08,水稻土,Paddy soil,clay,32.1,16.4,141,5.1,166.5,36,67.5,7632,,
LR-SC,LRSC0487,2006,湖南省,Hunan,8656298,27.613,31.544,24.464,2761.3,1761.3,325.5,606.7,1642.84,水稻土,Paddy soil,clay loam,32.1,17.9,138,5.5,150,36,75,7810.5,,
LR-SC,LRSC0488,2007,湖南省,Hunan,8656298,25.342268,29.157732,22.459794,2458.2,1488.2,365.6,429.7,1283.31,水稻土,Paddy soil,clay,43.7,18.3,188,5.4,150,36,75,6555,,
LR-SC,LRSC0489,2008,湖南省,Hunan,8656298,26.059259,30.138272,23.12963,2110.8,1300.8,195.5,387,1121.91,水稻土,Paddy soil,clay loam,38.1,10,137,6,150,36,75,6700.5,,
LR-SC,LRSC0490,2008,湖南省,Hunan,8656298,26.059259,30.138272,23.12963,2110.8,1300.8,195.5,387,1121.91,水稻土,Paddy soil,silty clay loam,29.2,17.5,146,5.4,150,36,75,7035,,
LR-SC,LRSC0491,2006,湖南省,Hunan,8656298,27.40377358,31.34150943,24.23396226,2904.8,1844.8,325.5,643.1,1732.11,水稻土,Paddy soil,clay loam,33.4,11.2,78,6.3,150,36,75,6474,,
LR-SC,LRSC0492,2006,湖南省,Hunan,8656298,26.17821782,30.08217822,23.07425743,2644,1634,267.6,539.4,1485.53,水稻土,Paddy soil,loam,25.6,18.3,143,6.1,150,36,75,7275,,
LR-SC,LRSC0493,2008,湖南省,Hunan,8656298,26.059259,30.138272,23.12963,2110.8,1300.8,195.5,387,1121.91,水稻土,Paddy soil,sandy loam,31.2,13.4,165,5.4,150,36,75,7033.5,,
LR-SC,LRSC0494,2009,湖南省,Hunan,8657766,26.380645,30.468817,23.409677,2453.4,1523.4,232.4,490.3,1351.1,水稻土,Paddy soil,loam,31,19.6,45,5.3,150,36,75,6717,,
LR-SC,LRSC0495,2009,湖南省,Hunan,8657674,25.962,30.032,23.01,2596.2,1596.2,251.4,518.9,1429.29,水稻土,Paddy soil,clay loam,43.3,25.2,150,5,180,54,90,6930,,
LR-SC,LRSC0496,2009,湖南省,Hunan,8657674,25.494565,29.496739,22.659783,2345.5,1425.5,249.8,430.8,1233.29,水稻土,Paddy soil,clay loam,45,38.2,127,5.3,180,54,90,6990,,
LR-SC,LRSC0497,2007,湖南省,Hunan,8657674,25.982653,29.744898,23.161224,2546.3,1566.3,431.2,432.6,1313.28,水稻土,Paddy soil,clay loam,45,34.1,145,7.4,150,36,75,6840,,
LR-SC,LRSC0498,2007,湖南省,Hunan,8657674,25.785,29.541,22.975,2578.5,1578.5,438.1,439.2,1332.4,水稻土,Paddy soil,clay loam,43.3,29.4,122,4.8,150,36,75,6540,,
LR-SC,LRSC0499,2009,湖南省,Hunan,8657766,25.882796,29.921505,22.983871,2407.1,1477.1,245.8,460.9,1295.08,水稻土,Paddy soil,loam,38,9.3,79,5.3,150,36,75,7017,,
LR-SC,LRSC0500,2009,湖南省,Hunan,8657766,25.42449,29.494898,22.523469,2491.6,1511.6,251.4,479.5,1337.24,水稻土,Paddy soil,loam,31.8,31.1,65,5.8,150,36,75,5178,,
LR-SC,LRSC0501,2007,湖南省,Hunan,8657671,25.508163,29.163265,22.84898,2499.8,1519.8,320.4,411.5,1259.45,水稻土,Paddy soil,silty clay loam,35.4,29.3,51,7.5,150,36,75,7980,,
LR-SC,LRSC0502,2007,湖南省,Hunan,8657671,25.508163,29.163265,22.84898,2499.8,1519.8,320.4,411.5,1259.45,水稻土,Paddy soil,silty clay loam,38.4,35.3,71,7.5,150,36,75,8415,,
LR-SC,LRSC0503,2008,湖南省,Hunan,8657671,25.964211,30.003158,23.172632,2466.6,1516.6,189.5,489.1,1365.68,水稻土,Paddy soil,silty clay loam,38.4,35.3,71,7.5,180,36,90,8415,,
LR-SC,LRSC0504,2009,湖南省,Hunan,8657671,26.810526,30.632632,24.016842,2547,1597,270.8,503,1396.78,水稻土,Paddy soil,clay loam,38.1,28.9,72,7.8,180,36,90,7440,,
LR-SC,LRSC0505,2010,湖南省,Hunan,8657671,24.796117,28.42233,22.082524,2554,1524.2,517.3,510.6,1421.57,水稻土,Paddy soil,silty clay loam,26.3,39.8,80,7.4,180,36,90,6600,,
LR-SC,LRSC0506,2006,湖南省,Hunan,8657671,26.15104167,30.09895833,23.275,2510.5,1550.5,230.3,397.8,1224.69,水稻土,Paddy soil,silty clay loam,42.9,16.7,95,7.4,150,36,75,6042,,
LR-SC,LRSC0507,2008,湖南省,Hunan,8657674,25.835556,29.786667,23.073333,2325.2,1425.2,183,456,1280.08,水稻土,Paddy soil,clay,28.7,10.1,66,8.1,210,54,90,8044.5,,
LR-SC,LRSC0508,2006,湖南省,Hunan,8657666,24.85940594,29.46237624,21.31584158,2510.8,1500.8,277.1,412.4,1275.11,水稻土,Paddy soil,loam,53.7,7.5,71,7,180,54,90,6244.5,,
LR-SC,LRSC0509,2006,湖南省,Hunan,8657666,24.74158416,29.34851485,21.2009901,2498.9,1488.9,266.9,410,1268.65,水稻土,Paddy soil,loam,28.4,7.2,66,5,180,54,90,6000,,
LR-SC,LRSC0510,2007,湖南省,Hunan,8657666,25.388506,30.268966,22.289655,2208.8,1338.8,464.3,335.9,1091.11,水稻土,Paddy soil,silty clay loam,40.8,29.8,105,5.7,150,36,75,6420,,
LR-SC,LRSC0511,2007,湖南省,Hunan,8657666,25.311364,30.195455,22.198864,2227.4,1347.4,464.3,342.9,1106.09,水稻土,Paddy soil,loam,35.7,40.8,67,4.8,150,36,75,6087,,
LR-SC,LRSC0512,2007,湖南省,Hunan,8657666,23.9,28.786869,20.772727,2366.1,1376.1,472.6,344.1,1149.65,水稻土,Paddy soil,loam,45.3,7.8,114,5.2,180,54,90,4980,,
LR-SC,LRSC0513,2007,湖南省,Hunan,8657666,25.311364,30.195455,22.198864,2227.4,1347.4,464.3,342.9,1106.09,水稻土,Paddy soil,loam,41.3,9.6,86,5.3,150,36,75,6253.5,,
LR-SC,LRSC0514,2009,湖南省,Hunan,8657584,26.45,29.780233,23.854651,2274.7,1414.7,257.5,575.4,1439.29,水稻土,Paddy soil,loam,24.4,16.8,80,8.1,150,45,75,7084.5,,
LR-SC,LRSC0515,2008,湖南省,Hunan,8657585,25.418605,30.195349,22.145349,2186,1326,339.8,422,1198.14,水稻土,Paddy soil,clay loam,27.8,15.2,154,6.1,150,36,75,6787.5,,
LR-SC,LRSC0516,2009,湖南省,Hunan,8657585,26.155294,30.904706,22.791765,2223.2,1373.2,245.2,415.5,1184.96,水稻土,Paddy soil,clay loam,32.1,13.3,122,6.2,150,36,75,7251,,
LR-SC,LRSC0517,2010,湖南省,Hunan,8657585,25.782558,30.359302,22.681395,2217.3,1357.3,558.6,507.1,1338.48,水稻土,Paddy soil,clay loam,32,20.7,116,5.7,162,36,75,6567,,
LR-SC,LRSC0518,2009,湖南省,Hunan,8657585,25.646988,30.439759,22.309639,2128.7,1298.7,251.7,374.1,1098.26,水稻土,Paddy soil,clay loam,31.4,13.8,113,6.8,150,36,75,6652.5,,
LR-SC,LRSC0519,2008,湖南省,Hunan,8657585,25.620652,30.43587,22.346739,2357.1,1437.1,395,457,1298.56,水稻土,Paddy soil,sandy loam,24.1,10,71,6.3,150,36,75,6807,,
LR-SC,LRSC0520,2009,湖南省,Hunan,8657585,25.703704,30.458025,22.337037,2082,1272,188.9,371.4,1082.36,水稻土,Paddy soil,clay loam,26.5,11.9,107,6.7,150,36,75,6831,,
LR-SC,LRSC0521,2010,湖南省,Hunan,8657585,25.888043,30.41087,22.806522,2381.7,1461.7,635.8,545.3,1441.89,水稻土,Paddy soil,sandy loam,50.5,7.3,116,6.4,162,36,75,6777,,
LR-SC,LRSC0522,2010,湖南省,Hunan,8657585,25.78427,30.303371,22.698876,2294.8,1404.8,592.1,528.7,1393.09,水稻土,Paddy soil,loamy sand,33.5,12.8,105,4.9,162,36,75,6535.5,,
LR-SC,LRSC0523,2006,湖南省,Hunan,8657680,25.90722892,30.97349398,22.21807229,2150.3,1320.3,149.8,601.5,1460.82,水稻土,Paddy soil,clay loam,29,5.9,98,6.1,150,36,75,7296,,
LR-SC,LRSC0524,2007,湖南省,Hunan,8657680,26.218519,30.745679,22.854321,2123.7,1313.7,234.7,559.2,1383.25,水稻土,Paddy soil,clay loam,34.4,29.8,141,5.4,150,36,75,7152,,
LR-SC,LRSC0525,2008,湖南省,Hunan,8657680,25.846988,30.342169,22.525301,2145.3,1315.3,235.6,538.9,1358.12,水稻土,Paddy soil,clay loam,38.3,15.4,123,5.1,150,36,75,6946.5,,
LR-SC,LRSC0526,2010,湖南省,Hunan,8657680,25.957303,30.220225,22.776404,2310.2,1420.2,378.9,612,1515.39,水稻土,Paddy soil,clay loam,39.8,13.7,118,5.5,150,36,75,6954,,
LR-SC,LRSC0527,2006,湖南省,Hunan,8657680,25.93658537,30.98292683,22.25,2126.8,1306.8,149.8,591.6,1442.14,水稻土,Paddy soil,clay loam,32.4,9,119,5.5,150,36,75,6903,,
LR-SC,LRSC0528,2007,湖南省,Hunan,8657680,26.425926,30.951852,23.079012,2140.5,1330.5,234.7,558.5,1389,水稻土,Paddy soil,clay loam,41.1,18.3,102,5.6,150,36,75,7072.5,,
LR-SC,LRSC0529,2008,湖南省,Hunan,8657680,26.198824,30.607059,22.928235,2226.9,1376.9,236,547.8,1396.14,水稻土,Paddy soil,clay loam,32.9,15.4,127,5.4,150,36,75,7150.5,,
LR-SC,LRSC0530,2008,湖南省,Hunan,8657680,26.59359,31.088462,23.270513,2074.3,1294.3,231.4,524.5,1318.77,水稻土,Paddy soil,clay loam,38.9,22.5,170,5.2,150,36,75,7179,,
LR-SC,LRSC0531,2006,湖南省,Hunan,8657680,25.94166667,30.99166667,22.27261905,2179.1,1339.1,149.8,601.5,1468.02,水稻土,Paddy soil,clay loam,33.4,5.1,87,5.5,150,36,75,7602,,
LR-SC,LRSC0532,2008,湖南省,Hunan,8657680,26.393976,30.862651,23.079518,2190.7,1360.7,231.4,547.8,1385.87,水稻土,Paddy soil,sandy loam,38.5,8.3,132,5.2,150,36,75,7300.5,,
LR-SC,LRSC0533,2008,湖南省,Hunan,8657680,26.393939,30.922222,23.106061,2613,1623,314.7,659.9,1671.2,水稻土,Paddy soil,sandy loam,37.6,12,129,5.2,150,36,75,5863.5,,
LR-SC,LRSC0534,2009,湖南省,Hunan,8657584,26.079612,29.514563,23.414563,2686.2,1656.2,261.6,706.3,1724.54,水稻土,Paddy soil,loam,31,17.5,60,5.3,141,36,90,6456,,
LR-SC,LRSC0535,2009,湖南省,Hunan,8657584,26.138462,29.558654,23.478846,2718.4,1678.4,261.6,716.2,1747.92,水稻土,Paddy soil,loam,41.8,30,47,4.9,141,36,90,7447.5,,
