Sort,Soil quality,Crop,Year,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Cultivar,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
168,high,early rice,2009,26.1,31.6,22,2111.6,1301.6,449.3,494.2,1397.2,early_maturity,Paddy soils,,37.9,29.7,108,4.9,150,36,75,7223
169,high,early rice,2009,26.1,31.6,22,2111.6,1301.6,449.3,494.2,1397.2,medium_maturity,Paddy soils,,34.5,26.3,147,5.1,150,36,75,6846
170,high,early rice,2010,24,27.7,21.2,2255.5,1315.5,660,456.5,1423.7,early_maturity,Paddy soils,,57.9,23.7,91,6.4,150,90,90,6657
171,high,early rice,2008,24.8,29.8,20.5,1958.2,1168.2,267.8,497.9,1387.3,early_maturity,Paddy soils,,36.6,16.5,68,6.2,135,72,68,8042
172,high,early rice,2009,25.2,30.1,21.3,2246.9,1356.9,458.3,531.5,1515.3,medium_maturity,Paddy soils,,45.4,26.2,54,6.2,135,72,68,7205
173,low,early rice,2008,24.5,29.7,20.7,1914,1134,304.7,444.8,1293.8,early_maturity,Paddy soils,,28.9,5.4,76,5.3,150,60,90,7209
174,high,early rice,2009,25,29.9,21.3,2146.2,1286.2,541.8,476.6,1402.9,early_maturity,Paddy soils,,34.3,17.6,94,5.5,135,72,68,7253
175,high,early rice,2009,25,29.9,21.3,2146.2,1286.2,541.8,476.6,1402.9,early_maturity,Paddy soils,,44.3,23.4,105,5.9,135,72,68,7320
176,low,early rice,2009,25,29.9,21.3,2146.2,1286.2,541.8,476.6,1402.9,early_maturity,Paddy soils,,17.8,13.8,76,5.7,135,72,68,6965
177,low,early rice,2009,25,29.7,21.5,1972.3,1182.3,416,379.5,1193.9,early_maturity,Paddy soils,,31.1,4.5,108,5.3,135,72,68,6503
178,low,early rice,2007,26.5,31.6,22.9,2599.1,1619.1,359.9,580,1657.6,medium_maturity,Paddy soils,,26.1,4.1,60,6.1,135,72,68,6761
179,low,early rice,2007,26.1,31.2,22.5,2164,1334,329.5,455.7,1347.7,medium_maturity,Paddy soils,,29,2.8,77,6.7,135,72,68,8385
180,low,early rice,2006,25.8,29.9,22.4,2090.7,1280.7,561.4,391.8,1229.3,early_maturity,Paddy soils,,25.1,4.4,52,5.6,135,72,66,7362
181,low,early rice,2007,26.7,31.6,23.2,2192.8,1372.8,304,453.9,1338.3,medium_maturity,Paddy soils,,23.9,7.5,98,5.9,135,72,66,5787
182,low,early rice,2007,27.1,32.1,23.6,2063.3,1303.3,257,425.6,1249.6,early_maturity,Paddy soils,,26.8,4.9,168,6.3,135,72,66,7473
183,low,early rice,2009,25.6,30.5,21.9,2459.1,1499.1,549.6,548.8,1590.4,medium_maturity,Paddy soils,,28.2,9.8,98,5.7,135,72,68,6153
184,low,early rice,2009,25.5,30.4,21.9,2375.4,1445.4,549.6,531.6,1541.1,medium_maturity,Paddy soils,,32.1,10.8,94,5.6,135,72,68,6635
185,low,early rice,2009,25.3,30.2,21.7,2225,1345,540.5,486.4,1431.5,early_maturity,Paddy soils,,31.2,14.6,102,5.9,135,72,68,6768
186,low,early rice,2007,26,31.2,22.1,2292.3,1412.3,313.9,488.6,1435.2,late_maturity,Paddy soils,,28.5,12.9,100,5.9,135,72,68,6609
187,high,early rice,2009,25,29.3,21.8,1878,1128,389,340.5,1101.7,early_maturity,Paddy soils,,56.2,19.8,47,5.5,135,72,68,6303
188,high,early rice,2009,25.1,29.4,21.9,1907.9,1147.9,389,347,1119.7,early_maturity,Paddy soils,,56.4,18.3,67,7.8,135,72,68,6170
189,low,early rice,2009,24.8,29.1,21.5,2403.8,1433.8,526.2,469,1463.6,medium_maturity,Paddy soils,,14.3,13.6,163,6.2,135,72,68,7187
190,high,early rice,2006,27.3,32.2,23.6,2430.6,1540.6,241.8,634.8,1685.7,medium_maturity,Paddy soils,,46.7,16.8,89,6.4,117,57,54,7691
191,high,early rice,2006,27.2,32.1,23.5,2450.9,1550.9,242.3,638,1697.9,medium_maturity,Paddy soils,,45.5,20.5,94,6.9,114,59,56,6935
192,high,early rice,2006,26.9,31.7,23.2,2418,1518,249.6,624.9,1675.9,medium_maturity,Paddy soils,,47,18.2,60,6,102,50,65,6995
193,high,early rice,2007,27.5,32.4,23.7,2446,1556,238.9,646,1704.3,medium_maturity,Paddy soils,,46.5,16.2,80,6.5,132,61,58,8501
194,high,early rice,2007,27.4,32.3,23.7,2413.6,1533.6,238.9,634.8,1678.8,medium_maturity,Paddy soils,,35.3,18.8,77,6.4,131,64,62,8550
195,high,early rice,2007,27.1,31.9,23.4,2436.4,1536.4,242.3,636.7,1695.5,medium_maturity,Paddy soils,,47.2,15.8,93,6.5,133,57,49,7451
196,high,early rice,2006,25.6,30,22.2,2149.1,1309.1,513.1,509.3,1444,medium_maturity,Paddy soils,,71,18.3,99,7.8,138,72,66,6765
197,high,early rice,2007,25.8,30.6,22.2,2011.9,1231.9,260.5,507.5,1397.7,early_maturity,Paddy soils,,51.2,15.5,92,6.6,150,72,68,6116
198,low,early rice,2006,25.6,29.9,22.2,2097.2,1277.2,481.2,493.4,1403.8,medium_maturity,Paddy soils,,31.7,11,89,6.3,138,72,66,6053
199,low,early rice,2006,24.9,29.2,21.8,2140.5,1280.5,579.6,467.4,1389.2,early_maturity,Paddy soils,,31.3,10.1,32,6.4,135,72,68,5636
200,high,early rice,2010,23.1,27.3,20,2236.2,1266.2,658.9,373.2,1310.1,late_maturity,Paddy soils,,39.2,61.7,69,5.3,203,50,100,8288
201,low,early rice,2010,23.1,27.4,20,2425.4,1378,687,433,1464.1,late_maturity,Paddy soils,,30.2,8.4,25,6,203,50,100,9386
202,low,early rice,2007,22.9,28.1,19,2240.5,1262.7,421.7,528,1556.9,late_maturity,Paddy soils,,24.5,12.5,46,5.6,135,72,68,6461
203,low,early rice,2007,25.2,29.4,22,2192.4,1322.4,709.8,452.8,1371.5,early_maturity,Paddy soils,,30.7,15,79,5.7,135,72,68,7548
204,low,early rice,2007,25.2,30,21,2089.2,1259.2,377.2,417.2,1285.5,early_maturity,Paddy soils,,30.2,15,83,6.7,135,72,66,6845
205,low,early rice,2010,24,28.7,20.5,2040.2,1190.2,492.8,373.9,1228.7,medium_maturity,Paddy soils,,21.2,10.6,148,5.8,134,72,65,7296
206,low,early rice,2009,26.1,31.4,22,2059.1,1269.1,490.9,404.8,1237.3,medium_maturity,Paddy soils,,14.6,14.9,27,5.6,135,72,68,6320
207,high,early rice,2009,25.9,30.8,22.1,2380,1460,373.8,512.8,1497,medium_maturity,Paddy soils,,40.2,24.5,67,4.9,135,72,68,7646
208,high,early rice,2009,26,30.8,22.2,2439.6,1499.6,373.8,520.1,1523.3,medium_maturity,Paddy soils,,43.8,20.4,118,4.9,135,72,68,7083
209,low,early rice,2008,23.3,27.3,20.4,1953.8,1113.8,703.5,444.1,1337.6,medium_maturity,Paddy soils,,33.7,7.8,50,5.4,203,108,270,7001
210,low,early rice,2009,26.1,30.8,22.5,2136.3,1316.3,610.3,496.3,1408.9,medium_maturity,Paddy soils,,32,9.6,94,6.8,135,72,68,7905
211,low,early rice,2009,26.3,31,22.9,2183.7,1353.7,617,493,1410.7,medium_maturity,Paddy soils,,32.5,6.8,84,8,135,72,68,6251
212,high,early rice,2008,24.5,29.1,21,1789.2,1059.2,361.6,318.9,1051.2,medium_maturity,Paddy soils,,36.9,30.9,165,5,135,68,72,7806
213,high,early rice,2008,24.5,29.1,21,1789.2,1059.2,361.6,318.9,1051.2,medium_maturity,Paddy soils,,46.7,19.3,72,5,135,68,72,7896
214,high,early rice,2008,24.5,29.1,21,1789.2,1059.2,361.6,318.9,1051.2,medium_maturity,Paddy soils,,35.4,30.5,152,5.1,135,68,72,7728
215,low,early rice,2009,25.5,29.7,22.4,2497.7,1517.7,487.5,525.5,1569.5,medium_maturity,Paddy soils,,31.1,12,68,6.7,135,72,68,7203
216,low,early rice,2008,25.9,30.2,22.7,2533.8,1553.8,415.3,570,1642.9,medium_maturity,Paddy soils,,23.6,7.6,91,5.4,135,72,68,6687
217,low,early rice,2008,25.9,30.2,22.7,2533.8,1553.8,415.3,570,1642.9,medium_maturity,Paddy soils,,22.6,13.7,91,5.4,135,72,68,7271
218,low,early rice,2008,26.7,30.9,23.7,2005.2,1255.2,319.4,436.5,1260.8,medium_maturity,Paddy soils,,29.8,8.5,160,5.6,135,72,68,6702
219,high,early rice,2009,26.2,31.1,22.8,2099.9,1299.9,627.8,411.4,1254.7,late_maturity,Paddy soils,,41,52.8,86,4.5,144,63,72,7010
220,low,early rice,2009,26.1,30.9,22.6,2138.1,1318.1,682.3,411.2,1269.4,medium_maturity,Paddy soils,,30,13.8,68,5.2,144,63,72,6528
221,high,early rice,2009,26.2,31,22.7,2145.1,1325.1,682.4,414.5,1274.3,medium_maturity,Paddy soils,,60.5,23.8,70,7.9,144,63,72,7838
222,high,early rice,2008,26.2,30.8,22.6,1805.7,1115.7,402.1,340.3,1060,early_maturity,Paddy soils,,61,25.7,64,4.5,135,72,68,6770
223,high,early rice,2008,25.7,30.5,22,2288.9,1398.9,470.7,455.7,1392.2,medium_maturity,Paddy soils,,59.5,29,58,5.3,135,72,68,9338
224,low,early rice,2009,26.4,30.9,23.1,2058.9,1278.9,619.2,390.9,1207.2,medium_maturity,Paddy soils,,25.8,4.2,36,6.5,135,72,68,5297
225,low,early rice,2009,26.4,30.9,23.1,2082.1,1292.1,619.4,390.9,1214.3,medium_maturity,Paddy soils,,21.8,3.6,48,7,135,72,68,4395
226,low,early rice,2009,26.6,31.2,23.4,2477.5,1547.5,776.6,476.4,1454,medium_maturity,Paddy soils,,24.6,6.9,52,6.2,135,72,68,6300
227,high,early rice,2008,25.9,30.5,22.3,2172,1332,307,501.6,1429.9,medium_maturity,Paddy soils,,73.2,17.6,139,7.3,135,68,75,9900
228,low,early rice,2008,26.2,30.8,22.8,2152.4,1332.4,305.1,474.6,1372.8,late_maturity,Paddy soils,,33.5,14.7,98,6.3,135,68,75,6743
229,high,early rice,2009,26.4,31.2,22.9,2141.9,1331.9,278.6,587,1548.8,medium_maturity,Paddy soils,,38.8,19.8,61,5.9,150,83,75,7067
230,low,early rice,2008,25.7,30.6,22.2,2213.9,1353.9,466.9,476.9,1405.8,late_maturity,Paddy soils,,33.6,12.1,105,7.5,166,75,75,8604
231,high,early rice,2009,25.5,30.4,21.9,2065.9,1255.9,564.1,402.4,1247.1,medium_maturity,Paddy soils,,41,19.5,127,7.7,150,75,75,8129
232,high,early rice,2010,25.3,29.6,22.2,1950,1180,678.6,285.9,1027.5,medium_maturity,Paddy soils,,50.7,16.2,77,8,150,75,75,7175
233,low,early rice,2010,26.3,30.9,23,2262.1,1402.1,740.3,400.1,1278.9,medium_maturity,Paddy soils,,27.6,12,80,5.8,150,75,75,6807
234,high,early rice,2008,25.7,30.5,22.1,1900.8,1160.8,410.8,353.6,1117.8,medium_maturity,Paddy soils,,50.2,17.9,68,6.7,135,72,90,6080
235,low,early rice,2009,26.2,30.7,22.9,1966.2,1216.2,355.7,433,1252.3,medium_maturity,Paddy soils,,28.1,8.5,67,6.6,165,75,90,4500
236,low,early rice,2009,26.2,30.7,22.9,1966.2,1216.2,355.7,433,1252.3,medium_maturity,Paddy soils,,28.2,9.2,49,5.2,165,75,90,5411
237,low,early rice,2009,26.2,30.7,22.9,1966.2,1216.2,355.7,433,1252.3,medium_maturity,Paddy soils,,24.2,7.4,44,5.3,165,75,90,7875
238,low,early rice,2009,26.2,31.1,22.5,2016.2,1246.2,352.2,435.1,1269.9,medium_maturity,Paddy soils,,19.1,4.4,43,4.3,150,38,75,5480
239,low,early rice,2009,26.1,31,22.5,1984.3,1224.3,352.2,425.7,1247.4,medium_maturity,Paddy soils,,14.1,10.4,90,3.7,158,45,113,5693
240,high,early rice,2009,25.7,30.5,22,2052.5,1252.5,349.5,439.8,1297.4,medium_maturity,Paddy soils,,44.2,15.7,94,7.2,150,75,75,5582
241,low,early rice,2009,25.8,30.7,22.1,2063.2,1263.2,354.5,435.2,1290.5,medium_maturity,Paddy soils,,13.4,8.3,108,7.2,165,75,60,5913
242,low,early rice,2009,26.1,31,22.2,2190.7,1350.7,409.8,597.4,1582.3,medium_maturity,Paddy soils,,8,15.1,46,7,135,54,68,7373
243,low,early rice,2008,25.6,30.1,22.8,2532.7,1542.7,915,297.9,1347.1,medium_maturity,Paddy soils,,25.4,10.6,76,6.4,210,90,210,8724
244,high,early rice,2008,25.7,30.3,22.9,2651.6,1621.6,924.6,339.1,1434.2,late_maturity,Paddy soils,,61.3,22.3,141,7.1,210,90,210,7865
245,low,early rice,2008,26.4,30.9,23.5,2849.1,1769.1,1030.4,468.5,1537.5,late_maturity,Paddy soils,,33.8,15.1,64,7.8,150,60,120,9347
246,low,early rice,2009,27,31.5,23.9,3019.3,1899.3,1373,500.5,1625.8,late_maturity,Paddy soils,,17.6,7.5,26.9,7.4,195,75,150,7920
247,low,early rice,2008,26.4,30.9,23.5,2957.1,1837.1,1106.8,474.3,1574.9,late_maturity,Paddy soils,,21.6,11.3,48,6.3,150,60,120,8171
248,low,early rice,2009,27,31.5,23.9,3019.3,1899.3,1373,500.5,1625.8,late_maturity,Paddy soils,,32.4,14.8,75.7,6.3,120,45,90,3552
249,high,early rice,2008,25.6,30,22.5,2664.7,1624.7,953.4,407.1,1416.6,late_maturity,Paddy soils,,34.3,23.4,75,8.2,150,60,120,7560
250,high,early rice,2009,27,31.5,23.9,3019.3,1899.3,1373,500.5,1625.8,late_maturity,Paddy soils,,39.7,31.1,137,5.2,150,60,120,8921
251,low,early rice,2007,27.8,33.1,24.2,2803.2,1793.2,379.1,594.4,1702.3,late_maturity,Paddy soils,,12,14.2,123,6.3,120,45,90,6090
252,high,early rice,2007,27.1,32.4,23.5,3007.1,1897.1,380.9,614.7,1802.8,late_maturity,Paddy soils,,48.3,37.2,61,6,150,60,120,5358
253,high,early rice,2008,27.7,32.9,24.4,2856.3,1826.3,439.1,548.2,1641,late_maturity,Paddy soils,,43.6,16.3,48,6.3,150,60,120,6194
254,high,early rice,2008,27.9,33,24.6,2619.7,1679.7,437.7,498,1494.8,late_maturity,Paddy soils,,49.9,19,51,6.8,195,75,150,7884
255,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,35.7,20.4,97,8,120,45,90,6950
256,low,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,23.8,11.4,50,7.1,240,120,270,8627
257,high,early rice,2008,26.6,31.5,23.5,2741,1711,699.7,519.4,1331.9,late_maturity,Paddy soils,,48.3,34.1,77,6.4,120,45,90,8529
258,low,early rice,2009,27.9,32.9,24.7,2652.7,1702.7,824.9,621.8,1516.2,late_maturity,Paddy soils,,16.2,4.5,56,7,120,45,90,4901
259,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,49.7,19.8,73,6.4,195,75,150,7250
260,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,75.6,21.4,217,7.5,240,120,270,8321
261,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,72.5,29.2,62,7.9,240,120,270,6746
262,high,early rice,2008,26.6,31.5,23.5,2741,1711,699.7,519.4,1331.9,medium_maturity,Paddy soils,,47.1,21.1,235,6.4,240,120,270,7826
263,high,early rice,2008,26.6,31.5,23.5,2741,1711,699.7,519.4,1331.9,medium_maturity,Paddy soils,,65.6,23.8,146,6.5,240,120,120,5951
264,low,early rice,2009,27.9,32.9,24.7,2652.7,1702.7,824.9,621.8,1516.2,late_maturity,Paddy soils,,29,14.5,58,5.4,240,120,270,9101
265,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,40.7,48,64,6.3,150,60,120,6200
266,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,47.3,25.7,94,5.5,150,60,120,7700
267,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,44.2,28.2,85,6.4,150,60,120,7751
268,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,34.8,32.5,67,6.4,240,120,270,7316
269,high,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,medium_maturity,Paddy soils,,34.7,35.5,105,6,150,60,120,7100
270,low,early rice,2007,26.9,32,23.2,2632.3,1652.3,622.4,680.6,1608,late_maturity,Paddy soils,,16.7,6.4,64,7.6,240,120,270,7950
271,high,early rice,2008,26.6,31.5,23.5,2741,1711,699.7,519.4,1331.9,late_maturity,Paddy soils,,36.4,24,59,6.7,150,60,120,6111
272,low,early rice,2007,25.4,30,22.1,2492.1,1512.1,659.1,655,1786.7,late_maturity,Paddy soils,,30,13.9,96,5.7,150,60,120,6603
273,low,early rice,2007,25.4,30,22.1,2492.1,1512.1,659.1,655,1786.7,late_maturity,Paddy soils,,20,6.7,155,5.5,150,60,120,5921
274,high,early rice,2007,25.4,30,22.1,2492.1,1512.1,659.1,655,1786.7,late_maturity,Paddy soils,,43,35.6,109,7.5,195,75,150,7964
275,high,early rice,2007,25.4,30,22.1,2492.1,1512.1,659.1,655,1786.7,late_maturity,Paddy soils,,37,17.8,78,8.2,150,60,120,5598
276,low,early rice,2008,25,29.6,22.3,2577.8,1547.8,649.1,444.1,1716.1,late_maturity,Paddy soils,,25,10.1,95,5.1,195,75,150,7844
277,low,early rice,2009,26.5,31.2,23.6,2518.2,1568.2,786.8,608.3,1693.4,late_maturity,Paddy soils,,30,10.1,81,4.9,195,60,150,7359
278,high,early rice,2009,24.8,29.7,21.7,2632.3,1572.3,767,440.2,1476.9,late_maturity,Paddy soils,,45.9,20.3,55,5.3,150,60,120,6497
279,low,early rice,2009,24.8,29.7,21.7,2632.3,1572.3,767,440.2,1476.9,late_maturity,Paddy soils,,28.8,13.3,107,6,195,75,150,7386
280,high,early rice,2009,26.1,30.7,23,2770,1710,475.1,619.5,1784.9,late_maturity,Paddy soils,,38.3,65.4,158,5.9,120,45,90,7151
281,high,early rice,2009,26.1,30.7,23,2770,1710,475.1,619.5,1784.9,late_maturity,Paddy soils,,79.9,33.6,67,7.8,195,75,150,6414
282,high,early rice,2009,26.1,30.7,23,2770,1710,475.1,619.5,1784.9,late_maturity,Paddy soils,,56.2,30.2,78,7.7,195,75,150,7250
283,high,early rice,2009,26.1,30.7,23,2770,1710,475.1,619.5,1784.9,late_maturity,Paddy soils,,42.8,29.9,139,6,120,45,90,8001
284,high,early rice,2008,27,30.5,24.5,2729.2,1719.2,1252,426.6,1425.5,late_maturity,Paddy soils,,35.3,23.1,95.8,5.6,120,45,90,6216
285,high,early rice,2007,28.3,32.1,25.5,2261.8,1461.8,1063.5,521.9,1434.5,late_maturity,Paddy soils,,41.8,47.7,46,4.8,195,75,150,5393
286,high,early rice,2007,28.3,32.1,25.5,2261.8,1461.8,1063.5,521.9,1434.5,late_maturity,Paddy soils,,36.2,54.1,143,5.2,195,75,150,5718
287,low,early rice,2008,27,30.5,24.5,2729.2,1719.2,1252,426.6,1425.5,late_maturity,Paddy soils,,33.5,6.5,49,5.3,150,60,120,4884
288,high,early rice,2007,28.3,32.1,25.5,2261.8,1461.8,1063.5,521.9,1434.5,late_maturity,Paddy soils,,38.6,19.7,56,4.5,120,45,90,6267
289,high,early rice,2009,27.5,31.2,25,2416.2,1536.2,926.7,445.3,1362.9,medium_maturity,Paddy soils,,42.3,24.2,47.1,4.5,150,60,120,6396
290,high,early rice,2009,27.5,31.2,25,2416.2,1536.2,926.7,445.3,1362.9,late_maturity,Paddy soils,,49.6,21.8,67.7,4.9,195,53,150,5985
291,high,early rice,2010,28.2,31.8,25.7,2596,1676,676.4,503.6,1488.3,medium_maturity,Paddy soils,,45.1,17.1,68,5,195,60,150,4910
292,high,early rice,2009,27.5,31.2,25,2416.2,1536.2,926.7,445.3,1362.9,medium_maturity,Paddy soils,,37.5,64.3,124.6,5,177,60,150,7763
293,high,early rice,2009,27.5,31.2,25,2416.2,1536.2,926.7,445.3,1362.9,late_maturity,Paddy soils,,42.2,64.8,23.1,5.2,195,75,150,7515
294,low,early rice,2007,28.3,32.1,25.5,2261.8,1461.8,1063.5,521.9,1434.5,late_maturity,Paddy soils,,31.7,11.5,93,4.8,150,60,120,7001
295,low,early rice,2007,28.3,32.1,25.5,2261.8,1461.8,1063.5,521.9,1434.5,late_maturity,Paddy soils,,31.7,11.5,93,4.8,150,60,120,5630
296,low,early rice,2007,28.3,32.1,25.5,2261.8,1461.8,1063.5,521.9,1434.5,medium_maturity,Paddy soils,,30.3,5,66,4.9,120,45,90,5987
297,low,early rice,2007,28.3,32.1,25.5,2261.8,1461.8,1063.5,521.9,1434.5,late_maturity,Paddy soils,,25.8,13.4,70,5.8,120,45,90,6330
298,low,early rice,2008,27,30.5,24.5,2729.2,1719.2,1252,426.6,1425.5,medium_maturity,Paddy soils,,33.7,9.5,186,5.3,120,45,90,4100
299,high,early rice,2009,27.5,31.2,25,2416.2,1536.2,926.7,445.3,1362.9,late_maturity,Paddy soils,,35.5,15.5,71.2,4.8,150,60,120,7545
300,low,early rice,2010,28.2,31.8,25.7,2596,1676,676.4,503.6,1488.3,late_maturity,Paddy soils,,31.9,6.2,51,4.5,150,52,120,6315
301,high,early rice,2007,26.1,30.9,22.4,2580.8,1590.8,730.9,418.8,1395,medium_maturity,Paddy soils,,42.9,36.8,209,5.1,195,75,150,8529
302,high,early rice,2008,25.4,29.6,22.5,2462.1,1492.1,1359.6,285.9,1161.7,late_maturity,Paddy soils,,34.2,46.8,100,5.6,195,75,150,7101
303,low,early rice,2007,26.2,31,22.5,2564.6,1584.6,730.5,418.8,1388.3,medium_maturity,Paddy soils,,30.7,4.5,62,4.5,120,45,90,7133
304,low,early rice,2007,26.4,31.2,22.7,2400.3,1490.3,713.5,393.3,1297.8,medium_maturity,Paddy soils,,32.4,5.7,88,5,150,60,120,7254
305,low,early rice,2008,25.4,29.6,22.5,2462.1,1492.1,1359.6,285.9,1161.7,late_maturity,Paddy soils,,27.4,13.7,56,6.7,195,75,150,6720
306,high,early rice,2010,26.2,30.4,23.2,2538.1,1568.1,842.1,357.4,1278.7,late_maturity,Paddy soils,,40.1,25.1,55,5.3,150,60,120,4226
307,high,early rice,2010,26.2,30.4,23.2,2538.1,1568.1,842.1,357.4,1278.7,late_maturity,Paddy soils,,37.6,29.1,82,5.2,150,60,120,4976
308,low,early rice,2008,25.1,29.7,22.1,2431.6,1461.6,1294.3,355.1,1280.9,late_maturity,Paddy soils,,28.1,12.8,215,4.8,120,45,90,6719
309,low,early rice,2008,25.2,29.8,22.3,2416.9,1456.9,1318.7,358.3,1280.3,late_maturity,Paddy soils,,30.1,6.4,67,5.6,150,60,120,8691
310,low,early rice,2009,26.9,31.5,23.8,2578,1618,1137.9,422.9,1385.4,late_maturity,Paddy soils,,23.8,12.5,66,5.6,120,45,90,5673
311,low,early rice,2009,25.4,30,22.3,2642.5,1602.5,1225.9,427.3,1448.6,late_maturity,Paddy soils,,27.7,11.5,76,5.8,210,90,210,8055
312,low,early rice,2009,25.4,30,22.3,2642.5,1602.5,1225.9,427.3,1448.6,late_maturity,Paddy soils,,29.1,12.2,46,5.5,210,45,210,7551
313,high,early rice,2008,26.3,30.3,23.5,2336.7,1446.7,865.1,352.7,1219.7,late_maturity,Paddy soils,,41.3,25.7,61,6.7,150,60,120,7310
314,high,early rice,2008,26.3,30.3,23.5,2336.7,1446.7,865.1,352.7,1219.7,late_maturity,Paddy soils,,37,30.2,60,5.9,150,60,120,6579
315,low,early rice,2008,26.3,30.3,23.5,2336.7,1446.7,865.1,352.7,1219.7,late_maturity,Paddy soils,,28.1,7.7,44,5.2,195,75,150,7863
316,high,early rice,2007,27.3,31.5,24.2,2345.1,1485.1,545.9,494.2,1431.5,late_maturity,Paddy soils,,45.2,22.6,117,5.5,195,75,150,6401
317,high,early rice,2007,27.3,31.5,24.2,2345.1,1485.1,545.9,494.2,1431.5,late_maturity,Paddy soils,,37,32,67,5,195,75,150,7175
318,low,early rice,2007,27.3,31.5,24.2,2345.1,1485.1,545.9,494.2,1431.5,medium_maturity,Paddy soils,,31.2,5.9,48,5.2,195,75,150,6776
319,high,early rice,2008,26.3,30.3,23.5,2336.7,1446.7,865.1,352.7,1219.7,late_maturity,Paddy soils,,36.6,31.8,47,5,240,120,270,7214
320,high,early rice,2007,25.5,30.1,22.5,2706.5,1646.9,453.9,634.5,1798.9,late_maturity,Paddy soils,,39.1,63.6,105,5.4,195,75,150,7791
321,low,early rice,2007,25.5,30.1,22.5,2706.5,1646.9,453.9,634.5,1798.9,late_maturity,Paddy soils,,25.6,14.1,104,5.3,150,60,120,5927
322,low,early rice,2007,25.5,30.1,22.5,2706.5,1646.9,453.9,634.5,1798.9,late_maturity,Paddy soils,,17.5,14.1,60,5.7,120,45,90,5109
323,high,early rice,2008,25.2,29.3,22.7,2519.7,1519.7,1060,397.4,1365.1,medium_maturity,Paddy soils,,35.6,43.8,68,5.1,195,75,150,7751
324,high,early rice,2007,25.5,30.1,22.5,2706.5,1646.9,453.9,634.5,1798.9,late_maturity,Paddy soils,,44.7,20.2,112,5.4,195,75,150,7824
325,high,early rice,2008,25.2,29.3,22.7,2519.7,1519.7,1060,397.4,1365.1,late_maturity,Paddy soils,,38.6,19.7,132,5.1,195,75,150,6267
326,high,early rice,2009,25.8,30.4,22.9,2840.3,1740.3,1044,587.6,1748.6,medium_maturity,Paddy soils,,40.5,16.8,107,5.1,195,60,150,7661
327,high,early rice,2007,25.5,30,22.3,2705.7,1645.7,434.3,558.6,1673.2,late_maturity,Paddy soils,,40.2,19.1,69,5.1,255,128,330,9138
328,high,early rice,2007,25.5,30,22.3,2705.7,1645.7,434.3,558.6,1673.2,early_maturity,Paddy soils,,34.6,51.9,64,5.5,120,45,90,7220
329,low,early rice,2007,25.5,30,22.3,2705.7,1645.7,434.3,558.6,1673.2,early_maturity,Paddy soils,,31.1,14.3,41,5.6,150,60,120,7517
330,low,early rice,2008,25.3,29.3,22.7,2532.4,1532.4,1444.8,264.2,1144.9,late_maturity,Paddy soils,,28.4,10.8,44,4.8,180,37,120,6245
331,high,early rice,2009,27.4,31.8,24.5,2797.8,1777.8,1006.2,519,1584.8,late_maturity,Paddy soils,,40.3,31.4,56,5.7,150,60,120,6696
332,low,early rice,2009,27.2,31.6,24.3,2942.1,1862.1,1034.2,539.5,1659.1,late_maturity,Paddy soils,,33.7,13.4,39,5.5,150,60,120,7079
333,high,early rice,2009,26.4,30.8,23.5,2909.3,1809.3,1079.9,492.4,1590.9,medium_maturity,Paddy soils,,43.2,36,114,5.3,195,75,150,5673
334,low,early rice,2009,26.9,31.2,23.9,2901.7,1821.7,1042.9,512.6,1612.7,late_maturity,Paddy soils,,25.5,10.2,49,6.1,150,60,120,5333
335,high,early rice,2008,25.3,30,22.4,2204.9,1334.9,1277.6,319.2,1152.7,medium_maturity,Paddy soils,,34.1,37.5,74,5.9,150,60,120,8001
336,high,early rice,2008,25.3,30,22.4,2204.9,1334.9,1277.6,319.2,1152.7,medium_maturity,Paddy soils,,38.6,24.7,66.7,5.6,225,105,225,7650
337,high,early rice,2007,25.9,30.9,22.4,2171.8,1331.8,742.5,399.4,1263.6,medium_maturity,Paddy soils,,37.7,18.7,97,6.4,150,60,120,7481
338,low,early rice,2008,24.8,29.5,21.8,2159.7,1289.7,910.9,321.1,1155.9,late_maturity,Paddy soils,,27.4,10.2,70,6.5,225,105,225,9641
